update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,best_validation_so_far
1,C0,24,48,24,-0.9361835645769413,0.15115744169216913,0.023442981764674187,-0.09280131012201309,1.6663479804992676,0.014424036256968975,0.5,0.3082931339740753,0.7368136048316956,0.9125000000000001,1.7389521598815918,1.5797914266586304,0.8666666666666667,0.149071198499986,1.0,0.7,1.0,1.0,"[22, 9]",1.0,1,-0.0,1.7392282485961914,1.5787073108885024,0.8666666666666667
2,C0,24,48,48,0.03759163341919583,0.1786821609534276,0.013385199941694736,-0.059222832322120667,1.633413314819336,0.01400574017316103,0.1041666641831398,0.4128839075565338,0.23159748315811157,0.8874999999999998,1.6785367727279663,1.572896957397461,,,,,,,,,,,,,
3,C0,24,48,72,-0.03641517288982867,0.15035401786991456,0.007986712269484997,-0.02507389523088932,1.5912896394729614,0.006092785391956568,0.1666666716337204,0.2758622467517853,0.19921107590198517,0.9375,1.6107605695724487,1.5518454313278198,,,,,,,,,,,,,
4,C0,24,48,96,0.11547231918573382,0.16073284097223317,0.014842081815004349,-0.04541565850377083,1.5700149536132812,0.018556909635663033,0.0833333358168602,0.5760594606399536,0.23089703917503357,0.85,1.6166883707046509,1.5207077264785767,,,,,,,,,,,,,
5,C0,24,48,120,-0.0982137441386779,0.14523050029657333,0.010831917636096478,-0.05128403380513191,1.5559109449386597,0.007019394543021917,0.0416666679084301,0.8369141221046448,0.08760028332471848,0.875,1.6334776878356934,1.4662814140319824,,,,,,,,,,,,,
6,C0,24,48,144,0.05062152731418612,0.1472359724262784,0.010124203749001026,-0.031618762761354446,1.5239834785461426,-0.008365295827388763,0.0625,0.4818872809410095,0.06744389235973358,0.8624999999999999,1.615374207496643,1.424473762512207,,,,,,,,,,,,,
7,C0,24,48,168,-0.03222172469894089,0.12755082012500696,0.008367767557501793,-0.041147831827402115,1.528726577758789,-0.00880296528339386,0.0833333358168602,0.8044791221618652,0.10072799026966095,0.9,1.6372326612472534,1.4257522821426392,,,,,,,,,,,,,
8,C0,24,48,192,-0.0157566025406122,0.14343089584521576,0.00993965845555067,-0.013180096633732319,1.5413055419921875,0.016666218638420105,0.125,0.48064765334129333,0.1410389542579651,0.8875000000000001,1.6222151517868042,1.4525641202926636,,,,,,,,,,,,,
9,C0,24,48,216,0.06220201224088671,0.13281731097599137,0.009213058277964592,-0.01426131185144186,1.501009464263916,0.00310845416970551,0.0,0.42815104126930237,0.1595735400915146,0.875,1.5795332193374634,1.3998394012451172,,,,,,,,,,,,,
10,C0,24,48,240,-0.007647356172402674,0.13075544831154606,0.00879035983234644,-0.040717825293540955,1.4483665227890015,0.0127853499725461,0.0625,0.523997962474823,0.04071908816695213,0.8249999999999998,1.5202031135559082,1.3417328596115112,0.8666666666666667,0.149071198499986,1.0,0.7,1.0,1.0,"[14, 2]",1.0,1,-0.0,1.5209691524505615,1.4253171814812555,0.8666666666666667
11,C0,24,48,264,-0.055782907262444476,0.13068512028097187,0.009246152825653553,-0.025441834703087807,1.3952010869979858,-0.017769433557987213,0.02083333395421505,0.5818666815757751,0.1427607238292694,0.8875000000000001,1.5401726961135864,1.2550376653671265,,,,,,,,,,,,,
12,C0,24,48,288,0.05901708801587424,0.12556322074652243,0.00809148233383894,-0.012271975167095661,1.3935483694076538,0.0012131823459640145,0.0,0.4662240445613861,0.10442297160625458,0.875,1.5685538053512573,1.2099748849868774,,,,,,,,,,,,,
13,C0,24,48,312,-0.04156238330900667,0.139831494861333,0.008987114764750004,-0.027007589116692543,1.3544503450393677,0.009002101607620716,0.0416666679084301,0.4914615750312805,0.037471022456884384,0.8374999999999999,1.5539711713790894,1.1298274993896484,,,,,,,,,,,,,
14,C0,24,48,336,-0.01080443593859671,0.13159463753079367,0.008499965071678162,-0.04608697071671486,1.2644389867782593,0.014145220629870892,0.1041666641831398,0.7543756365776062,0.07288489490747452,0.8875000000000001,1.4358729124069214,1.0476716756820679,,,,,,,,,,,,,
15,C0,24,48,360,0.013373332887887968,0.1325212282628889,0.008765428327023983,-0.024431833997368813,1.1898841857910156,0.03598952665925026,0.0,0.6770268082618713,0.027977650985121727,0.8875000000000001,1.330946445465088,0.9904456734657288,,,,,,,,,,,,,
16,C0,24,48,384,-0.023041729554533947,0.1105232208456657,0.005904702935367823,-0.005650768522173166,1.0494929552078247,0.006931127514690161,0.02083333395421505,0.5726795792579651,0.02691473253071308,0.9375,1.2412803173065186,0.8399075865745544,,,,,,,,,,,,,
17,C0,24,48,408,0.041546628326177615,0.13578749871900436,0.008225026540458202,-0.036138229072093964,0.9891210198402405,0.014628683216869831,0.1041666641831398,0.5681653618812561,0.051191139966249466,0.875,1.1659952402114868,0.7945285439491272,,,,,,,,,,,,,
18,C0,24,48,432,-0.021521816030144674,0.12080411762497208,0.007551031187176704,-0.01718141697347164,0.9430923461914062,0.0076553840190172195,0.0416666679084301,0.4136931896209717,0.04917433485388756,0.875,1.1319407224655151,0.7535955309867859,,,,,,,,,,,,,
19,C0,24,48,456,-0.0029764775186776915,0.12675194367284412,0.008160754106938839,-0.029526449739933014,1.0308771133422852,-0.010337873362004757,0.1458333283662796,0.20984914898872375,0.05176931619644165,0.875,1.2289592027664185,0.9000778198242188,,,,,,,,,,,,,
20,C0,24,48,480,0.05230595822135611,0.1305029161091834,0.008574672043323517,-0.025845041498541832,1.1570550203323364,0.04007326439023018,0.1041666641831398,0.5143834948539734,0.1209210753440857,0.8125,1.4336320161819458,0.8974347114562988,0.8666666666666667,0.149071198499986,1.0,0.7,1.0,1.0,"[14, 2]",1.0,1,-0.0,1.4347941875457764,0.8656429780854119,0.8666666666666667
21,C0,24,48,504,-0.10070959660907586,0.1345867320533229,0.010155566036701202,-0.011169150471687317,1.1843043565750122,-0.004662893712520599,0.0,0.4645836651325226,0.1921796202659607,0.9,1.4908689260482788,0.8485140800476074,,,,,,,,,,,,,
22,C0,24,48,528,0.07971474838753544,0.12194414391447292,0.008356951177120209,-0.03606921061873436,1.1512399911880493,0.008246556855738163,0.0416666679084301,0.5388636589050293,0.10331888496875763,0.875,1.5910239219665527,0.7185801863670349,,,,,,,,,,,,,
23,C0,24,48,552,-0.008343568747242265,0.13006674508392418,0.008207649923861027,-0.00776214525103569,1.1720863580703735,0.028050780296325684,0.0625,0.32284045219421387,0.08368825912475586,0.8250000000000001,1.6615242958068848,0.6822283864021301,,,,,,,,,,,,,
24,C0,24,48,576,-0.0254855325023333,0.14748901708011958,0.011076979339122772,-0.026471203193068504,1.2331115007400513,-0.026306703686714172,0.0625,0.5331724286079407,0.11959338188171387,0.8624999999999999,1.6710256338119507,0.8275911211967468,,,,,,,,,,,,,
25,C0,24,48,600,-0.04440947214762369,0.11395778779870061,0.006783608812838793,-0.021858012303709984,1.2774460315704346,-0.0137412054464221,0.1041666641831398,0.5931946635246277,0.06675572693347931,0.9375,1.643507480621338,0.8939483761787415,,,,,,,,,,,,,
26,C0,24,48,624,0.11361538429061574,0.13491571898695717,0.009785971604287624,-0.0418386347591877,1.248080849647522,0.020322544500231743,0.25,0.5434647798538208,0.1495409458875656,0.8374999999999999,1.5623799562454224,0.9749640822410583,,,,,,,,,,,,,
27,C0,24,48,648,-0.09034787035981812,0.13986079547658956,0.009633424691855907,-0.02360820770263672,1.2318376302719116,0.00773133197799325,0.125,0.44006970524787903,0.023761413991451263,0.8624999999999999,1.4715074300765991,0.9520717263221741,,,,,,,,,,,,,
28,C0,24,48,672,0.04890299457311633,0.12152385725928928,0.007094474043697119,-0.022292664274573326,1.1673649549484253,0.00028268806636333466,0.0416666679084301,0.46869271993637085,0.0622849278151989,0.8625000000000002,1.3676522970199585,0.9397328495979309,,,,,,,,,,,,,
29,C0,24,48,696,-0.042785063862800586,0.12623203814277836,0.008518951945006847,-0.03983992338180542,1.0832356214523315,0.040775250643491745,0.125,0.4174198508262634,0.1290564388036728,0.8875000000000001,1.2437026500701904,0.8741416931152344,,,,,,,,,,,,,
30,C0,24,48,720,-0.03521025757988292,0.12380797760750806,0.008962949737906456,-0.04906882718205452,0.9618909955024719,0.02781062014400959,0.1458333283662796,0.8103737831115723,0.16926997900009155,0.9,1.2353763580322266,0.6742572784423828,0.8666666666666667,0.149071198499986,1.0,0.7,1.0,1.0,"[14, 2]",1.0,1,-0.0,1.2366085052490234,0.5621959169705709,0.8666666666666667
31,C0,24,48,744,0.061104224994778654,0.13206906283643782,0.009493966586887836,-0.022013679146766663,0.9402573704719543,-0.0039843120612204075,0.1041666641831398,0.49950721859931946,0.14124999940395355,0.875,1.2143892049789429,0.6472836136817932,,,,,,,,,,,,,
32,C0,24,48,768,-0.04375239803890385,0.13988039130429009,0.009570641443133354,-0.02534784935414791,0.9183041453361511,0.006096251308917999,0.0416666679084301,0.4668397903442383,0.045227888971567154,0.8624999999999999,1.2908883094787598,0.5712515711784363,,,,,,,,,,,,,
33,C0,24,48,792,-0.0047132513771454354,0.11987952266020305,0.007365455385297537,-0.003330317558720708,0.9135791659355164,0.00673192972317338,0.0,0.4502803683280945,0.06139294058084488,0.9,1.267981767654419,0.5227063894271851,,,,,,,,,,,,,
34,C0,24,48,816,0.011943746541937203,0.11114501865670676,0.00557897612452507,-0.016954828053712845,0.958531379699707,0.008961682207882404,0.1041666641831398,0.5195140242576599,0.04490721598267555,0.9125,1.173256516456604,0.7403492331504822,,,,,,,,,,,,,
35,C0,24,48,840,0.0030850568115711415,0.12447973151379989,0.007550785783678293,-0.015395735390484333,0.8814194202423096,0.014158704318106174,0.0625,0.4880688786506653,0.02153569646179676,0.8875000000000001,1.1949386596679688,0.5782259106636047,,,,,,,,,,,,,
36,C0,24,48,864,0.019709434663256028,0.1311545183250073,0.008480130694806576,-0.029941609129309654,0.974591076374054,0.0044752806425094604,0.0416666679084301,0.5309330821037292,0.047300126403570175,0.8624999999999999,1.335920810699463,0.6496672034263611,,,,,,,,,,,,,
37,C0,24,48,888,-0.053378330076734204,0.13029235764787567,0.008539400063455105,-0.011543343774974346,1.0859235525131226,-0.000470760598545894,0.0416666679084301,0.3746470808982849,0.07254009693861008,0.8875000000000001,1.4560011625289917,0.7404109835624695,,,,,,,,,,,,,
38,C0,24,48,912,0.05196670937041444,0.12609765906238568,0.00799308717250824,-0.04796269163489342,1.145422339439392,-0.003406740725040436,0.0625,0.5893506407737732,0.04457009583711624,0.875,1.5575432777404785,0.7653027176856995,,,,,,,,,,,,,
39,C0,24,48,936,0.008545831183592504,0.13485346752505703,0.009272506460547447,-0.0190404262393713,1.245517373085022,-0.012312238104641438,0.02083333395421505,0.42908456921577454,0.07784362137317657,0.8375,1.6334290504455566,0.8728927969932556,,,,,,,,,,,,,
40,C0,24,48,960,-0.06310510005553562,0.119661552702214,0.007264459040015936,-0.03231842443346977,1.2840248346328735,0.03438642993569374,0.1041666641831398,0.7194793820381165,0.08883289247751236,0.9,1.6416531801223755,0.8939154744148254,0.8333333333333334,0.14907119849998599,0.7,0.7,1.0,1.0,"[25, 2]",0.5555555555555556,2,0.6869615765973234,1.6422243118286133,1.0585042039553325,0.8333333333333334
41,C0,24,48,984,0.038229292104641606,0.12387707053657711,0.007578739896416664,-0.008155301213264465,1.2147226333618164,0.013211186975240707,0.0625,0.4509364068508148,0.015743892639875412,0.8875000000000001,1.6121488809585571,0.8201645016670227,,,,,,,,,,,,,
42,C0,24,48,1008,-0.00905098764598368,0.12653995250285957,0.0081002376973629,-0.004120414610952139,1.1670105457305908,0.011626466177403927,0.0,0.5487076044082642,0.07000310719013214,0.9,1.602048397064209,0.7339053153991699,,,,,,,,,,,,,
43,C0,24,48,1032,-0.025621671562393488,0.12166199374529953,0.007339775562286377,-0.036882203072309494,1.2163845300674438,-0.009692135266959667,0.0625,0.5966461300849915,0.10651320964097977,0.9,1.6417959928512573,0.8141069412231445,,,,,,,,,,,,,
44,C0,24,48,1056,0.047641648699839924,0.12831026060660752,0.0086709288880229,-0.00780463358387351,1.27000892162323,-0.003823809325695038,0.0625,0.488120436668396,0.10389541834592819,0.875,1.6683226823806763,0.9085531234741211,,,,,,,,,,,,,
45,C0,24,48,1080,-0.04010661072035628,0.13728384464364654,0.008972598239779472,-0.03178994357585907,1.3275448083877563,0.017566287890076637,0.0,0.6842354536056519,0.033656466752290726,0.85,1.6432420015335083,1.0243433713912964,,,,,,,,,,,,,
46,C0,24,48,1104,-0.009752268185218163,0.12029611952303249,0.006897792220115662,-0.006613731384277344,1.3197520971298218,-0.016462549567222595,0.0,0.38817596435546875,0.06791722029447556,0.9125000000000001,1.6074727773666382,1.0218908786773682,,,,,,,,,,,,,
47,C0,24,48,1128,0.0541478249927362,0.13424387220292494,0.009904935024678707,-0.029565637931227684,1.3423376083374023,0.024878598749637604,0.1041666641831398,0.3652523159980774,0.11457584798336029,0.875,1.5969098806381226,1.1055024862289429,,,,,,,,,,,,,
48,C0,24,48,1152,-0.015582658732930793,0.1307148630891743,0.008062516339123249,-0.015441362746059895,1.3728500604629517,0.0051197209395468235,0.2708333432674408,0.36324140429496765,0.009088637307286263,0.8375,1.5829275846481323,1.1577411890029907,,,,,,,,,,,,,
49,C0,24,48,1176,-0.009085188478231412,0.13518492367137735,0.009021948091685772,-0.05380970239639282,1.339192271232605,0.006023772060871124,0.125,0.6040897965431213,0.04983171820640564,0.8624999999999999,1.5550161600112915,1.0958226919174194,,,,,,,,,,,,,
50,C0,24,48,1200,0.0007988710949818461,0.1396780803361283,0.009701438248157501,-0.03926156833767891,1.3310163021087646,-0.009038119576871395,0.0416666679084301,0.6872221231460571,0.020631833001971245,0.875,1.5168875455856323,1.1309159994125366,0.8333333333333334,0.14907119849998599,0.7,0.7,1.0,1.0,"[25, 14]",0.6666666666666666,2,0.6365141682948128,1.5173146724700928,0.8702918754683601,0.8333333333333334
51,C0,24,48,1224,-0.00714993697901565,0.12922303141315195,0.007793579716235399,-0.06202739104628563,1.2312432527542114,-0.024467652663588524,0.375,0.45342114567756653,0.023623723536729813,0.875,1.4233182668685913,0.9914162158966064,,,,,,,,,,,,,
52,C0,24,48,1248,0.06670684948066874,0.14599985854009528,0.011003286577761173,-0.024405330419540405,1.1738865375518799,0.03937102481722832,0.0625,0.7078002691268921,0.11998100578784943,0.8249999999999998,1.3684195280075073,0.9579412937164307,,,,,,,,,,,,,
53,C0,24,48,1272,-0.08623464809358117,0.15796040303857137,0.011677640490233898,-0.034988921135663986,1.1782374382019043,0.035234544426202774,0.1041666641831398,0.8104970455169678,0.07928881794214249,0.85,1.3785818815231323,0.9601266384124756,,,,,,,,,,,,,
54,C0,24,48,1296,0.018380675211548826,0.1327017116800229,0.009346487000584602,-0.02416563779115677,1.0055564641952515,0.03265230357646942,0.0625,0.28048914670944214,0.06294215470552444,0.8875000000000001,1.3639839887619019,0.6293391585350037,,,,,,,,,,,,,
55,C0,24,48,1320,0.053406971539060294,0.1360509339621394,0.010431598871946335,-0.07314147800207138,1.0686317682266235,0.006580572575330734,0.1666666716337204,0.5854500532150269,0.14589163661003113,0.8249999999999998,1.2863178253173828,0.8243593573570251,,,,,,,,,,,,,
56,C0,24,48,1344,-0.10188189579049745,0.13858097378727538,0.010856058448553085,0.00563618540763855,0.9355371594429016,0.0226375013589859,0.0416666679084301,0.5306068658828735,0.1672998070716858,0.8875000000000001,1.211207628250122,0.6511704325675964,,,,,,,,,,,,,
57,C0,24,48,1368,0.12033254123727483,0.13381893284839516,0.008984988555312157,-0.020581146702170372,0.9267637729644775,0.03502422198653221,0.0625,0.56544429063797,0.04772649705410004,0.8249999999999998,1.1722629070281982,0.6636924147605896,,,,,,,,,,,,,
58,C0,24,48,1392,-0.05580754992365835,0.1364016698440989,0.013517207466065884,-0.006846396718174219,0.8807224631309509,0.04114587604999542,0.0416666679084301,0.5301852226257324,0.26404109597206116,0.8624999999999999,1.1445057392120361,0.5892997980117798,,,,,,,,,,,,,
