update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.2618750035762787,0.2618750035762787,MoE-sBOED,0.30434656143188477,64,4.417567253112793,1.3850083351135254,0.0062771025113761425,0.2687482237815857,0.11929303407669067,,,,,,,,,,,
2,0.3031249940395355,0.3031249940395355,MoE-sBOED,0.058800458908081055,128,4.416747570037842,1.3853602409362793,0.007463922258466482,0.2654607892036438,0.11940208822488785,,,,,,,,,,,
3,0.29124999046325684,0.29124999046325684,MoE-sBOED,0.0576786994934082,192,4.416516304016113,1.3856744766235352,0.007241242565214634,0.25972896814346313,0.11950404942035675,,,,,,,,,,,
4,0.2606250047683716,0.2606250047683716,MoE-sBOED,0.05686020851135254,256,4.41642951965332,1.3855457305908203,0.007037131581455469,0.25580376386642456,0.11959174275398254,,,,,,,,,,,
5,0.3043749928474426,0.3043749928474426,MoE-sBOED,0.056914329528808594,320,4.416348457336426,1.3853607177734375,0.0062858061864972115,0.25639650225639343,0.11966100335121155,,,,,,,,,,,
6,0.28687500953674316,0.28687500953674316,MoE-sBOED,0.05602765083312988,384,4.4162187576293945,1.3852412700653076,0.006353962700814009,0.2572520971298218,0.11971841752529144,,,,,,,,,,,
7,0.2906250059604645,0.2906250059604645,MoE-sBOED,0.05592083930969238,448,4.415523529052734,1.3848613500595093,0.009183709509670734,0.2600667476654053,0.11976208537817001,,,,,,,,,,,
8,0.29874998331069946,0.29874998331069946,MoE-sBOED,0.05588936805725098,512,4.414973735809326,1.383939504623413,0.01335225347429514,0.2648632228374481,0.11980579048395157,,,,,,,,,,,
9,0.28437501192092896,0.28437501192092896,MoE-sBOED,0.05594944953918457,576,4.41482400894165,1.3829472064971924,0.014639017172157764,0.2701583802700043,0.11987457424402237,,,,,,,,,,,
10,0.31812500953674316,0.31812500953674316,MoE-sBOED,0.05586838722229004,640,4.414569854736328,1.3822826147079468,0.015574361197650433,0.27239739894866943,0.11996748298406601,,,,,,,,,,,
