method,theta_test_id,rollout_id,u_ctrl,u_req_true,excess_control,safe_total,runtime_s,exact_tie_count,near_tie_count,average_co_tied_actions,sequence,y_obs
improved_random_init_dad,0,0,1.008,0.0,1.008,True,0.003326123347505927,0,0,nan,30 3 38,4.273469 4.186026248 3.365662338
improved_random_init_dad,1,1,0.96,0.0,0.96,True,0.0024513541720807552,0,0,nan,30 3 38,7.374170746 7.374219299 1.838800753
improved_random_init_dad,2,2,0.96,0.0,0.96,True,0.0020610935520380736,0,0,nan,30 3 38,7.399654107 7.582793199 1.578489167
improved_random_init_dad,3,3,0.96,0.0,0.96,True,0.002762020006775856,0,0,nan,30 3 38,5.916785021 5.971691653 1.245903957
improved_random_init_dad,4,4,1.056,0.32,0.736,True,0.002378809731453657,0,0,nan,30 3 38,11.83187405 11.88231729 1.928650532
improved_random_init_dad,5,5,0.976,0.0,0.976,True,0.0017385057639330626,0,0,nan,30 3 38,8.420253483 8.447383432 1.27941965
improved_random_init_dad,6,6,0.96,0.0,0.96,True,0.0020144317764788865,0,0,nan,30 3 38,4.542536333 4.454109694 1.320120313
improved_random_init_dad,7,7,0.96,0.0,0.96,True,0.0018814790062606334,0,0,nan,30 3 38,6.971563292 6.901905598 2.532175177
improved_random_init_dad,8,8,0.96,0.0,0.96,True,0.0017149295657873155,0,0,nan,30 3 38,5.624531229 5.553798268 1.683867158
improved_random_init_dad,9,9,0.96,0.0,0.96,True,0.0016120904125273227,0,0,nan,30 3 38,4.618987091 4.631468584 2.915211944
improved_random_init_dad,10,10,1.088,0.0,1.088,True,0.001507668336853385,0,0,nan,30 3 38,6.216909357 6.254062823 2.150758445
improved_random_init_dad,11,11,0.96,0.0,0.96,True,0.002344156429171562,0,0,nan,30 3 38,4.25821961 4.320770692 2.094397267
improved_random_init_dad,12,12,0.992,0.0,0.992,True,0.002124177338555455,0,0,nan,30 3 38,6.870861616 6.756270919 2.650871274
improved_random_init_dad,13,13,0.992,0.0,0.992,True,0.0023333452176302672,0,0,nan,30 3 38,6.285278513 6.606446781 1.994447384
improved_random_init_dad,14,14,0.96,0.0,0.96,True,0.0029392164666205644,0,0,nan,30 3 38,8.452720688 8.536025301 2.446204811
improved_random_init_dad,15,15,0.992,0.0,0.992,True,0.002835653629153967,0,0,nan,30 3 38,4.778708768 4.801687895 1.203912038
improved_random_init_dad,16,16,0.992,0.0,0.992,True,0.0026238948572427034,0,0,nan,30 3 38,4.790019951 4.878701621 2.466335934
improved_random_init_dad,17,17,0.96,0.0,0.96,True,0.001953984797000885,0,0,nan,30 3 38,6.193295209 6.231720801 1.384086449
improved_random_init_dad,18,18,0.96,0.0,0.96,True,0.0026510822121053935,0,0,nan,30 3 38,7.905004925 8.005883861 1.802911627
improved_random_init_dad,19,19,0.96,0.0,0.96,True,0.0018577842507511376,0,0,nan,30 3 38,8.137962509 8.189802326 2.207621702
improved_random_init_dad,20,20,0.96,0.0,0.96,True,0.0018779161851853131,0,0,nan,30 3 38,4.423759168 4.478432882 2.700907121
improved_random_init_dad,21,21,1.008,0.0,1.008,True,0.0017872625961899758,0,0,nan,30 3 38,7.79472045 7.882640765 1.62280683
improved_random_init_dad,22,22,0.976,0.08,0.896,True,0.0015103685669600963,0,0,nan,30 3 38,8.235315282 8.26645024 1.697031674
improved_random_init_dad,23,23,0.96,0.0,0.96,True,0.001825537672266364,0,0,nan,30 3 38,7.306892166 7.228730952 2.681200716
improved_random_init_dad,24,24,0.96,0.0,0.96,True,0.0019360401201993227,0,0,nan,30 3 38,5.39235259 5.51486783 1.536658448
improved_random_init_dad,25,25,0.96,0.0,0.96,True,0.001802654005587101,0,0,nan,30 3 38,7.742658099 7.750388306 3.198213555
improved_random_init_dad,26,26,0.96,0.0,0.96,True,0.0017711588181555272,0,0,nan,30 3 38,4.177170045 4.223464701 1.61389772
improved_random_init_dad,27,27,0.96,0.0,0.96,True,0.0016291840467602015,0,0,nan,30 3 38,7.127428179 6.943810933 2.665387797
improved_random_init_dad,28,28,0.96,0.0,0.96,True,0.002169334050267935,0,0,nan,30 3 38,5.777970665 5.934812868 2.893118143
improved_random_init_dad,29,29,0.96,0.0,0.96,True,0.0026737785898149013,0,0,nan,30 3 38,4.672021364 4.779731186 3.813609773
improved_random_init_dad,30,30,0.96,0.0,0.96,True,0.002635090285912156,0,0,nan,30 3 38,4.124730045 4.264808675 2.351732141
improved_random_init_dad,31,31,0.96,0.0,0.96,True,0.0024674898013472557,0,0,nan,30 3 38,5.404778108 5.404509387 3.839138021
improved_random_init_dad,0,32,0.96,0.0,0.96,True,0.0019243145361542702,0,0,nan,30 3 38,4.154429892 4.187043486 3.297478501
improved_random_init_dad,1,33,0.96,0.0,0.96,True,0.001924823224544525,0,0,nan,30 3 38,7.410486864 7.625816936 1.882148048
improved_random_init_dad,2,34,0.96,0.0,0.96,True,0.0019943741615861656,0,0,nan,30 3 38,7.487903477 7.587339452 1.222801158
improved_random_init_dad,3,35,0.96,0.0,0.96,True,0.0017740472219884395,0,0,nan,30 3 38,5.857977469 5.936378932 1.20502565
improved_random_init_dad,4,36,1.056,0.32,0.736,True,0.0018282925710082054,0,0,nan,30 3 38,12.00680887 11.89068441 1.930859501
improved_random_init_dad,5,37,0.96,0.0,0.96,True,0.001789260609075427,0,0,nan,30 3 38,8.338939387 8.330622239 1.370303053
improved_random_init_dad,6,38,0.96,0.0,0.96,True,0.001791460858657956,0,0,nan,30 3 38,4.608983404 4.620388112 1.325319558
improved_random_init_dad,7,39,0.96,0.0,0.96,True,0.0018412934616208077,0,0,nan,30 3 38,6.94086586 6.949863064 2.530771095
improved_random_init_dad,8,40,0.96,0.0,0.96,True,0.0018832724541425704,0,0,nan,30 3 38,5.531366017 5.521120776 1.518165963
improved_random_init_dad,9,41,0.96,0.0,0.96,True,0.0016435196157544851,0,0,nan,30 3 38,4.611961504 4.482998192 2.86307129
improved_random_init_dad,10,42,1.008,0.0,1.008,True,0.001801918214187026,0,0,nan,30 3 38,6.303110905 6.281225184 2.14016761
improved_random_init_dad,11,43,0.96,0.0,0.96,True,0.001959013380110264,0,0,nan,30 3 38,4.377654278 4.428169928 2.134829701
improved_random_init_dad,12,44,0.992,0.0,0.992,True,0.0020065542310476305,0,0,nan,30 3 38,6.91953025 6.998726235 2.73187422
improved_random_init_dad,13,45,0.992,0.0,0.992,True,0.001957832183688879,0,0,nan,30 3 38,6.413817029 6.419194549 1.928292184
improved_random_init_dad,14,46,0.96,0.0,0.96,True,0.002279734332114458,0,0,nan,30 3 38,8.46351498 8.530978641 2.333829697
improved_random_init_dad,15,47,0.992,0.0,0.992,True,0.00195427150465548,0,0,nan,30 3 38,4.79392461 4.662543183 1.150382432
improved_random_init_dad,16,48,0.976,0.0,0.976,True,0.0018625476397573948,0,0,nan,30 3 38,4.854509304 4.931382149 2.270116314
