update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.2006250023841858,0.2006250023841858,MoE-sBOED,0.3177764415740967,64,3.3291356563568115,1.3842633962631226,0.027548786252737045,0.265360563993454,0.11925330758094788,,,,,,,,,,,
2,0.1875,0.1875,MoE-sBOED,0.07694172859191895,128,3.328356981277466,1.385299563407898,0.10287463665008545,0.2596744894981384,0.11934631317853928,,,,,,,,,,,
3,0.17578125,0.17578125,MoE-sBOED,0.07644081115722656,192,3.3265187740325928,1.3859961032867432,0.09026515483856201,0.25155600905418396,0.1194222941994667,,,,,,,,,,,
4,0.19687499105930328,0.19687499105930328,MoE-sBOED,0.09627223014831543,256,3.3235955238342285,1.3857325315475464,0.01198232639580965,0.25707942247390747,0.11951417475938797,,,,,,,,,,,
5,0.1954687535762787,0.1954687535762787,MoE-sBOED,0.0770118236541748,320,3.3189170360565186,1.3855619430541992,0.010334026999771595,0.261193186044693,0.1196226179599762,,,,,,,,,,,
6,0.19968751072883606,0.19968751072883606,MoE-sBOED,0.07793140411376953,384,3.311309814453125,1.3857723474502563,0.0037027092184871435,0.25954633951187134,0.11974083632230759,,,,,,,,,,,
7,0.19499999284744263,0.19499999284744263,MoE-sBOED,0.07590150833129883,448,3.29948353767395,1.386069893836975,0.003204708220437169,0.25124096870422363,0.1198754534125328,,,,,,,,,,,
8,0.18515625596046448,0.18515625596046448,MoE-sBOED,0.08395552635192871,512,3.28205943107605,1.3859306573867798,0.001796045689843595,0.25476184487342834,0.12000326067209244,,,,,,,,,,,
9,0.18703126907348633,0.19328126311302185,MoE-sBOED,0.07272028923034668,576,3.257979154586792,1.386023759841919,0.00015485743642784655,0.2539014518260956,0.12011601030826569,,,,,,,,,,,
10,0.19453124701976776,0.19453124701976776,MoE-sBOED,0.07245373725891113,640,3.2326667308807373,1.3861206769943237,0.0012387981405481696,0.25236770510673523,0.1202387884259224,,,,,,,,,,,
