rollout_id,theta_id,step,ess_fraction,max_weight,u_ctrl,chosen_action,dominant_expert,router_entropy,expert_disagreement,logit_scale,action_matches_dominant_expert,action_matches_uniform_experts,action_matches_routed_unscaled,flip_vs_dominant,flip_vs_uniform,router_dense_0,router_top2_0,expert_top_action_0,router_dense_1,router_top2_1,expert_top_action_1,router_dense_2,router_top2_2,expert_top_action_2,router_dense_3,router_top2_3,expert_top_action_3,fingerprint_0,fingerprint_1,fingerprint_2,fingerprint_3,fingerprint_4,fingerprint_5,fingerprint_6,fingerprint_7,fingerprint_8,fingerprint_9,fingerprint_10,fingerprint_11,fingerprint_12,fingerprint_13,fingerprint_14,fingerprint_15
3,3,1,0.013215239309629936,0.26306953136207023,0.24,24,1,1.3862855434417725,1.0,0.11974605917930603,1,0,1,0,1,0.2492830902338028,0.0,23,0.2511151134967804,0.500166118144989,24,0.2509482502937317,0.4998337924480438,6,0.24865354597568512,0.0,4,1.0887367725372314,0.714667797088623,-0.9645801186561584,0.9755685925483704,-1.5785011053085327,-0.39965417981147766,-1.4425076246261597,0.6345054507255554,-0.4192644953727722,0.612741231918335,0.5667135119438171,1.0689595937728882,-0.1106439158320427,-0.5422129034996033,1.452865481376648,-0.4336170256137848
3,3,2,0.0026700700189651425,0.9875244357856116,0.12,21,0,1.386264681816101,1.0,0.11974605917930603,0,0,0,1,1,0.2518605887889862,0.5009645223617554,23,0.2504616677761078,0.0,19,0.2467869073152542,0.0,6,0.2508907914161682,0.4990355372428894,4,1.3175638914108276,-0.3931466042995453,0.2607475221157074,-0.8796065449714661,-1.344018816947937,0.4134608507156372,-1.393451452255249,0.7628477215766907,1.2890830039978027,-0.48767992854118347,-0.9494889378547668,0.05633857101202011,2.2671749591827393,0.7942807674407959,0.510896623134613,0.07949881255626678
4,4,0,0.9999999999999997,0.0026041666666666665,0.33,14,2,1.3861494064331055,1.0,0.11974605917930603,0,0,1,1,1,0.24357008934020996,0.0,23,0.24877911806106567,0.0,24,0.2541504204273224,0.5006402134895325,6,0.25350040197372437,0.49935975670814514,4,-0.4475083351135254,0.45614317059516907,0.7229113578796387,1.0658985376358032,-0.19111500680446625,-0.5723475813865662,1.5521763563156128,0.22747355699539185,1.1945291757583618,-0.3549416661262512,-0.9410633444786072,-0.010040386579930782,1.9699338674545288,0.6473258137702942,0.6403235197067261,0.03514645993709564
4,4,1,0.00260417396392524,0.9999985989283185,0.12,24,2,1.3861563205718994,1.0,0.11974605917930603,0,0,1,1,1,0.2437596321105957,0.0,23,0.2514488101005554,0.49624016880989075,24,0.25525906682014465,0.5037598013877869,6,0.24953250586986542,0.0,4,-0.34499555826187134,0.5896012187004089,0.6194432973861694,1.105322003364563,-0.12214985489845276,-0.5875602960586548,1.5567182302474976,-0.44435590505599976,1.0934869050979614,0.7041139006614685,-0.9535146951675415,0.9639441967010498,-1.5698864459991455,-0.4006239175796509,-1.440186858177185,0.6340096592903137
4,4,2,0.0026041666666667164,0.9999999999999905,0.12,21,2,1.3861489295959473,1.0,0.11974605917930603,0,0,0,1,1,0.2429405301809311,0.0,23,0.25052574276924133,0.0,19,0.2539469599723816,0.5013426542282104,6,0.2525867819786072,0.49865737557411194,4,-0.26273515820503235,0.6330848336219788,0.6460113525390625,1.1574078798294067,-0.0947112962603569,-0.5168538093566895,1.575273036956787,-0.39986082911491394,1.3746185302734375,-0.4865204393863678,-0.8340407609939575,0.0041754781268537045,2.227994918823242,0.8408596515655518,0.6160625219345093,0.13572660088539124
5,5,0,0.9999999999999997,0.0026041666666666665,0.33,14,2,1.3861494064331055,1.0,0.11974605917930603,0,0,1,1,1,0.24357008934020996,0.0,23,0.24877911806106567,0.0,24,0.2541504204273224,0.5006402134895325,6,0.25350040197372437,0.49935975670814514,4,-0.4475083351135254,0.45614317059516907,0.7229113578796387,1.0658985376358032,-0.19111500680446625,-0.5723475813865662,1.5521763563156128,0.22747355699539185,1.1945291757583618,-0.3549416661262512,-0.9410633444786072,-0.010040386579930782,1.9699338674545288,0.6473258137702942,0.6403235197067261,0.03514645993709564
5,5,1,0.003879137711558214,0.8113250020593099,0.18,24,2,1.3862842321395874,1.0,0.11974605917930603,0,0,1,1,1,0.2490725815296173,0.0,23,0.2501578629016876,0.4983876645565033,24,0.25177642703056335,0.5016123056411743,6,0.24899309873580933,0.0,4,-0.39312222599983215,0.6109248995780945,0.5608843564987183,1.074670672416687,-0.11022140830755234,-0.5516583323478699,1.4707510471343994,-0.4532323181629181,1.0839639902114868,0.7111188173294067,-0.9594603776931763,0.9687495827674866,-1.5760115385055542,-0.39742743968963623,-1.4473836421966553,0.6342297196388245
5,5,2,0.0026063630691173178,0.9995784684196474,0.18,21,3,1.3862816095352173,1.0,0.11974605917930603,0,0,0,1,1,0.24889199435710907,0.0,23,0.24878595769405365,0.0,19,0.25045979022979736,0.4986039996147156,6,0.2518622875213623,0.5013960003852844,4,1.3325916528701782,-0.4557301104068756,-0.8997554183006287,0.0409507192671299,2.271238327026367,0.7859476804733276,0.5502355098724365,0.11254335939884186,-0.3143063485622406,0.6558802127838135,0.5470169186592102,1.1106688976287842,-0.0770195797085762,-0.47605907917022705,1.4452134370803833,-0.49871742725372314
6,6,0,0.9999999999999997,0.0026041666666666665,0.33,14,2,1.3861494064331055,1.0,0.11974605917930603,0,0,1,1,1,0.24357008934020996,0.0,23,0.24877911806106567,0.0,24,0.2541504204273224,0.5006402134895325,6,0.25350040197372437,0.49935975670814514,4,-0.4475083351135254,0.45614317059516907,0.7229113578796387,1.0658985376358032,-0.19111500680446625,-0.5723475813865662,1.5521763563156128,0.22747355699539185,1.1945291757583618,-0.3549416661262512,-0.9410633444786072,-0.010040386579930782,1.9699338674545288,0.6473258137702942,0.6403235197067261,0.03514645993709564
6,6,1,0.012069265223866704,0.310166422382256,0.21,24,1,1.3862708806991577,1.0,0.11974605917930603,1,0,0,0,1,0.2516758441925049,0.49996718764305115,23,0.25170886516571045,0.5000327825546265,24,0.24793411791324615,0.0,6,0.24868111312389374,0.0,4,1.098267674446106,0.7115277647972107,-0.9746912717819214,0.9938643574714661,-1.585270643234253,-0.4000471532344818,-1.4344619512557983,0.6294583082199097,1.3435827493667603,-0.3536146879196167,0.29854100942611694,-0.8659763932228088,-1.322237253189087,0.4376826882362366,-1.3789751529693604,0.7912189364433289
6,6,2,0.0026045318663633966,0.9999298872893643,0.21,21,3,1.386242151260376,1.0,0.11974605917930603,0,0,0,1,1,0.2500389516353607,0.4960286021232605,23,0.2488248646259308,0.0,19,0.24709342420101166,0.0,6,0.25404277443885803,0.5039713978767395,4,1.2918751239776611,-0.49695885181427,-0.9734455943107605,0.06661903858184814,2.267764091491699,0.807282567024231,0.5059353113174438,0.07370197027921677,1.3219249248504639,-0.3958192467689514,0.25330793857574463,-0.8756864666938782,-1.3427448272705078,0.4163091778755188,-1.3942551612854004,0.7633973360061646
7,7,0,0.9999999999999997,0.0026041666666666665,0.33,14,2,1.3861494064331055,1.0,0.11974605917930603,0,0,1,1,1,0.24357008934020996,0.0,23,0.24877911806106567,0.0,24,0.2541504204273224,0.5006402134895325,6,0.25350040197372437,0.49935975670814514,4,-0.4475083351135254,0.45614317059516907,0.7229113578796387,1.0658985376358032,-0.19111500680446625,-0.5723475813865662,1.5521763563156128,0.22747355699539185,1.1945291757583618,-0.3549416661262512,-0.9410633444786072,-0.010040386579930782,1.9699338674545288,0.6473258137702942,0.6403235197067261,0.03514645993709564
7,7,1,0.002742291679129023,0.9742301043139442,0.12,24,0,1.3862454891204834,1.0,0.11974605917930603,0,0,0,1,1,0.2524982988834381,0.5000638961791992,23,0.252433717250824,0.4999360144138336,24,0.24728475511074066,0.0,6,0.24778321385383606,0.0,4,1.3398438692092896,-0.3509490191936493,0.3013076186180115,-0.8686073422431946,-1.3237687349319458,0.4340157210826874,-1.377569317817688,0.7884600162506104,1.0977108478546143,0.7135847806930542,-0.9768214225769043,0.9941852688789368,-1.5856289863586426,-0.4011889696121216,-1.4355018138885498,0.6308592557907104
7,7,2,0.0026041829237262288,0.999996878654307,0.12,21,0,1.3862521648406982,1.0,0.11974605917930603,0,0,0,1,1,0.25240156054496765,0.5016078352928162,23,0.25059136748313904,0.0,19,0.2462235689163208,0.0,6,0.2507835030555725,0.4983922243118286,4,1.3188743591308594,-0.3942810297012329,0.25592872500419617,-0.8780438303947449,-1.3432469367980957,0.41509005427360535,-1.3933295011520386,0.7607052326202393,1.2801402807235718,-0.47172924876213074,-0.9703221321105957,0.05766034871339798,2.270564556121826,0.796312689781189,0.5019631385803223,0.06812205910682678
