update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
19,0.14695313572883606,0.14695313572883606,MoE-sBOED,0.05151247978210449,1216,3.961287498474121,1.3792760372161865,0.02920178510248661,0.28532135486602783,0.11982788890600204,,,,,,,,,,,
20,0.16453126072883606,0.16453126072883606,MoE-sBOED,0.052564382553100586,1280,3.961287021636963,1.3818426132202148,0.03007638454437256,0.27426329255104065,0.11991356313228607,,,,,,,,,,,
21,0.15785156190395355,0.15785156190395355,MoE-sBOED,0.05226397514343262,1344,3.9618899822235107,1.3835777044296265,0.026707325130701065,0.2558516561985016,0.11996690183877945,,,,,,,,,,,
22,0.1603125035762787,0.1603125035762787,MoE-sBOED,0.05314350128173828,1408,3.9634509086608887,1.3822778463363647,0.026068145409226418,0.25918394327163696,0.12003897875547409,,,,,,,,,,,
23,0.15503907203674316,0.15503907203674316,MoE-sBOED,0.05231165885925293,1472,3.961345672607422,1.3802003860473633,0.03137310966849327,0.26144906878471375,0.12016259133815765,,,,,,,,,,,
24,0.15222656726837158,0.15222656726837158,MoE-sBOED,0.05186772346496582,1536,3.9591822624206543,1.3789924383163452,0.036621320992708206,0.26130086183547974,0.1202438622713089,,,,,,,,,,,
25,0.14589843153953552,0.14589843153953552,MoE-sBOED,0.05218338966369629,1600,3.9590606689453125,1.3787636756896973,0.03705110773444176,0.2630136013031006,0.12024618685245514,0.14484375000000002,0.0425390625,2,0.553588324436276,0.015625,0.0,1,0.0,100.0425390625,0,required
26,0.1589062511920929,0.1589062511920929,MoE-sBOED,0.05019330978393555,1664,3.9591174125671387,1.3789666891098022,0.03512175381183624,0.26356810331344604,0.12025471031665802,,,,,,,,,,,
27,0.158203125,0.158203125,MoE-sBOED,0.05058145523071289,1728,3.9595744609832764,1.3792245388031006,0.03351535275578499,0.2679552137851715,0.12025304138660431,,,,,,,,,,,
28,0.15714845061302185,0.15714845061302185,MoE-sBOED,0.05209040641784668,1792,3.9600672721862793,1.3804130554199219,0.03290179744362831,0.2693493068218231,0.120231494307518,,,,,,,,,,,
29,0.15117187798023224,0.15117187798023224,MoE-sBOED,0.0518646240234375,1856,3.9597270488739014,1.381302833557129,0.03328753635287285,0.2722173035144806,0.12020209431648254,,,,,,,,,,,
30,0.16277343034744263,0.16277343034744263,MoE-sBOED,0.05196094512939453,1920,3.9586000442504883,1.3816320896148682,0.034535858780145645,0.27466124296188354,0.12018319219350815,,,,,,,,,,,
31,0.1413281261920929,0.1413281261920929,MoE-sBOED,0.05255389213562012,1984,3.9585626125335693,1.3822129964828491,0.03522344306111336,0.2725030779838562,0.12018663436174393,,,,,,,,,,,
32,0.15503907203674316,0.15503907203674316,MoE-sBOED,0.05212903022766113,2048,3.960296630859375,1.3827252388000488,0.03651425614953041,0.2699390649795532,0.12022635340690613,,,,,,,,,,,
33,0.15785156190395355,0.15785156190395355,MoE-sBOED,0.05218029022216797,2112,3.960369110107422,1.383185863494873,0.038307368755340576,0.2690408527851105,0.12025166302919388,,,,,,,,,,,
