system,structure,mean_u_cont,std_u_cont,mean_u_snap,std_u_snap,n_rollouts,fixed_bus,fixed_amplitude,global_best_amp_on_fixed_bus
ieee9,fully_fixed,0.9193750000000003,0.09420514516203456,0.9712500000000003,0.046620140497428804,128,3,0.05,0.3
ieee9,fixed_bus_adaptive_amp,0.9193750000000003,0.09420514516203456,0.9712500000000003,0.046620140497428804,128,3,0.05,0.3
ieee9,adaptive_bus_fixed_amp,0.9181250000000003,0.09338888785610418,0.9700000000000003,0.0447213595499958,128,3,0.05,0.3
ieee9,adaptive_bus_adaptive_amp,0.9181250000000003,0.09338888785610418,0.9700000000000003,0.0447213595499958,128,3,0.05,0.3
