system,history_id,history_step,previous_actions,previous_observations,candidate_bus,candidate_amplitude,expected_continuous_objective,expected_snapped_objective,is_joint_optimal,is_bus_optimal,is_amplitude_optimal_given_bus,bus_objective_gap,history_source
ieee9,-1,0,,,7,0.15,1.0462500000000001,1.0637500000000002,0,0,0,0.08000000000000007,prior_h0
ieee9,-1,0,,,8,0.15,0.9900000000000001,1.015,0,0,0,0.04749999999999999,prior_h0
ieee9,-1,0,,,0,0.2,1.0325000000000002,1.0175,0,0,0,0.09500000000000008,prior_h0
ieee9,-1,0,,,1,0.2,1.0087500000000003,1.005,0,0,0,0.09250000000000014,prior_h0
ieee9,-1,0,,,2,0.2,1.06,1.0425,0,0,0,0.14,prior_h0
ieee9,-1,0,,,3,0.2,0.9225000000000001,0.9737499999999999,0,1,0,0.0,prior_h0
ieee9,-1,0,,,4,0.2,1.02625,1.04,0,0,0,0.10750000000000004,prior_h0
ieee9,-1,0,,,5,0.2,1.0412500000000002,1.0437500000000002,0,0,0,0.12499999999999989,prior_h0
ieee9,-1,0,,,6,0.2,0.9712500000000002,1.01875,0,0,0,0.0462499999999999,prior_h0
ieee9,-1,0,,,7,0.2,0.9987500000000001,1.03375,0,0,0,0.08000000000000007,prior_h0
ieee9,-1,0,,,8,0.2,0.9850000000000002,1.01,0,0,0,0.04749999999999999,prior_h0
ieee9,-1,0,,,0,0.3,1.0100000000000002,1.01875,0,0,1,0.09500000000000008,prior_h0
ieee9,-1,0,,,1,0.3,1.0075000000000003,1.0037500000000001,0,0,1,0.09250000000000014,prior_h0
ieee9,-1,0,,,2,0.3,1.05875,1.04125,0,0,0,0.14,prior_h0
ieee9,-1,0,,,3,0.3,0.9175000000000002,0.96875,0,1,0,0.0,prior_h0
ieee9,-1,0,,,4,0.3,1.0300000000000002,1.0437500000000002,0,0,0,0.10750000000000004,prior_h0
ieee9,-1,0,,,5,0.3,1.09,1.05375,0,0,0,0.12499999999999989,prior_h0
ieee9,-1,0,,,6,0.3,0.9962500000000001,1.03375,0,0,0,0.0462499999999999,prior_h0
ieee9,-1,0,,,7,0.3,1.06875,1.0500000000000003,0,0,0,0.08000000000000007,prior_h0
ieee9,-1,0,,,8,0.3,0.9850000000000002,1.01,0,0,0,0.04749999999999999,prior_h0
