update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.22593750059604645,0.22593750059604645,MoE-sBOED,0.30232739448547363,64,3.3637118339538574,1.3858706951141357,0.4224846065044403,0.25769200921058655,0.11925333738327026,,,,,,,,,,,
2,0.22453124821186066,0.22453124821186066,MoE-sBOED,0.05472421646118164,128,3.3596553802490234,1.3861545324325562,0.08760921657085419,0.2531760334968567,0.11935098469257355,,,,,,,,,,,
3,0.21375000476837158,0.21375000476837158,MoE-sBOED,0.053288936614990234,192,3.3531155586242676,1.3860211372375488,0.02184971608221531,0.2576315402984619,0.11937665194272995,,,,,,,,,,,
4,0.22265625,0.22265625,MoE-sBOED,0.04867696762084961,256,3.3422040939331055,1.3861932754516602,0.015387875027954578,0.251936674118042,0.11935525387525558,,,,,,,,,,,
5,0.21796876192092896,0.21796876192092896,MoE-sBOED,0.04953885078430176,320,3.322813034057617,1.3861427307128906,0.0071007558144629,0.2537141442298889,0.11935056746006012,,,,,,,,,,,
6,0.23203125596046448,0.23203125596046448,MoE-sBOED,0.04974770545959473,384,3.295095443725586,1.386181354522705,0.005895357113331556,0.2552967667579651,0.11941754817962646,,,,,,,,,,,
7,0.21843749284744263,0.21843749284744263,MoE-sBOED,0.05004143714904785,448,3.2509398460388184,1.38614821434021,0.002875245874747634,0.2557717263698578,0.11953757703304291,,,,,,,,,,,
8,0.2123437523841858,0.2123437523841858,MoE-sBOED,0.04948878288269043,512,3.1725661754608154,1.3861902952194214,0.0018224103841930628,0.25526687502861023,0.11968223005533218,,,,,,,,,,,
9,0.2146874964237213,0.2146874964237213,MoE-sBOED,0.04857516288757324,576,3.085273504257202,1.386252760887146,0.002961154095828533,0.25266122817993164,0.11981479823589325,,,,,,,,,,,
10,0.21375000476837158,0.21375000476837158,MoE-sBOED,0.049581289291381836,640,3.0277392864227295,1.3862698078155518,0.0013467359822243452,0.2508790194988251,0.1198977380990982,,,,,,,,,,,
11,0.20859375596046448,0.20859375596046448,MoE-sBOED,0.049371957778930664,704,2.9832563400268555,1.3860414028167725,0.0006673492025583982,0.2588554620742798,0.1199951320886612,,,,,,,,,,,
12,0.1940625011920929,0.1940625011920929,MoE-sBOED,0.050331830978393555,768,2.896578788757324,1.3856676816940308,0.0010537334019318223,0.26458245515823364,0.12013591080904007,,,,,,,,,,,
13,0.21515625715255737,0.21515625715255737,MoE-sBOED,0.049466848373413086,832,2.7895121574401855,1.3862189054489136,0.0010698301484808326,0.25298866629600525,0.12027787417173386,,,,,,,,,,,
14,0.20765626430511475,0.20765626430511475,MoE-sBOED,0.049857378005981445,896,2.6835391521453857,1.3860290050506592,0.0008494937792420387,0.2570617198944092,0.12039264291524887,,,,,,,,,,,
15,0.20531249046325684,0.20531249046325684,MoE-sBOED,0.049942970275878906,960,2.5808029174804688,1.386144995689392,0.0003946867072954774,0.2565617859363556,0.12048674374818802,,,,,,,,,,,
16,0.19593749940395355,0.19593749940395355,MoE-sBOED,0.04922342300415039,1024,2.559507369995117,1.386054515838623,0.00022068650287110358,0.2590089440345764,0.12054335325956345,,,,,,,,,,,
17,0.1992187649011612,0.1992187649011612,MoE-sBOED,0.049416542053222656,1088,2.5221304893493652,1.3861249685287476,0.001149523421190679,0.25724613666534424,0.1206282302737236,,,,,,,,,,,
18,0.1785937398672104,0.1785937398672104,MoE-sBOED,0.04926633834838867,1152,2.6293904781341553,1.386077642440796,0.0007107895216904581,0.2553703188896179,0.12067267298698425,,,,,,,,,,,
19,0.20390625298023224,0.20390625298023224,MoE-sBOED,0.05019068717956543,1216,2.6331965923309326,1.3860795497894287,0.00028720987029373646,0.25545406341552734,0.12069489806890488,,,,,,,,,,,
20,0.18703125417232513,0.18703125417232513,MoE-sBOED,0.05022549629211426,1280,2.6312437057495117,1.3862299919128418,0.00037367886397987604,0.2522110342979431,0.12070788443088531,,,,,,,,,,,
21,0.19640624523162842,0.19640624523162842,MoE-sBOED,0.04933023452758789,1344,2.522275447845459,1.385844111442566,0.0008578007109463215,0.262832373380661,0.12077406048774719,,,,,,,,,,,
22,0.20156250894069672,0.20156250894069672,MoE-sBOED,0.05030035972595215,1408,2.527015447616577,1.3853471279144287,0.001360158552415669,0.267323762178421,0.12085609138011932,,,,,,,,,,,
23,0.1823437511920929,0.1823437511920929,MoE-sBOED,0.05022096633911133,1472,2.6336777210235596,1.3861125707626343,0.000987755716778338,0.25433772802352905,0.12090148031711578,,,,,,,,,,,
24,0.18656250834465027,0.18656250834465027,MoE-sBOED,0.049921512603759766,1536,2.6067280769348145,1.3861074447631836,0.000937644683290273,0.2550467848777771,0.120937779545784,,,,,,,,,,,
25,0.20531249046325684,0.20531249046325684,MoE-sBOED,0.050165653228759766,1600,2.5398201942443848,1.3858245611190796,0.0016571668675169349,0.26152175664901733,0.1209484338760376,0.18351562500000002,0.07351562500000001,1,-0.0,0.0078125,0.015625,1,0.00046875,0.07351562500000001,0,diagnostic_only
26,0.1954687535762787,0.1954687535762787,MoE-sBOED,0.046692848205566406,1664,2.51698637008667,1.386117935180664,0.0028156775515526533,0.2560960650444031,0.12094330042600632,,,,,,,,,,,
27,0.19453126192092896,0.19453126192092896,MoE-sBOED,0.04806375503540039,1728,2.3064165115356445,1.3859238624572754,0.0033091267105191946,0.2560504376888275,0.12096100300550461,,,,,,,,,,,
28,0.1978124976158142,0.1978124976158142,MoE-sBOED,0.04954171180725098,1792,2.299834728240967,1.3861140012741089,0.0034506034571677446,0.25564485788345337,0.12102529406547546,,,,,,,,,,,
29,0.18703123927116394,0.18703123927116394,MoE-sBOED,0.05065107345581055,1856,2.1559982299804688,1.3857791423797607,0.00440429151058197,0.2619422674179077,0.12112365663051605,,,,,,,,,,,
30,0.18421874940395355,0.18421874940395355,MoE-sBOED,0.05029416084289551,1920,2.1376185417175293,1.3848800659179688,0.004594870842993259,0.2727090120315552,0.12124469131231308,,,,,,,,,,,
31,0.18281251192092896,0.18281251192092896,MoE-sBOED,0.04981732368469238,1984,2.168828248977661,1.385282278060913,0.004790749866515398,0.2654816508293152,0.12133053690195084,,,,,,,,,,,
32,0.18515624105930328,0.18515624105930328,MoE-sBOED,0.05016279220581055,2048,2.0754361152648926,1.3848541975021362,0.003647597273811698,0.27116212248802185,0.12132751941680908,,,,,,,,,,,
33,0.18328124284744263,0.18328124284744263,MoE-sBOED,0.04877161979675293,2112,1.956165075302124,1.3849976062774658,0.0020845953840762377,0.2587137520313263,0.12131913751363754,,,,,,,,,,,
34,0.17906250059604645,0.17906250059604645,MoE-sBOED,0.04991912841796875,2176,1.892507791519165,1.384780764579773,0.0012998286401852965,0.2705085575580597,0.1213439330458641,,,,,,,,,,,
35,0.17812499403953552,0.17812499403953552,MoE-sBOED,0.05023503303527832,2240,1.7515581846237183,1.3859310150146484,0.0010841658804565668,0.2553431987762451,0.12141773849725723,,,,,,,,,,,
36,0.1889062523841858,0.1889062523841858,MoE-sBOED,0.049700260162353516,2304,1.7337268590927124,1.3856241703033447,0.001283877296373248,0.2614526152610779,0.1214541345834732,,,,,,,,,,,
37,0.1809374988079071,0.1809374988079071,MoE-sBOED,0.04977750778198242,2368,1.654470443725586,1.3853152990341187,0.0011630821973085403,0.26294684410095215,0.1215093657374382,,,,,,,,,,,
38,0.18656249344348907,0.18656249344348907,MoE-sBOED,0.05004286766052246,2432,1.6324470043182373,1.3843621015548706,0.0008703922503627837,0.2742392122745514,0.12161199748516083,,,,,,,,,,,
39,0.1720312535762787,0.1720312535762787,MoE-sBOED,0.04982447624206543,2496,1.7709016799926758,1.3806381225585938,0.0008641473250463605,0.29509779810905457,0.12178672105073929,,,,,,,,,,,
40,0.16453126072883606,0.16453126072883606,MoE-sBOED,0.049512386322021484,2560,1.8747074604034424,1.3769452571868896,0.0018033819505944848,0.30963820219039917,0.122016541659832,,,,,,,,,,,
41,0.18328124284744263,0.18328124284744263,MoE-sBOED,0.0494685173034668,2624,2.078193426132202,1.3829195499420166,0.002287742216140032,0.28363943099975586,0.12209900468587875,,,,,,,,,,,
42,0.16312500834465027,0.17875000834465027,MoE-sBOED,0.050296783447265625,2688,2.1360809803009033,1.3856995105743408,0.0018941954476758838,0.2568645775318146,0.12209530919790268,,,,,,,,,,,
43,0.17625001072883606,0.17625001072883606,MoE-sBOED,0.04908633232116699,2752,2.041069984436035,1.3856667280197144,0.0017146787140518427,0.25963860750198364,0.12211211770772934,,,,,,,,,,,
44,0.19500000774860382,0.19500000774860382,MoE-sBOED,0.04897952079772949,2816,2.0360465049743652,1.3849595785140991,0.0006031516240909696,0.26243218779563904,0.12210556119680405,,,,,,,,,,,
45,0.1771875023841858,0.1771875023841858,MoE-sBOED,0.05022621154785156,2880,2.129061698913574,1.3851938247680664,0.0007695970707572997,0.2593722641468048,0.12210648506879807,,,,,,,,,,,
46,0.1954687535762787,0.1954687535762787,MoE-sBOED,0.04992103576660156,2944,2.0075173377990723,1.3851304054260254,0.001299861236475408,0.2644875943660736,0.1221141368150711,,,,,,,,,,,
47,0.18000000715255737,0.18000000715255737,MoE-sBOED,0.050022125244140625,3008,1.9288549423217773,1.3855187892913818,0.0013019208563491702,0.26265090703964233,0.12211501598358154,,,,,,,,,,,
48,0.18984374403953552,0.18984374403953552,MoE-sBOED,0.05019259452819824,3072,1.8561770915985107,1.3859491348266602,0.0011876767966896296,0.25685784220695496,0.12211703509092331,,,,,,,,,,,
49,0.16968750953674316,0.16968750953674316,MoE-sBOED,0.05019688606262207,3136,1.8412351608276367,1.3859443664550781,0.0010651486227288842,0.2552662491798401,0.12210908532142639,,,,,,,,,,,
50,0.20015624165534973,0.20015624165534973,MoE-sBOED,0.04985213279724121,3200,1.8826974630355835,1.3849294185638428,0.0006764077115803957,0.27150964736938477,0.12203638255596161,0.187734375,0.07773437500000002,6,1.5161466214079065,0.046875,0.015625,1,0.0004687500000000002,0.07773437500000002,0,diagnostic_only
51,0.19171875715255737,0.19171875715255737,MoE-sBOED,0.04664802551269531,3264,1.8891172409057617,1.3830995559692383,0.0006297740037553012,0.28259068727493286,0.12193745374679565,,,,,,,,,,,
52,0.18328124284744263,0.18328124284744263,MoE-sBOED,0.04858875274658203,3328,1.988771915435791,1.3845765590667725,0.0008039328386075795,0.26791369915008545,0.12186141312122345,,,,,,,,,,,
53,0.18281251192092896,0.18906250596046448,MoE-sBOED,0.04961085319519043,3392,1.8594341278076172,1.38517165184021,0.0008990965434350073,0.2621682286262512,0.12181814759969711,,,,,,,,,,,
54,0.1860937476158142,0.1860937476158142,MoE-sBOED,0.04997754096984863,3456,2.0097923278808594,1.3851464986801147,0.0009683252428658307,0.26338639855384827,0.12177776545286179,,,,,,,,,,,
55,0.1926562488079071,0.1926562488079071,MoE-sBOED,0.04988741874694824,3520,2.174023389816284,1.3853964805603027,0.0011396474437788129,0.2600586414337158,0.12173918634653091,,,,,,,,,,,
56,0.17906250059604645,0.17906250059604645,MoE-sBOED,0.050249576568603516,3584,2.0464658737182617,1.3856611251831055,0.00042391620809212327,0.25574684143066406,0.1217137798666954,,,,,,,,,,,
57,0.19828124344348907,0.19828124344348907,MoE-sBOED,0.04958844184875488,3648,1.9012521505355835,1.385828971862793,0.00016655525541864336,0.2516621947288513,0.1216990128159523,,,,,,,,,,,
58,0.19312499463558197,0.19312499463558197,MoE-sBOED,0.04994797706604004,3712,1.864348292350769,1.3857026100158691,0.00019620283273980021,0.2572474479675293,0.12171652913093567,,,,,,,,,,,
59,0.18187500536441803,0.18187500536441803,MoE-sBOED,0.05091714859008789,3776,1.888739824295044,1.385390043258667,0.0003634246822912246,0.2582242786884308,0.12174352258443832,,,,,,,,,,,
