epoch,policy_entropy,entropy_coef,kl_coef
0,1.3064468732246985,0.02,0.05
1,1.3077473181944628,0.019310344827586208,0.04666666666666667
2,1.3282125351520686,0.018620689655172412,0.043333333333333335
3,1.3282953409048228,0.01793103448275862,0.04000000000000001
4,1.300601478952628,0.017241379310344827,0.036666666666666674
5,1.3022825603301709,0.016551724137931035,0.03333333333333334
6,1.3162318915128708,0.015862068965517243,0.03
7,1.3291147099091456,0.015172413793103448,0.02666666666666667
8,1.3043939138834293,0.014482758620689656,0.023333333333333334
9,1.3039542608536208,0.013793103448275864,0.020000000000000004
10,1.3023921159597545,0.01310344827586207,0.01666666666666667
11,1.3040447326806874,0.012413793103448277,0.013333333333333336
12,1.3082804565246289,0.011724137931034485,0.009999999999999998
13,1.3252419898143182,0.01103448275862069,0.006666666666666665
14,1.3302023376409824,0.010344827586206895,0.0033333333333333327
15,1.3202209621667862,0.009655172413793102,0.0
16,1.3651719230871935,0.00896551724137931,0.0
17,1.3359219764287655,0.00827586206896552,0.0
18,1.3064688020027602,0.007586206896551724,0.0
19,1.3037479244745696,0.006896551724137932,0.0
20,1.308806184392709,0.006206896551724137,0.0
21,1.2986738624481053,0.005517241379310345,0.0
22,1.298343037183468,0.004827586206896553,0.0
23,1.2986655968886156,0.004137931034482758,0.0
24,1.2993764281272888,0.003448275862068966,0.0
25,1.305781793135863,0.0027586206896551735,0.0
26,1.301223914210613,0.002068965517241379,0.0
27,1.3000290141655848,0.0013793103448275868,0.0
28,1.299504802777217,0.0006896551724137923,0.0
29,1.3024065437225194,0.0,0.0
