system,cont_mean,cont_median,cont_p95,cont_max,snap_mean,snap_median,snap_p95,snap_max,prior_wrong_amp_mean,mean_dominant_bus_regret,mean_fixed_bus_regret
ieee5,0.019106352072864322,0.0,0.10078124999999982,0.16718749999999993,0.016061086683417086,0.0,0.0625,0.11249999999999993,0.0005781250000000032,0.007835937500000003,0.05633984375000001
ieee9,0.006779962311557791,0.0,0.03749999999999998,0.42499999999999993,0.004268969849246236,0.0,0.02750000000000008,0.12750000000000017,0.0002687500000000004,0.013606250000000002,0.00024999999999999914
