update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.18421876430511475,0.18421876430511475,MoE-sBOED,0.2978034019470215,64,3.3648924827575684,1.385441780090332,0.015853872522711754,0.2624169886112213,0.11925327032804489,,,,,,,,,,,
2,0.1706250011920929,0.1706250011920929,MoE-sBOED,0.05231165885925293,128,3.3628461360931396,1.3860348463058472,0.011598784476518631,0.2568727135658264,0.11936075240373611,,,,,,,,,,,
3,0.1603125035762787,0.1603125035762787,MoE-sBOED,0.051766395568847656,192,3.3601016998291016,1.3862228393554688,0.003452382516115904,0.25056612491607666,0.11946422606706619,,,,,,,,,,,
4,0.17812499403953552,0.17812499403953552,MoE-sBOED,0.05681586265563965,256,3.3576698303222656,1.3861368894577026,0.011461867950856686,0.2511981725692749,0.11951011419296265,,,,,,,,,,,
5,0.1692187488079071,0.1692187488079071,MoE-sBOED,0.06865954399108887,320,3.3561227321624756,1.3860223293304443,0.0054163699969649315,0.2518536448478699,0.11951419711112976,,,,,,,,,,,
6,0.1654687523841858,0.1654687523841858,MoE-sBOED,0.05547475814819336,384,3.3548974990844727,1.3859628438949585,0.0033716820180416107,0.25053471326828003,0.11952866613864899,,,,,,,,,,,
7,0.17156249284744263,0.17156249284744263,MoE-sBOED,0.05151963233947754,448,3.353806257247925,1.3858528137207031,0.0007629276369698346,0.2514027953147888,0.11951205134391785,,,,,,,,,,,
8,0.16828125715255737,0.16828125715255737,MoE-sBOED,0.05094456672668457,512,3.3542704582214355,1.3857029676437378,0.0022593156900256872,0.2517344653606415,0.1195032075047493,,,,,,,,,,,
9,0.18046873807907104,0.18046873807907104,MoE-sBOED,0.05163431167602539,576,3.3533999919891357,1.3856136798858643,0.0010541981318965554,0.2504063546657562,0.11952570080757141,,,,,,,,,,,
10,0.17484375834465027,0.17484375834465027,MoE-sBOED,0.051268577575683594,640,3.352372646331787,1.3855695724487305,0.0008614566177129745,0.25146281719207764,0.11959503591060638,,,,,,,,,,,
11,0.1560937464237213,0.1560937464237213,MoE-sBOED,0.05269360542297363,704,3.3524062633514404,1.385636329650879,0.0004892226424999535,0.2507098913192749,0.1196674257516861,,,,,,,,,,,
12,0.16734375059604645,0.16734375059604645,MoE-sBOED,0.05257534980773926,768,3.3521924018859863,1.3856396675109863,0.00038534923805855215,0.25213301181793213,0.11971742659807205,,,,,,,,,,,
13,0.18656250834465027,0.18656250834465027,MoE-sBOED,0.05406761169433594,832,3.3529129028320312,1.3854970932006836,0.00041932929889298975,0.2512034475803375,0.11973558366298676,,,,,,,,,,,
14,0.17015625536441803,0.17015625536441803,MoE-sBOED,0.05279684066772461,896,3.3536605834960938,1.3854923248291016,0.00040110445115715265,0.25047218799591064,0.11972693353891373,,,,,,,,,,,
15,0.16687500476837158,0.16687500476837158,MoE-sBOED,0.0495905876159668,960,3.352065086364746,1.3854682445526123,0.0005896553630009294,0.2523418664932251,0.11974748224020004,,,,,,,,,,,
16,0.1640625,0.1640625,MoE-sBOED,0.04938673973083496,1024,3.352759838104248,1.3853720426559448,0.0007166009745560586,0.2532389760017395,0.11979960650205612,,,,,,,,,,,
17,0.1809374988079071,0.1809374988079071,MoE-sBOED,0.050832509994506836,1088,3.3526134490966797,1.38543701171875,0.0005567802581936121,0.25120651721954346,0.11985672265291214,,,,,,,,,,,
18,0.16968750953674316,0.16968750953674316,MoE-sBOED,0.048601388931274414,1152,3.353954315185547,1.3853719234466553,0.0007577395881526172,0.2542499303817749,0.11987019330263138,,,,,,,,,,,
19,0.1706250011920929,0.1706250011920929,MoE-sBOED,0.04992794990539551,1216,3.354116439819336,1.3852237462997437,0.0008303795475512743,0.25160813331604004,0.11993150413036346,,,,,,,,,,,
20,0.19031250476837158,0.19031250476837158,MoE-sBOED,0.05115342140197754,1280,3.3544974327087402,1.3849081993103027,0.0005518965772353113,0.2506955862045288,0.1199817955493927,,,,,,,,,,,
21,0.17624999582767487,0.17624999582767487,MoE-sBOED,0.04918837547302246,1344,3.3536906242370605,1.3844350576400757,0.0011770068667829037,0.2512355446815491,0.12002963572740555,,,,,,,,,,,
22,0.18140624463558197,0.18140624463558197,MoE-sBOED,0.04935860633850098,1408,3.3497157096862793,1.3842575550079346,0.0005558681441470981,0.2510376572608948,0.12012127786874771,,,,,,,,,,,
23,0.1875,0.1875,MoE-sBOED,0.04956984519958496,1472,3.345930814743042,1.384626865386963,0.0007384131895378232,0.2505953013896942,0.12018389254808426,,,,,,,,,,,
24,0.19312500953674316,0.19312500953674316,MoE-sBOED,0.04980015754699707,1536,3.343052387237549,1.3849815130233765,0.0005347317201085389,0.2510453760623932,0.12022792547941208,,,,,,,,,,,
25,0.17812499403953552,0.17812499403953552,MoE-sBOED,0.04971504211425781,1600,3.3391661643981934,1.384568452835083,0.0007986575365066528,0.25801900029182434,0.12033390998840332,0.173671875,0.167578125,4,0.6311479290705969,0.03125,0.1640625,0,0.009375,1001.308203125,0,diagnostic_only
