update,actor_loss,critic_loss,mean_training_terminal_cost,mean_entropy,available_action_fraction_evaluated,mean_u_ctrl,std_u_ctrl,median_u_ctrl,q10_u_ctrl,q90_u_ctrl,safety,dominant_sequence,dominant_sequence_fraction,unique_sequences,sequence_entropy,entropy_t1,entropy_t2,entropy_t3,critic_mae,critic_rmse,critic_spearman,critic_top1_agreement,critic_top5_recall
1,0.137327179312706,0.2168961465358734,0.8666666666666667,3.342801332473755,1.0,0.9249999999999999,0.0924211375534118,0.95,0.81,1.0,1.0,"[20, 11, 0]",0.5833333333333334,3,0.887694275799104,3.397829294204712,3.3588913877805076,3.324786384900411,0.17484118044376373,0.22966960072517395,0.05320197044334973,0.0,0.0
2,0.2476038932800293,0.1530766487121582,0.9666666666666667,3.3606276512145996,1.0,0.8916666666666666,0.12555432644432804,0.9,0.71,1.0,1.0,"[20, 11, 0]",0.75,3,0.7214636866925115,3.39809250831604,3.3570023576418557,3.323468784491221,0.2364935278892517,0.2713387906551361,0.2511503081024772,0.0,0.5
