system,seed,checkpoint,step,action_history,y_bin,selected_action,logits,L1_policy_difference,history_embedding_L2_difference,belief_embedding_L2_difference,logits_L2_difference
ieee9,202,1,2,51,0,24,"[-0.06432242691516876, -0.021044958382844925, 0.15187202394008636, -0.23592668771743774, -0.026821721345186234, -0.005528162233531475, -0.01051525678485632, 0.17967718839645386, -0.03256572037935257, 0.08026695996522903, -0.02762683853507042, -0.2116503119468689, -0.014096911065280437, -0.07390594482421875, -0.06098082661628723, -0.021194912493228912, -0.07076700031757355, 0.04219523072242737, -0.05614778399467468, -0.21953774988651276, -0.04537590965628624, 0.17800743877887726, -0.025597067549824715, 0.20158790051937103, 0.24002249538898468, 0.19034907221794128, -0.026740513741970062, -0.04433746635913849, 0.030579950660467148, -0.025472283363342285, 0.017871595919132233, -0.06845730543136597, -0.09885004907846451, -0.06564949452877045, -0.04399316385388374, 0.014612998813390732, -0.12914487719535828, -0.10808007419109344, 0.19197481870651245, -0.0763479694724083, -0.14096009731292725, 0.07219649106264114, -0.1795901358127594, 0.07188042998313904, 0.13344818353652954, 0.10837237536907196, 0.06174283102154732, 0.012755508534610271, 0.016569357365369797, -0.1282465159893036, -0.002038617618381977, -1000000000.0, 0.09826289117336273, -0.058443088084459305]",0.015032489784061909,1.5869271755218506,1.1867347955703735,0.1419328898191452
ieee9,202,1,2,51,1,24,"[-0.03084421530365944, -0.017310824245214462, 0.15092837810516357, -0.20886364579200745, -0.049506545066833496, 0.029377982020378113, -0.020976250991225243, 0.180588036775589, -0.029128363355994225, 0.08247946202754974, -0.062296394258737564, -0.18396499752998352, -0.02362736687064171, -0.07773210108280182, -0.062001071870326996, -0.00694844126701355, -0.07387500256299973, 0.05069689452648163, -0.0718742161989212, -0.21379788219928741, -0.07630012929439545, 0.1716659963130951, -0.005556838121265173, 0.21037085354328156, 0.2425580620765686, 0.13295942544937134, -0.01487749069929123, -0.0662362277507782, 0.025882747024297714, -0.028058931231498718, 0.0249519944190979, -0.07656964659690857, -0.06799881160259247, -0.08412093669176102, -0.0379924513399601, 0.04838424175977707, -0.11335870623588562, -0.10787531733512878, 0.16402745246887207, -0.0639834925532341, -0.1367822289466858, 0.052164480090141296, -0.1717132031917572, 0.06160341203212738, 0.1319127082824707, 0.08453495800495148, 0.09937036782503128, 0.03643113002181053, 0.03182825446128845, -0.11017563939094543, 0.013959723524749279, -1000000000.0, 0.07389594614505768, -0.052008818835020065]",0.0,0.0,0.0,0.0
ieee9,202,1,2,51,2,23,"[0.08421206474304199, 0.035855479538440704, 0.11593212187290192, -0.1033419817686081, -0.1402910351753235, 0.12360875308513641, -0.06520698219537735, 0.18744796514511108, -0.052875615656375885, 0.09217140078544617, -0.14369693398475647, -0.12314147502183914, -0.035651497542858124, -0.08869262039661407, -0.015792012214660645, -0.10715217143297195, -0.18412673473358154, 0.041744671761989594, -0.2002962976694107, -0.17182722687721252, -0.17853638529777527, 0.1057831197977066, 0.07429707795381546, 0.21022437512874603, 0.17873220145702362, 0.0135950967669487, 0.005533851683139801, -0.09895239770412445, -0.012745723128318787, -0.06979341804981232, 0.03007332980632782, -0.14859382808208466, -0.03399568796157837, -0.12956349551677704, -0.013503212481737137, 0.0895971953868866, -0.04644949361681938, -0.07382693886756897, 0.07902170717716217, -0.007149122655391693, -0.12326063215732574, 0.041055142879486084, -0.16949790716171265, 0.04568779468536377, 0.08076850324869156, 0.035028502345085144, 0.1493135690689087, 0.021999090909957886, 0.03441990911960602, -0.01663145050406456, 0.10969692468643188, -1000000000.0, -0.04628021642565727, -0.05178874358534813]",0.050688423216342926,7.185026168823242,2.588078498840332,0.461734414100647
ieee9,202,1,3,51 24,0,34,"[-0.016723841428756714, -0.08168847113847733, 0.1256384700536728, -0.2857491075992584, -0.0630558431148529, 0.0270647332072258, -0.057185012847185135, 0.014943353831768036, -0.016405858099460602, 0.11088845133781433, -0.03278752416372299, -0.14386308193206787, -0.12525734305381775, -0.07504025101661682, -0.14802196621894836, -0.032419852912425995, -0.015920087695121765, 0.01988641731441021, -0.014990508556365967, -0.11614146083593369, -0.04248382896184921, 0.07483097910881042, 0.022860227152705193, 0.05009240657091141, -1000000000.0, 0.08752693235874176, -0.059303365647792816, -0.06059597060084343, 0.07697798311710358, 0.08980967849493027, -0.03779206424951553, -0.16137751936912537, -0.13394096493721008, 0.002993062138557434, 0.1730019897222519, -0.09187904000282288, -0.1794125735759735, -0.18235911428928375, 0.06827230751514435, -0.09020380675792694, -0.08441929519176483, 0.07541374117136002, -0.12085700035095215, 0.04199042543768883, -0.1434820145368576, 0.12461540102958679, 0.1599477231502533, -0.06665627658367157, 0.04453460872173309, -0.09719505906105042, 0.11366488039493561, -1000000000.0, -0.019123375415802002, -0.0021519027650356293]",0.007263255305588245,0.7990615367889404,0.8080573678016663,0.06639833748340607
ieee9,202,1,3,51 24,1,34,"[-0.00904543325304985, -0.07696829736232758, 0.11867724359035492, -0.2824615240097046, -0.06944997608661652, 0.049503106623888016, -0.07595742493867874, 0.02158363163471222, -0.02490345388650894, 0.10781574994325638, -0.047926194965839386, -0.13565970957279205, -0.1265520453453064, -0.06695881485939026, -0.1426524817943573, -0.031088724732398987, -0.023921139538288116, 0.021419862285256386, -0.03211112320423126, -0.10406822711229324, -0.03377581387758255, 0.06855551153421402, 0.02422904036939144, 0.05193403363227844, -1000000000.0, 0.07281732559204102, -0.05712130665779114, -0.06671826541423798, 0.07336610555648804, 0.07826369255781174, -0.034864477813243866, -0.18602363765239716, -0.13048326969146729, -0.0012125670909881592, 0.18531087040901184, -0.08474238216876984, -0.16905808448791504, -0.1714264303445816, 0.06848059594631195, -0.08077225834131241, -0.08019304275512695, 0.07454411685466766, -0.12349008023738861, 0.028790056705474854, -0.13947629928588867, 0.12572428584098816, 0.16563354432582855, -0.06592556834220886, 0.04958886653184891, -0.09608094394207001, 0.12341578304767609, -1000000000.0, -0.03492404520511627, 0.003820907324552536]",0.0,0.0,0.0,0.0
ieee9,202,1,3,51 24,2,34,"[0.02063097432255745, -0.021928707137703896, 0.11345356702804565, -0.2793647050857544, -0.061760835349559784, 0.09472330659627914, -0.06215792894363403, 0.02563052624464035, -0.04710530489683151, 0.08708877116441727, -0.015386715531349182, -0.09504453837871552, -0.1116148829460144, -0.019747748970985413, -0.14081433415412903, -0.03802645206451416, -0.06311262398958206, 0.029315682128071785, -0.048414915800094604, -0.08677166700363159, -0.014888547360897064, 0.03886980190873146, 0.0517323799431324, 0.09032122790813446, -1000000000.0, 0.05934249237179756, -0.04108686000108719, -0.041566576808691025, 0.05554398149251938, 0.07079235464334488, -0.006232559680938721, -0.2250748723745346, -0.16226525604724884, 0.0021795034408569336, 0.20992402732372284, -0.09321992099285126, -0.17688293755054474, -0.14599162340164185, 0.022574130445718765, -0.05554533749818802, -0.0785384401679039, 0.09165675938129425, -0.1379851996898651, 0.02781604789197445, -0.13749989867210388, 0.11706329882144928, 0.15232890844345093, -0.03566257655620575, 0.061995476484298706, -0.07744105905294418, 0.15568643808364868, -1000000000.0, -0.031419966369867325, -0.025204166769981384]",0.01976969465613365,3.01655912399292,1.9432951211929321,0.17618206143379211
ieee9,202,10,2,50,0,21,"[0.015696506947278976, 0.1663859337568283, -0.09960491955280304, 0.06620677560567856, -0.19431307911872864, -0.35170063376426697, -0.13950568437576294, 0.29952189326286316, 0.038557764142751694, 0.28438982367515564, 0.009798318147659302, -0.3055013120174408, 0.10221788287162781, -0.22171467542648315, -0.00282132625579834, 0.048334453254938126, -0.07645533978939056, 0.027778886258602142, -0.09134230017662048, -0.10778757184743881, -0.4283115267753601, 0.5200337171554565, 0.0519786961376667, 0.26473039388656616, 0.19421713054180145, -0.060044169425964355, 0.0012214183807373047, -0.2575570344924927, 0.0378560945391655, -0.018495744094252586, 0.33708706498146057, 0.16651196777820587, -0.20149138569831848, -0.1510034203529358, -0.20944148302078247, -0.03634517267346382, -0.16040107607841492, -0.06463582068681717, 0.08031107485294342, 0.22920674085617065, -0.15274381637573242, 0.1566140353679657, -0.3305788040161133, -0.0025098398327827454, 0.03252064436674118, 0.1267683207988739, 0.2818393409252167, 0.06135503575205803, 0.21853403747081757, -0.07179614901542664, -1000000000.0, -0.0632442757487297, -0.04535636305809021, -0.16603046655654907]",0.011823751032352448,1.367395281791687,1.0972131490707397,0.10620070993900299
ieee9,202,10,2,50,1,21,"[0.038152795284986496, 0.1758216768503189, -0.11847792565822601, 0.08242567628622055, -0.20552124083042145, -0.34207478165626526, -0.13854941725730896, 0.2980731129646301, 0.04496840760111809, 0.282017320394516, -0.005838453769683838, -0.30583375692367554, 0.09210892021656036, -0.22999681532382965, -0.017927834764122963, 0.05578790232539177, -0.079556405544281, 0.030456863343715668, -0.10852218419313431, -0.08053134381771088, -0.45611903071403503, 0.503142237663269, 0.07223297655582428, 0.2623366415500641, 0.18936176598072052, -0.094728022813797, 0.005693178623914719, -0.2796670198440552, 0.03266257047653198, -0.024091502651572227, 0.3393241763114929, 0.15605683624744415, -0.18756350874900818, -0.17522509396076202, -0.2104981243610382, -0.014162376523017883, -0.13923436403274536, -0.05371212214231491, 0.07385697960853577, 0.24738451838493347, -0.14715862274169922, 0.15596023201942444, -0.34690025448799133, -0.021562892943620682, 0.016685232520103455, 0.11825823783874512, 0.3031042218208313, 0.07728022336959839, 0.23764152824878693, -0.06329209357500076, -1000000000.0, -0.04923444241285324, -0.05184914171695709, -0.15695887804031372]",0.0,0.0,0.0,0.0
ieee9,202,10,2,50,2,21,"[0.09610089659690857, 0.22335796058177948, -0.13643980026245117, 0.09420519322156906, -0.2539578676223755, -0.22001992166042328, -0.10087796300649643, 0.25845950841903687, 0.02003544196486473, 0.26058897376060486, -0.04581710696220398, -0.2569354176521301, 0.06444154679775238, -0.2415829747915268, -0.03448978066444397, -0.06378473341464996, -0.15576398372650146, 0.02487802505493164, -0.1966375708580017, -0.04314754903316498, -0.4558354318141937, 0.36625516414642334, 0.1625998467206955, 0.24977071583271027, 0.15970692038536072, -0.1338007152080536, 0.030562108382582664, -0.25847962498664856, 0.020085379481315613, -0.08645826578140259, 0.31051206588745117, 0.08376143872737885, -0.17459139227867126, -0.21156540513038635, -0.20839610695838928, 0.0264042429625988, -0.06530971080064774, -0.019688846543431282, 0.05064132437109947, 0.2552890479564667, -0.1293230503797531, 0.17453739047050476, -0.3473326861858368, -0.04465333744883537, 0.0017752498388290405, 0.07272566109895706, 0.3096209168434143, 0.06278873980045319, 0.22747217118740082, -0.024698777124285698, -1000000000.0, -0.0024857521057128906, -0.09572920948266983, -0.120749831199646]",0.036722056567668915,6.097034454345703,2.537950038909912,0.35159042477607727
ieee9,202,10,3,50 21,0,30,"[0.03712078556418419, 0.03959936276078224, -0.20011015236377716, 0.09743482619524002, -0.16789676249027252, -0.3410172164440155, -0.10951125621795654, 0.19317790865898132, 0.03604799136519432, 0.342992901802063, 0.02671089768409729, -0.2431185245513916, -0.012133896350860596, -0.1471756249666214, -0.024457288905978203, 0.15192127227783203, 0.024938393384218216, -0.06104801595211029, -0.0509236678481102, 0.04078403860330582, -0.4147394299507141, -1000000000.0, 0.01869167387485504, 0.11607500910758972, 0.18158943951129913, -0.14334973692893982, 0.02018137276172638, -0.2968794107437134, 0.08665044605731964, 0.10497353971004486, 0.4106031060218811, 0.13003675639629364, -0.2893151640892029, -0.04768386483192444, -0.11087360233068466, -0.1750107705593109, -0.19542545080184937, -0.09723308682441711, -0.026190396398305893, 0.256493479013443, -0.09744036197662354, 0.18176639080047607, -0.2834324240684509, 0.057338736951351166, -0.16417847573757172, 0.22352169454097748, 0.3462095260620117, 0.06455694139003754, 0.2452765852212906, -0.12554708123207092, -1000000000.0, -0.12406591325998306, -0.07070746272802353, -0.15110084414482117]",0.006916671991348267,0.7862334251403809,0.8055042624473572,0.05983639135956764
