epoch,policy_entropy,entropy_coef,kl_coef
0,1.384399462204713,0.02,0.05
1,1.50436226106607,0.019310344827586208,0.04666666666666667
2,1.4726032064511225,0.018620689655172412,0.043333333333333335
3,1.5403709136522734,0.01793103448275862,0.04000000000000001
4,1.5955086373365843,0.017241379310344827,0.036666666666666674
5,1.5818888636735768,0.016551724137931035,0.03333333333333334
6,1.6059028781377351,0.015862068965517243,0.03
7,1.543879142174354,0.015172413793103448,0.02666666666666667
8,1.7271855886165912,0.014482758620689656,0.023333333333333334
9,1.9736564033306563,0.013793103448275864,0.020000000000000004
10,2.0064016718130846,0.01310344827586207,0.01666666666666667
11,2.2268057454090853,0.012413793103448277,0.013333333333333336
12,2.2560751667389503,0.011724137931034485,0.009999999999999998
13,2.7538475577647867,0.01103448275862069,0.006666666666666665
14,3.1752697940056143,0.010344827586206895,0.0033333333333333327
15,3.523758895122088,0.009655172413793102,0.0
16,3.709641186090616,0.00896551724137931,0.0
17,3.7766370475292206,0.00827586206896552,0.0
18,3.78410356090619,0.007586206896551724,0.0
19,3.8043874364632826,0.006896551724137932,0.0
20,3.808500892840899,0.006206896551724137,0.0
21,3.7955608620093417,0.005517241379310345,0.0
22,3.782066828929461,0.004827586206896553,0.0
23,3.788175880908966,0.004137931034482758,0.0
24,3.784538406592149,0.003448275862068966,0.0
25,3.7338504745410037,0.0027586206896551735,0.0
26,3.672040045261383,0.002068965517241379,0.0
27,3.531295453126614,0.0013793103448275868,0.0
28,3.4795520443182726,0.0006896551724137923,0.0
29,3.4335086047649384,0.0,0.0
