epoch,grad_norm
0,0.057613364850672394
1,0.07622613926203205
2,0.08069998785280265
3,0.03209197986871004
4,0.050025001920473114
5,0.11408943274559882
6,0.10809840938936059
7,0.09374822676181793
8,0.051060482644690916
9,0.15815378238375372
10,0.07509344500991014
11,0.07848118231273614
12,0.12546589884620446
13,0.166163774063954
14,0.15572679716234022
15,0.09023259264918473
16,0.09683878103700969
17,0.06577240518079354
18,0.0914850146151506
19,0.051557073154701635
20,0.08078155666589737
21,0.06400362900100075
22,0.0639213716897827
23,0.05715695431885811
24,0.03646875702990936
25,0.08553615061996075
26,0.07758050562384036
27,0.04932850710331248
28,0.0840672543272376
29,0.09664242764791617
