epoch,policy_entropy,entropy_coef,kl_coef
0,1.3297548282604952,0.02,0.05
1,1.4088781349934065,0.019310344827586208,0.04666666666666667
2,1.4234824982973246,0.018620689655172412,0.043333333333333335
3,1.4235590982895632,0.01793103448275862,0.04000000000000001
4,1.447414946097594,0.017241379310344827,0.036666666666666674
5,1.4405239579769282,0.016551724137931035,0.03333333333333334
6,1.5194180882894075,0.015862068965517243,0.03
7,1.4276640850764055,0.015172413793103448,0.02666666666666667
8,1.4028549297497823,0.014482758620689656,0.023333333333333334
9,1.4203977424364824,0.013793103448275864,0.020000000000000004
10,1.4942358858310258,0.01310344827586207,0.01666666666666667
11,1.6176185206725047,0.012413793103448277,0.013333333333333336
12,1.8814928715045636,0.011724137931034485,0.009999999999999998
13,1.8431496964051173,0.01103448275862069,0.006666666666666665
14,1.8748501963340318,0.010344827586206895,0.0033333333333333327
15,2.387443218093652,0.009655172413793102,0.0
16,3.109996979053204,0.00896551724137931,0.0
17,3.64615549491002,0.00827586206896552,0.0
18,3.779274229819958,0.007586206896551724,0.0
19,3.813422984801806,0.006896551724137932,0.0
20,3.8449142644038568,0.006206896551724137,0.0
21,3.8568457548434916,0.005517241379310345,0.0
22,3.857616683611503,0.004827586206896553,0.0
23,3.8556213814478655,0.004137931034482758,0.0
24,3.861955158985578,0.003448275862068966,0.0
25,3.865445634493461,0.0027586206896551735,0.0
26,3.8757083668158603,0.002068965517241379,0.0
27,3.872932594556075,0.0013793103448275868,0.0
28,3.8583382757810445,0.0006896551724137923,0.0
29,3.8641432363253374,0.0,0.0
