epoch,grad_norm
0,0.05418924844035736
1,0.0853383565464845
2,0.0527462255782806
3,0.06451480663739718
4,0.07484270875843671
5,0.045016796256487183
6,0.15303578285070565
7,0.07546297553926706
8,0.049476445151063114
9,0.10155242280318187
10,0.07960765393307576
11,0.15033412638765115
12,0.16354831537375084
13,0.15221187902184632
14,0.1204007064493803
15,0.17247643722937658
16,0.13999850962024468
17,0.10547867016150402
18,0.08879829656619292
19,0.08379068297262375
20,0.07781971905093926
21,0.06593754429083604
22,0.06564024234047303
23,0.08896238557421245
24,0.06657360207576019
25,0.0782416697878104
26,0.07803614065051079
27,0.06099362198549967
28,0.06761928131947151
29,0.08521171372670394
