epoch,grad_norm
0,0.51914987885035
1,0.4795970572875096
2,0.34321425282038176
3,0.35914124663059527
4,0.3482319460465358
5,0.3403660700871394
6,0.33984875679016113
7,0.3506870911671565
8,0.3357204898045613
9,0.3327870953541536
10,0.35684024599882275
11,0.359337717294693
12,0.34107231406065136
13,0.34374542992848617
14,0.35618184163020206
15,0.4244546959033379
16,4.853392087496244
17,1.5767507323851953
18,0.626492039515422
19,0.35524521882717425
20,0.41616852581501007
21,0.3543579578399658
22,0.3692853886347551
23,0.34564666564647967
24,0.3652305992750021
25,0.35218333968749416
26,0.3458795088988084
27,0.32347750648869594
28,0.3263205920274441
29,0.3525643440393301
