update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.1837500035762787,0.1837500035762787,MoE-sBOED,0.30968618392944336,64,3.3289220333099365,1.3849931955337524,0.08109765499830246,0.2623401880264282,0.11925295740365982,,,,,,,,,,,
2,0.17109374701976776,0.17109374701976776,MoE-sBOED,0.077239990234375,128,3.328024387359619,1.385545253753662,0.020161373540759087,0.2623530924320221,0.11932477355003357,,,,,,,,,,,
3,0.17109374701976776,0.17109374701976776,MoE-sBOED,0.06906533241271973,192,3.3273117542266846,1.3857190608978271,0.05018843710422516,0.2589413821697235,0.11936645209789276,,,,,,,,,,,
4,0.17390625178813934,0.17390625178813934,MoE-sBOED,0.06757450103759766,256,3.3269264698028564,1.3858108520507812,0.01022342685610056,0.25258493423461914,0.11942344158887863,,,,,,,,,,,
5,0.1626562476158142,0.1626562476158142,MoE-sBOED,0.06678557395935059,320,3.325518846511841,1.3858281373977661,0.0043977899476885796,0.25194159150123596,0.1194213405251503,,,,,,,,,,,
6,0.1720312535762787,0.1720312535762787,MoE-sBOED,0.06709432601928711,384,3.323524236679077,1.3858286142349243,0.0034722776617854834,0.25303417444229126,0.11940902471542358,,,,,,,,,,,
7,0.1823437660932541,0.1823437660932541,MoE-sBOED,0.0669407844543457,448,3.3220996856689453,1.3858999013900757,0.0018867579055950046,0.25293871760368347,0.11939594149589539,,,,,,,,,,,
8,0.1860937476158142,0.1860937476158142,MoE-sBOED,0.06727290153503418,512,3.3197033405303955,1.3859909772872925,0.0008347177063114941,0.25487732887268066,0.11933256685733795,,,,,,,,,,,
9,0.18281251192092896,0.18281251192092896,MoE-sBOED,0.0669393539428711,576,3.31711745262146,1.3861137628555298,0.00024929631035774946,0.25166866183280945,0.11926738917827606,,,,,,,,,,,
10,0.17531248927116394,0.17531248927116394,MoE-sBOED,0.06812906265258789,640,3.3175480365753174,1.38612699508667,0.0003342251875437796,0.252949059009552,0.11918449401855469,,,,,,,,,,,
11,0.17390625178813934,0.17390625178813934,MoE-sBOED,0.06673812866210938,704,3.317086935043335,1.386156439781189,0.00032867086702026427,0.2511574327945709,0.11910796165466309,,,,,,,,,,,
12,0.17531250417232513,0.17531250417232513,MoE-sBOED,0.067169189453125,768,3.315321445465088,1.3861726522445679,0.000444443168817088,0.2512044906616211,0.11907292902469635,,,,,,,,,,,
13,0.1654687523841858,0.1654687523841858,MoE-sBOED,0.06780719757080078,832,3.3130815029144287,1.3861720561981201,0.00043856515549123287,0.2518748641014099,0.11905641108751297,,,,,,,,,,,
14,0.18000000715255737,0.18000000715255737,MoE-sBOED,0.06721735000610352,896,3.3125522136688232,1.3861877918243408,0.0003930184175260365,0.2515527009963989,0.11904073506593704,,,,,,,,,,,
15,0.1612500101327896,0.1612500101327896,MoE-sBOED,0.06707310676574707,960,3.311896562576294,1.3861446380615234,0.00039204623317345977,0.252401202917099,0.11900210380554199,,,,,,,,,,,
16,0.1823437511920929,0.1823437511920929,MoE-sBOED,0.06776690483093262,1024,3.3120815753936768,1.3861325979232788,0.0003380978887435049,0.25082534551620483,0.11898278445005417,,,,,,,,,,,
17,0.17343750596046448,0.17343750596046448,MoE-sBOED,0.06785750389099121,1088,3.3124024868011475,1.38607919216156,0.0006071162060834467,0.2511752247810364,0.11893058568239212,,,,,,,,,,,
