Time,Frequency_dev,Power_dev
0.0,2.083819496730934e-07,-0.04052162349224275
0.008333333333333333,5.316512469742222e-07,-0.037244322896004434
0.016666666666666666,7.615753097999151e-07,-0.033453120589257423
0.025,9.661884861077086e-07,-0.029291773438455238
0.03333333333333333,1.1436708637085914e-06,-0.024625497460366574
0.041666666666666664,1.2904058379130158e-06,-0.019368278384209958
0.05,1.4023024452572727e-06,-0.013615513443948402
0.058333333333333334,1.4765754163096631e-06,-0.007272884249687195
0.06666666666666667,1.5091908130164595e-06,-0.000377165675164548
0.075,1.4968346888169873e-06,0.007140732407570738
0.08333333333333333,1.4351750123630767e-06,0.015298007130621016
0.09166666666666666,1.3203039397172608e-06,0.024080544114113422
0.1,1.148190045299014e-06,0.03354513943195414
0.10833333333333334,9.143251934487425e-07,0.04368461906909715
0.11666666666666667,6.143166162142024e-07,0.054519808888436216
0.125,2.43840852745767e-07,0.066060817837716
0.13333333333333333,-2.0165614987184757e-07,0.078299582600593
0.14166666666666666,-7.265844903364641e-07,0.09123931705951449
0.15,-1.3354637181735366e-06,0.10488299429416514
0.15833333333333333,-2.032901405374399e-06,0.1192211610078786
0.16666666666666666,-2.8231147933250492e-06,0.13421901762485433
0.175,-3.7105297858152385e-06,0.1498829871416092
0.18333333333333332,-4.6991781454162765e-06,0.16617538273334276
0.19166666666666665,-5.793129072649647e-06,0.1830704146623603
0.2,-6.9960182462954365e-06,0.2008040434122087
0.20833333333333334,-8.31375477447177e-06,0.21884517014026628
0.21666666666666667,-9.747174353291016e-06,0.23739430963993158
0.225,-1.129984128961093e-05,0.25641519606113405
0.23333333333333334,-1.2974941129924016e-05,0.2758575350046151
0.24166666666666667,-1.4774802691908053e-05,0.2956787639856344
0.25,-1.6701907168673028e-05,0.3158206039667135
0.2583333333333333,-1.8757927868698786e-05,0.33624672472477
0.26666666666666666,-2.0944827480455198e-05,0.35689592182636076
0.275,-2.3263621760500345e-05,0.377701864838599
0.2833333333333333,-2.57154424612215e-05,0.3986227661371231
0.2916666666666667,-2.830070018986916e-05,0.4196009141206716
0.3,-3.101963928163568e-05,0.44057723343372146
0.30833333333333335,-3.387207474876389e-05,0.46148355782031913
0.31666666666666665,-3.6857442646201204e-05,0.48226970255374724
0.325,-3.9974778559977387e-05,0.5028888994455336
0.3333333333333333,-4.322288601877935e-05,0.5232623702287675
0.3416666666666667,-4.6599902116255014e-05,0.5433586436510076
0.35,-5.010411224347295e-05,0.5631064778566355
0.35833333333333334,-5.373297882534075e-05,0.5824497991800293
0.36666666666666664,-5.74837342034674e-05,0.6013601428270334
0.375,-6.135349742322229e-05,0.6197764426469803
0.3833333333333333,-6.533900743444022e-05,0.6376638275384892
0.39166666666666666,-6.943691226226833e-05,0.6549612170457841
0.4,-7.364304568056882e-05,0.6716517573595056
0.4083333333333333,-7.795356076931436e-05,0.6876757103204731
0.4166666666666667,-8.236397308317625e-05,0.7030186206102371
0.425,-8.686988013179482e-05,0.7176396518945687
0.43333333333333335,-9.146659751961337e-05,0.7315151125192649
0.44166666666666665,-9.614935187455286e-05,0.7446161895990357
0.45,-0.00010091290559580519,0.756928945183752
0.4583333333333333,-0.00010575242754445129,0.7684446555376034
0.4666666666666667,-0.00011066254859056385,0.779129200577735
0.475,-0.00011563798252109524,0.7889840227365497
0.48333333333333334,-0.00012067347542047709,0.7980058246850952
0.49166666666666664,-0.00012576366256348225,0.8061808425188062
0.5,-0.00013090297826186405,0.81350631535053
0.5083333333333333,-0.00013608613098859933,0.8199871093034723
0.5166666666666666,-0.0001413075920515014,0.8256232720613461
0.525,-0.00014656215396682286,0.8304296785593017
0.5333333333333333,-0.00015184434116414895,0.8343975478410712
0.5416666666666666,-0.0001571488983984305,0.8375689250230778
0.55,-0.00016247092051362649,0.8399254375696188
0.5583333333333333,-0.00016780485926396247,0.8414981967210764
0.5666666666666667,-0.00017314593856751696,0.8423029524087902
0.575,-0.00017848923717060934,0.8423568159341812
0.5833333333333334,-0.00018383000975491615,0.8416760498285285
0.5916666666666667,-0.00018916354543264003,0.8403010994195945
0.6,-0.00019448551528884503,0.8382291609048842
0.6083333333333333,-0.00019979144925203488,0.835495188832283
0.6166666666666667,-0.00020507694837771685,0.832139356732366
0.625,-0.00021033825764891053,0.8281734281778341
0.6333333333333333,-0.00021557143798813755,0.823622375130654
0.6416666666666666,-0.00022077270106376031,0.8185108953714355
0.65,-0.00022593846580629454,0.8128993755578975
0.6583333333333333,-0.00023106558673873144,0.8067848783731435
0.6666666666666666,-0.0002361506238428764,0.800198269486426
0.675,-0.00024119064668513067,0.7931919008493402
0.6833333333333333,-0.0002461828743109793,0.7857779079675673
0.6916666666666667,-0.00025112468649842563,0.7779995447397212
0.7,-0.0002560136661943517,0.7698801141977292
0.7083333333333334,-0.0002608473888389638,0.7614398580789548
0.7166666666666667,-0.00026562384502401185,0.7527253967523571
0.725,-0.00027034108804484166,0.7437767988443369
0.7333333333333333,-0.0002749975295495544,0.7345904928445819
0.7416666666666667,-0.00027959143815499583,0.725226393342016
0.75,-0.00028412168504555617,0.7156966596841805
0.7583333333333333,-0.00028858672162129496,0.7060426908731436
0.7666666666666666,-0.00029298585348180135,0.69627946436405
0.775,-0.0002973180036414783,0.6864566236734397
0.7833333333333333,-0.00030158256493947134,0.6765756136178958
0.7916666666666666,-0.0003057789545412226,0.6666842275857903
0.8,-0.00030990682632379616,0.6567793804407103
0.8083333333333333,-0.00031396575020212685,0.6469187599420536
0.8166666666666667,-0.00031795584929903255,0.6370968586206445
