update,policy_loss,value_loss,approximate_kl,entropy,mean_training_terminal_cost,mean_u_ctrl,std_u_ctrl,median_u_ctrl,q10_u_ctrl,q90_u_ctrl,safety,dominant_sequence,dominant_sequence_fraction,unique_sequences,sequence_entropy,entropy_t1,entropy_t2,entropy_t3
1,-0.12661653757095337,0.06937922537326813,-0.013247092254459858,3.35052752494812,0.8916666666666667,0.8833333333333334,0.08975274678557507,0.9,0.8,1.0,1.0,"[8, 1, 0]",1.0,1,-0.0,3.3910634517669678,3.3476800123850503,3.3144837021827698
10,-0.04168742895126343,0.00650659529492259,-0.008045051246881485,3.27142596244812,0.7416666666666667,0.8750000000000001,0.0721687836487032,0.9,0.8,0.99,1.0,"[2, 23, 0]",1.0,1,-0.0,3.3659706115722656,3.2508636514345803,3.222272495428721
20,-0.028548207134008408,0.004343833774328232,0.014245536178350449,3.174527168273926,0.9,0.8666666666666667,0.12472191289246473,0.9,0.7,1.0,1.0,"[16, 1, 8]",1.0,1,-0.0,3.3580636978149414,3.1146240234375,3.089739123980204
30,-0.042202696204185486,0.004688346292823553,-0.01331712119281292,3.0176687240600586,0.9249999999999999,0.8583333333333334,0.11149240133549711,0.9,0.71,0.99,1.0,"[22, 23, 1]",1.0,1,-0.0,3.304499626159668,2.9109515150388083,2.924964487552643
40,-0.02761385217308998,0.005172823090106249,0.004307453986257315,2.720414161682129,0.9333333333333335,0.8583333333333334,0.11149240133549711,0.9,0.71,0.99,1.0,"[12, 23, 1]",1.0,1,-0.0,3.3422882556915283,2.26666921377182,2.82638814051946
50,-0.032219186425209045,0.006068880204111338,0.009476004168391228,2.286243200302124,0.8916666666666666,0.8916666666666667,0.11873172373979174,0.9,0.8,1.0,1.0,"[12, 23, 7]",1.0,1,-0.0,3.2868635654449463,1.8584607640902202,2.005224217971166
60,-0.05642174929380417,0.007257893681526184,0.028687728568911552,2.7955574989318848,0.8416666666666667,0.8500000000000001,0.14433756729740646,0.9,0.61,1.0,1.0,"[23, 1, 7]",0.5833333333333334,2,0.6791932659915256,2.8431320190429688,3.171823779741923,3.027368426322937
70,-0.0371500700712204,0.006376698613166809,0.011621973477303982,2.6791000366210938,0.8416666666666667,0.8333333333333334,0.13743685418725535,0.8500000000000001,0.61,1.0,1.0,"[23, 1, 7]",0.4166666666666667,4,1.308605387253449,2.9899754524230957,3.1638564268747964,3.1677297552426658
80,-0.03188096359372139,0.005503989290446043,0.021266557276248932,2.3677797317504883,0.8416666666666667,0.8583333333333334,0.11873172373979173,0.9,0.71,1.0,1.0,"[23, 1, 7]",0.5833333333333334,2,0.6791932659915256,2.711876153945923,3.031393746534983,2.9267844756444297
90,-0.024060729891061783,0.0042826407589018345,0.008147158659994602,1.502007007598877,0.8166666666666665,0.8583333333333334,0.11873172373979173,0.9,0.71,1.0,1.0,"[23, 1, 7]",0.5833333333333334,2,0.6791932659915256,1.3568774461746216,2.5152601500352225,2.4460796813170114
100,-0.028273502364754677,0.00607235636562109,0.0007020847406238317,1.5427557229995728,0.8083333333333332,0.8500000000000001,0.11902380714238084,0.8500000000000001,0.71,1.0,1.0,"[23, 7, 1]",0.5833333333333334,4,1.0751393240053735,1.049363374710083,2.455238272746404,2.3086464603741965
110,-0.03174979239702225,0.00635675061494112,0.03382234275341034,1.7380915880203247,0.8250000000000001,0.8500000000000001,0.11902380714238084,0.8500000000000001,0.71,1.0,1.0,"[23, 7, 1]",0.5833333333333334,3,0.887694275799104,1.1910954713821411,2.5150459011395774,2.3352331121762595
120,-0.02778654545545578,0.0044776806607842445,0.0017290678806602955,1.4954514503479004,0.7999999999999999,0.8416666666666668,0.11873172373979171,0.8,0.71,1.0,1.0,"[23, 7, 11]",0.5833333333333334,2,0.6791932659915256,0.6351082921028137,2.3596374789873757,2.4697197874387107
130,-0.0277265477925539,0.0051896520890295506,0.019820842891931534,1.8440399169921875,0.8166666666666665,0.8583333333333335,0.1114924013354971,0.8500000000000001,0.8,1.0,1.0,"[23, 11, 7]",0.5833333333333334,4,1.1187433359857524,0.9825341701507568,2.415158748626709,2.1285645961761475
