system,seed,checkpoint,step,action_history,y_bin,selected_action,logits,L1_policy_difference,history_embedding_L2_difference,belief_embedding_L2_difference,logits_L2_difference
ieee5,404,1,2,8,0,29,"[0.1774616241455078, 0.4281352758407593, -0.040780432522296906, -0.006526954472064972, -0.029486563056707382, -0.13450895249843597, -0.2803117334842682, 0.07405412197113037, -1000000000.0, -0.17470386624336243, -0.3671804666519165, 0.0026164688169956207, -0.30037352442741394, 0.06963356584310532, -0.04603772610425949, -0.05365182086825371, -0.25120824575424194, -0.029800817370414734, -0.06909012794494629, -0.29327479004859924, -0.12659768760204315, 0.04701097309589386, -0.07295186817646027, 0.012960243970155716, -0.34763672947883606, -0.05697926506400108, -0.10577724874019623, 0.3754236400127411, -0.09189257025718689, 0.4760359525680542]",0.01749514229595661,2.0774784088134766,0.9305047988891602,0.12123550474643707
ieee5,404,1,2,8,1,1,"[0.17498646676540375, 0.43382328748703003, -0.04290977865457535, -0.017612136900424957, -0.03405275568366051, -0.15285713970661163, -0.2861824631690979, 0.10268992185592651, -1000000000.0, -0.14690200984477997, -0.3580685257911682, 0.025646742433309555, -0.299729585647583, 0.0698356106877327, -0.029118500649929047, -0.06353987753391266, -0.26577961444854736, -0.021088004112243652, -0.0535506010055542, -0.2933647930622101, -0.11579275131225586, 0.038986437022686005, -0.08496776223182678, 0.07897917181253433, -0.3781449496746063, -0.0493767149746418, -0.1207902729511261, 0.3258555233478546, -0.07615627348423004, 0.4268729090690613]",0.0,0.0,0.0,0.0
ieee5,404,1,2,8,2,1,"[0.17930282652378082, 0.4617058038711548, -0.06707374006509781, -0.032881416380405426, -0.08387573063373566, -0.16159439086914062, -0.2746661901473999, 0.10485640168190002, -1000000000.0, -0.031301822513341904, -0.22396612167358398, 0.08571895956993103, -0.20573300123214722, 0.006840810179710388, 0.008629433810710907, -0.05282507836818695, -0.3141193687915802, 0.07164008170366287, 0.03737123683094978, -0.3055342137813568, -0.013544317334890366, 0.036075934767723083, -0.10522913932800293, 0.3360256552696228, -0.39007699489593506, -0.09503563493490219, -0.11702241748571396, 0.09658065438270569, 0.05877993628382683, 0.1666005253791809]",0.07354588806629181,6.698390007019043,2.665104627609253,0.5391312837600708
ieee5,404,1,3,8 1,0,0,"[0.3657994270324707, -1000000000.0, -0.05701956897974014, -0.19686266779899597, 0.04197464510798454, -0.21356283128261566, -0.21967943012714386, 0.18626999855041504, -1000000000.0, -0.30846893787384033, -0.28244689106941223, 0.03424058482050896, -0.35284343361854553, -0.022831041365861893, 0.07609618455171585, 0.1889844387769699, -0.26274725794792175, 0.16888628900051117, 0.053577858954668045, -0.20001782476902008, -0.0935634970664978, -0.08890793472528458, 0.06055663526058197, -0.03918474540114403, -0.2735781669616699, -0.0380902960896492, -0.10264846682548523, 0.2703569531440735, -0.029458370059728622, 0.34277865290641785]",0.017591053619980812,1.1447323560714722,1.5901964902877808,0.11670610308647156
ieee5,404,1,3,8 1,1,0,"[0.35203343629837036, -1000000000.0, -0.06956499069929123, -0.1900099813938141, 0.030184853821992874, -0.22996850311756134, -0.24118012189865112, 0.183571457862854, -1000000000.0, -0.27104806900024414, -0.27462348341941833, 0.03933630511164665, -0.3441818952560425, -0.03940485790371895, 0.09156876057386398, 0.17515191435813904, -0.2806013822555542, 0.19420528411865234, 0.07114621996879578, -0.2041284441947937, -0.08648715913295746, -0.11695031076669693, 0.034962572157382965, 0.0013726986944675446, -0.2979542315006256, -0.03856905177235603, -0.09743674844503403, 0.20919650793075562, -0.04635706916451454, 0.310977965593338]",0.0,0.0,0.0,0.0
ieee5,404,1,3,8 1,2,0,"[0.35523733496665955, -1000000000.0, -0.09151200205087662, -0.1900351345539093, -0.014152320101857185, -0.21563197672367096, -0.33166584372520447, 0.17751865088939667, -1000000000.0, -0.1839449554681778, -0.18149009346961975, 0.03569294884800911, -0.32906052470207214, -0.009362690150737762, 0.10909018665552139, 0.13834145665168762, -0.29626235365867615, 0.150223970413208, 0.142766073346138, -0.24865400791168213, -0.005543779581785202, -0.1251649558544159, -0.03743317723274231, 0.10444135963916779, -0.29138481616973877, -0.06849033385515213, -0.10236901789903641, 0.11335137486457825, 0.026672929525375366, 0.2109367847442627]",0.043730854988098145,4.276825904846191,2.211879014968872,0.2953314185142517
ieee5,404,10,2,2,0,23,"[0.7810771465301514, 0.7124446034431458, -1000000000.0, -0.3027608096599579, 0.16476984322071075, -0.3673287332057953, 0.10861745476722717, -0.1730801910161972, 0.6271991729736328, -0.7839148044586182, -0.23768354952335358, -0.27160102128982544, -0.09991294890642166, -0.3436383605003357, -0.7569925785064697, 0.22570036351680756, -0.5640156269073486, 0.5595206022262573, -0.3265500068664551, 0.06325791776180267, -0.46755364537239075, 0.31360048055648804, -1.0152177810668945, 1.0155997276306152, -0.06161503121256828, 0.3342117369174957, -0.026375770568847656, 0.1729831099510193, 0.08741665631532669, 0.5025724768638611]",0.030702559277415276,1.9049580097198486,1.2326196432113647,0.20765134692192078
ieee5,404,10,2,2,1,23,"[0.7700656652450562, 0.7183887958526611, -1000000000.0, -0.25555863976478577, 0.1034826710820198, -0.32549798488616943, 0.03881071135401726, -0.15422885119915009, 0.59312504529953, -0.7691912651062012, -0.23838402330875397, -0.2517537474632263, -0.13465085625648499, -0.34664979577064514, -0.7164284586906433, 0.17541243135929108, -0.6590604186058044, 0.5669223666191101, -0.31798750162124634, 0.03861985355615616, -0.4708058536052704, 0.33750948309898376, -1.0397062301635742, 1.0741498470306396, -0.07815062999725342, 0.32459336519241333, -0.09161162376403809, 0.13236120343208313, 0.06010746210813522, 0.5405403971672058]",0.0,0.0,0.0,0.0
ieee5,404,10,2,2,2,23,"[0.6563906669616699, 0.6942781209945679, -1000000000.0, -0.06352688372135162, -0.14145278930664062, -0.1272270679473877, -0.19090905785560608, -0.15370319783687592, 0.48724740743637085, -0.6323623657226562, -0.21081134676933289, -0.1263723522424698, -0.23487386107444763, -0.3179488182067871, -0.5451955795288086, 0.023268166929483414, -0.9395750164985657, 0.521687924861908, -0.261089026927948, -0.0787057876586914, -0.4261702597141266, 0.45387735962867737, -0.9531627893447876, 1.154928207397461, -0.13991063833236694, 0.20822010934352875, -0.2433137446641922, 0.014336012303829193, 0.03704918920993805, 0.5856110453605652]",0.09743737429380417,5.621242046356201,2.290034055709839,0.7045248746871948
ieee5,404,10,3,2 23,0,0,"[0.8409886360168457, 0.6925580501556396, -1000000000.0, -0.5320536494255066, 0.25454312562942505, -0.5794836282730103, 0.08961451053619385, -0.05788473039865494, 0.7125139832496643, -0.7891054749488831, -0.3096921443939209, -0.2671665847301483, -0.1907927393913269, -0.3562929630279541, -0.6451463103294373, 0.4105827510356903, -0.47989439964294434, 0.7236934304237366, -0.25941258668899536, 0.1570039987564087, -0.5126844048500061, 0.20965275168418884, -0.9273375272750854, -1000000000.0, -0.17265558242797852, 0.4411107897758484, 0.10066211223602295, 0.20345285534858704, 0.12540113925933838, 0.4370904862880707]",0.015771683305501938,0.9432118535041809,1.5607811212539673,0.11495351791381836
