update,mean_train_u_ctrl,policy_loss,value_loss,entropy,approximate_kl,zero_intermediate_reward_fraction,reward_mode,method,init_mode,validation_mean_u_ctrl,validation_unique_sequences,validation_dominant_fraction
1,0.8687499999999999,-0.0011730289552360773,0.02231563627719879,0.021084075793623924,0.00016763806343078613,0.0,dad_terminal,DAD,fixed,,,
2,0.8500000000000001,-0.00018554167763795704,0.01951863430440426,0.022539347410202026,-6.062785905669443e-05,0.0,dad_terminal,DAD,fixed,,,
3,0.84375,-0.00018345432181376964,0.015915146097540855,0.022756293416023254,8.596976840635762e-05,0.0,dad_terminal,DAD,fixed,,,
4,0.825,-0.0029150997288525105,0.013991952873766422,0.0438210554420948,0.002390315057709813,0.0,dad_terminal,DAD,fixed,,,
5,0.8,-0.0003315570647828281,0.010894681327044964,0.05893310531973839,-0.00015402834105771035,0.0,dad_terminal,DAD,fixed,,,
6,0.85625,-0.0023972538765519857,0.009805595502257347,0.06526529788970947,-0.010198235511779785,0.0,dad_terminal,DAD,fixed,,,
7,0.8375,-0.006246612407267094,0.01440893393009901,0.06584441661834717,-0.010213826783001423,0.0,dad_terminal,DAD,fixed,,,
8,0.8875,-0.000318555481499061,0.005231289658695459,0.06537630409002304,0.0007124642725102603,0.0,dad_terminal,DAD,fixed,,,
9,0.85625,-0.003973604645580053,0.011114179156720638,0.11383476108312607,0.006545543670654297,0.0,dad_terminal,DAD,fixed,,,
10,0.8,-0.0028220852836966515,0.010467726737260818,0.2071068435907364,0.005911370273679495,0.0,dad_terminal,DAD,fixed,0.8296875000000001,1,1.0
11,0.825,-0.005125753581523895,0.011343014426529408,0.1491173505783081,0.01726890541613102,0.0,dad_terminal,DAD,fixed,,,
12,0.8062499999999999,-0.00040652035386301577,0.010140041820704937,0.14658556878566742,0.00038720169686712325,0.0,dad_terminal,DAD,fixed,,,
13,0.8125,-0.003553161397576332,0.010912023484706879,0.12726521492004395,-0.00442021107301116,0.0,dad_terminal,DAD,fixed,,,
14,0.9125000000000001,-0.0027141468599438667,0.0054865372367203236,0.076285719871521,-0.0052800774574279785,0.0,dad_terminal,DAD,fixed,,,
15,0.86875,-0.0014622574672102928,0.007943600416183472,0.05193186178803444,-0.002049605129286647,0.0,dad_terminal,DAD,fixed,,,
16,0.875,-0.004201022908091545,0.01294670533388853,0.053412068635225296,-0.01078861951828003,0.0,dad_terminal,DAD,fixed,,,
17,0.84375,0.000513245933689177,0.010213128291070461,0.048033591359853745,0.00018975138664245605,0.0,dad_terminal,DAD,fixed,,,
18,0.89375,-0.001195342279970646,0.005869788583368063,0.043933793902397156,-0.0006608068943023682,0.0,dad_terminal,DAD,fixed,,,
19,0.86875,-0.0001450385170755908,0.008229461498558521,0.0413115918636322,-0.0003726184368133545,0.0,dad_terminal,DAD,fixed,,,
20,0.8375,-0.000137367780553177,0.008760659955441952,0.040584590286016464,-0.00011708339297911152,0.0,dad_terminal,DAD,fixed,0.8296875000000001,1,1.0
