theta_test_id,rollout_id,sequence,y_obs,u_ctrl,u_req_true,excess_control,u_ctrl_prior,changed_from_prior,reduced_from_prior,increased_from_prior,safe_total,max_rocof,frequency_nadir,rocof_safe,nadir_safe,posterior_ess,max_posterior_weight,posterior_mean_U,posterior_std_U,posterior_mean_U_error,runtime_s,exact_tie_count,near_tie_count,action_index_tie_break_count,median_co_tied_action_count,mean_score_gap,mean_decision_runtime_s,rule_terminal_rule_hash,rule_quantile_level,rule_additive_margin,rule_alpha,rule_snap_up,rule_control_grid_hash,rule_source,rule_rule,method
0,0,"[1, 27, 0]","[1.5604336103895589, 3.2483096118783674, 1.5328245976988077]",0.7,0.1,0.6,1.0,True,True,False,True,4.7444373912934275,-0.08555275542912168,True,True,1.0016177854109185,0.9991917605447517,0.1499191760681889,0.0028418062443127316,0.04991917606818888,3.6532335749361664,17,19,1,1.0,0.0009440104166666222,1.1929135062576581,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
1,1,"[1, 29, 0]","[1.8883187047581322, 7.6717299753412735, 2.0200214469731947]",0.8,0.1,0.7000000000000001,1.0,True,True,False,True,10.4881090220033,-0.06126389054985644,True,True,1.000000010185528,0.999999994907236,0.2500000005092764,7.13636041639536e-06,0.1500000005092764,3.7202402180992067,27,30,1,1.0,0.0004231770833333555,1.2138721915738035,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
2,2,"[1, 29, 20]","[2.2262828093401104, 4.900333193220806, 1.5933203886341811]",0.8,0.3,0.5,1.0,True,True,False,True,4.848379284386246,-0.08334330706210222,True,True,1.0000050734333854,0.9999974632897425,0.25000012684140815,7.964071721706673e-05,-0.049999873158591834,3.64737502601929,1,11,1,1.0,0.0005208333333333407,1.1896270439804841,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
3,3,"[1, 0, 2]","[3.5408302860445593, 1.8123683634392311, 1.6558296588793657]",1.0,0.5,0.5,1.0,False,False,False,True,8.584969301667055,-0.0306014049457474,True,True,1.0000003261797705,0.9999998369101415,0.6000000000000001,1.422445743605637e-12,0.10000000000000009,3.5093778180889785,55,55,2,28.0,0.00045572916666669627,1.1454001870006323,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
4,4,"[1, 4, 0]","[2.712035185309597, 1.89958702246745, 1.1783998608864612]",1.0,0.4,0.6,1.0,False,False,False,True,2.9696220675062928,-0.025230983616995065,True,True,1.0000000000207914,0.9999999999896043,0.40000000000051983,1.612181659871523e-07,5.198064201294983e-13,3.3107750171329826,32,39,2,6.0,0.0002929687499999926,1.0783613256644458,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
5,5,"[1, 28, 0]","[2.045616677130091, 7.055263557301472, 1.2497612589475688]",0.9,0.25,0.65,1.0,True,True,False,True,9.50739012527667,-0.04569958875742685,True,True,1.0,1.0,0.35,3.218399878815346e-11,0.09999999999999998,3.6275051690172404,27,32,1,1.0,0.0005859375000000222,1.1837142629859347,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
6,6,"[1, 0, 2]","[3.742678391810653, 1.5494011390226696, 1.1961957933756915]",1.0,0.6,0.4,1.0,False,False,False,True,3.5821298688752155,-0.03333248743694302,True,True,1.000048720569763,0.999975640308513,0.5999999999999998,3.5445522624685752e-09,-2.220446049250313e-16,2.8174599250778556,55,55,2,28.0,0.0005208333333333778,0.9135346453016003,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
7,7,"[1, 0, 2]","[3.855618010328189, 1.4179945924496788, 1.3541188240976176]",1.0,0.6,0.4,1.0,False,False,False,True,9.123288688766664,-0.037471248633068444,True,True,1.0000449132702376,0.9999775438751655,0.6000000000000001,3.72563295257738e-12,1.1102230246251565e-16,3.615118522197008,55,56,2,28.0,0.00022786458333331114,1.1796143290121108,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
8,8,"[1, 27, 0]","[1.5159405473937675, 1.7977474230101225, 1.462920843138126]",0.7,0.1,0.6,1.0,True,True,False,True,7.546941317766077,-0.0930816473315543,True,True,1.000027753252297,0.9999861235755741,0.10000208146366148,0.0005587622194790198,2.0814636614713278e-06,3.6128172259777784,27,29,1,1.0,0.00045572916666665925,1.1789393146367122,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
9,9,"[1, 29, 3]","[2.2016371165678987, 2.8360229876815057, 6.994944177789632]",0.8,0.35,0.45000000000000007,1.0,True,True,False,True,9.934056000092648,-0.0872675627664812,True,True,1.4848418789551177,0.7945173775418228,0.2499979102321252,0.0004571350132571681,-0.10000208976787478,3.8040666449815035,7,29,1,1.0,0.0005859374999999482,1.2461522286757827,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
