update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,entropy_t3,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far
1,ieee5_full,48,144,48,-0.7345701658298236,0.14286602995395817,0.01636544242501259,-0.08660713583230972,3.357269287109375,0.009717040695250034,0.1319444477558136,0.2535805106163025,0.4673013985157013,0.875,3.3889949321746826,3.3567962646484375,3.321246385574341,0.8666666666666667,0.09428090415820634,0.8500000000000001,0.8,1.0,1.0,"[14, 7, 20]",0.6666666666666666,2,0.6365141682948128,3.3890416622161865,3.359710395336151,3.3241341710090637,2,1,2,0.0,0.6365141682948128,0.6365141682948128,observation-dependent adaptive,5,True,0.8666666666666667
2,ieee5_full,48,144,96,-0.010606173863427503,0.17374648473928253,0.012017889879643917,-0.05724005401134491,3.350731611251831,0.008772570639848709,0.0069444444961845875,0.4022758901119232,0.125391885638237,0.81875,3.3796262741088867,3.349360466003418,3.3183114528656006,0.9,0.08164965809277258,0.9,0.8,1.0,1.0,"[9, 17, 21]",1.0,1,-0.0,3.3797473907470703,3.3485809365908303,3.317059020201365,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.8666666666666667
3,ieee5_full,48,144,144,-0.01548793657993278,0.14801504360560894,0.007507259491831064,-0.04783828556537628,3.342167854309082,-0.008001517504453659,0.013888888992369175,0.4280712306499481,0.10877407342195511,0.8541666666666666,3.36299729347229,3.3412294387817383,3.3157827854156494,,,,,,,,,,,,,,,,,,,,,,,
4,ieee5_full,48,144,192,0.018854378613125944,0.1330693656380236,0.010016433894634247,-0.035962894558906555,3.3316643238067627,0.005023767706006765,0.0347222238779068,0.3260129392147064,0.12014873325824738,0.85,3.348583221435547,3.3323659896850586,3.3077237606048584,0.8916666666666666,0.11149240133549711,0.9,0.8,1.0,1.0,"[9, 21, 17]",0.5,3,1.0397207708399179,3.3487958908081055,3.3267359733581543,3.315212527910868,3,1,3,0.0,1.039720770839918,1.039720770839918,observation-dependent adaptive,5,True,0.8666666666666667
5,ieee5_full,48,144,240,-0.02932444873390099,0.11627795853686809,0.006057663820683956,-0.034967973828315735,3.3248064517974854,0.006699714343994856,0.02083333395421505,0.3952735960483551,0.1035526841878891,0.86875,3.3427984714508057,3.3291406631469727,3.301027297973633,,,,,,,,,,,,,,,,,,,,,,,
6,ieee5_full,48,144,288,0.029581930955251048,0.12355481677222058,0.007094740867614746,-0.03607415035367012,3.320134401321411,-0.0032316213473677635,0.0,0.48680877685546875,0.081173837184906,0.8604166666666666,3.3339083194732666,3.324427843093872,3.2974555492401123,0.8250000000000001,0.13616778865306828,0.9,0.61,0.99,1.0,"[23, 21, 16]",0.5833333333333334,2,0.6791932659915256,3.334120988845825,3.3243921399116516,3.2985215981801352,2,1,2,0.0,0.6791932659915256,0.6791932659915256,observation-dependent adaptive,5,True,0.8250000000000001
7,ieee5_full,48,144,336,-0.02322791071381006,0.1168036171073844,0.006204033270478249,-0.02990315668284893,3.310098886489868,0.004398711957037449,0.0,0.49279141426086426,0.0377526693046093,0.8604166666666666,3.315854072570801,3.314753770828247,3.2888338565826416,,,,,,,,,,,,,,,,,,,,,,,
8,ieee5_full,48,144,384,0.03643217705666191,0.11589133453489538,0.00664789043366909,-0.037608250975608826,3.293121337890625,-0.0011304202489554882,0.0416666679084301,0.5325295329093933,0.058418188244104385,0.8416666666666667,3.3161962032318115,3.2899701595306396,3.26924204826355,0.8416666666666668,0.12555432644432804,0.9,0.62,0.99,1.0,"[23, 21, 4]",0.9166666666666666,2,0.2868359830561607,3.3164010047912598,3.286413232485453,3.274219254652659,2,1,2,0.0,0.28683598305616054,0.28683598305616054,observation-dependent adaptive,5,True,0.8250000000000001
9,ieee5_full,48,144,432,-0.05189924478924109,0.09693120150186808,0.005166375543922186,-0.023591898381710052,3.278233051300049,0.0061505865305662155,0.02777777798473835,0.37218764424324036,0.12055520713329315,0.8708333333333332,3.3237507343292236,3.258946657180786,3.2432796955108643,,,,,,,,,,,,,,,,,,,,,,,
10,ieee5_full,48,144,480,0.04641024124994873,0.11483715579210794,0.006859112996608019,-0.02327916771173477,3.2697701454162598,3.0179819077602588e-05,0.0,0.5320339798927307,0.09758754819631577,0.8375,3.3052594661712646,3.2521018981933594,3.243842840194702,0.8666666666666667,0.12472191289246473,0.9,0.7,1.0,1.0,"[23, 21, 16]",1.0,1,-0.0,3.3055472373962402,3.243232031663259,3.2562582890192666,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.8250000000000001
