system,seed,checkpoint,step,action_history,y_bin,perturbed_y,selected_action,logits,logits_before_masking,logits_after_masking,entropy,L1_policy_difference,history_embedding_L2_difference,logits_L2_difference,normalization_in_previous_policy
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,2,11,2,2.4875357942593688,28,"[-0.4654166102409363, 0.24208423495292664, 0.05167194828391075, 0.26854780316352844, 0.2301664501428604, 0.12223935127258301, 0.07959624379873276, 0.012704011052846909, -0.45960545539855957, -0.10196004807949066, 0.0718800500035286, -1000000000.0, -0.020655224099755287, -0.15304294228553772, -0.30496999621391296, -0.17986327409744263, -0.23283010721206665, -0.03022734820842743, 0.03195540979504585, -0.48527806997299194, -0.05136512964963913, -0.40155670046806335, -0.10578608512878418, 0.006588183343410492, -0.4422430992126465, -0.09877965599298477, -0.3347800672054291, 0.18481141328811646, 0.6818387508392334, -0.1381961703300476]","[-0.4654166102409363, 0.24208423495292664, 0.05167194828391075, 0.26854780316352844, 0.2301664501428604, 0.12223935127258301, 0.07959624379873276, 0.012704011052846909, -0.45960545539855957, -0.10196004807949066, 0.0718800500035286, 0.6451641917228699, -0.020655224099755287, -0.15304294228553772, -0.30496999621391296, -0.17986327409744263, -0.23283010721206665, -0.03022734820842743, 0.03195540979504585, -0.48527806997299194, -0.05136512964963913, -0.40155670046806335, -0.10578608512878418, 0.006588183343410492, -0.4422430992126465, -0.09877965599298477, -0.3347800672054291, 0.18481141328811646, 0.6818387508392334, -0.1381961703300476]","[-0.4654166102409363, 0.24208423495292664, 0.05167194828391075, 0.26854780316352844, 0.2301664501428604, 0.12223935127258301, 0.07959624379873276, 0.012704011052846909, -0.45960545539855957, -0.10196004807949066, 0.0718800500035286, -1000000000.0, -0.020655224099755287, -0.15304294228553772, -0.30496999621391296, -0.17986327409744263, -0.23283010721206665, -0.03022734820842743, 0.03195540979504585, -0.48527806997299194, -0.05136512964963913, -0.40155670046806335, -0.10578608512878418, 0.006588183343410492, -0.4422430992126465, -0.09877965599298477, -0.3347800672054291, 0.18481141328811646, 0.6818387508392334, -0.1381961703300476]",3.3304007053375244,4.0065497159957886e-06,2.169652361772023e-05,2.383499486313667e-05,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,2,11,3,3.1603540801076333,28,"[-0.46464598178863525, 0.24115972220897675, 0.051188912242650986, 0.26906511187553406, 0.2289705127477646, 0.1237139105796814, 0.07845839112997055, 0.013488899916410446, -0.45881977677345276, -0.10084275901317596, 0.07167328149080276, -1000000000.0, -0.020997555926442146, -0.15252582728862762, -0.304824560880661, -0.17871716618537903, -0.23204699158668518, -0.029176563024520874, 0.03241007402539253, -0.48512542247772217, -0.05043511092662811, -0.40089932084083557, -0.10580796748399734, 0.007029682397842407, -0.4425259232521057, -0.09926286339759827, -0.3334759771823883, 0.18465939164161682, 0.6796315312385559, -0.1372964084148407]","[-0.46464598178863525, 0.24115972220897675, 0.051188912242650986, 0.26906511187553406, 0.2289705127477646, 0.1237139105796814, 0.07845839112997055, 0.013488899916410446, -0.45881977677345276, -0.10084275901317596, 0.07167328149080276, 0.6439541578292847, -0.020997555926442146, -0.15252582728862762, -0.304824560880661, -0.17871716618537903, -0.23204699158668518, -0.029176563024520874, 0.03241007402539253, -0.48512542247772217, -0.05043511092662811, -0.40089932084083557, -0.10580796748399734, 0.007029682397842407, -0.4425259232521057, -0.09926286339759827, -0.3334759771823883, 0.18465939164161682, 0.6796315312385559, -0.1372964084148407]","[-0.46464598178863525, 0.24115972220897675, 0.051188912242650986, 0.26906511187553406, 0.2289705127477646, 0.1237139105796814, 0.07845839112997055, 0.013488899916410446, -0.45881977677345276, -0.10084275901317596, 0.07167328149080276, -1000000000.0, -0.020997555926442146, -0.15252582728862762, -0.304824560880661, -0.17871716618537903, -0.23204699158668518, -0.029176563024520874, 0.03241007402539253, -0.48512542247772217, -0.05043511092662811, -0.40089932084083557, -0.10580796748399734, 0.007029682397842407, -0.4425259232521057, -0.09926286339759827, -0.3334759771823883, 0.18465939164161682, 0.6796315312385559, -0.1372964084148407]",3.3305764198303223,0.0007971599698066711,0.0034092701971530914,0.004892090335488319,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,2,11,4,3.833172365955898,28,"[-0.4637933373451233, 0.24022896587848663, 0.05075519159436226, 0.269708514213562, 0.2277749627828598, 0.12540581822395325, 0.07731123268604279, 0.014369424432516098, -0.4582878649234772, -0.09965195506811142, 0.07137347012758255, -1000000000.0, -0.02133408933877945, -0.15209290385246277, -0.30470892786979675, -0.1775190234184265, -0.23130637407302856, -0.028202146291732788, 0.032939519733190536, -0.4850757122039795, -0.04956746846437454, -0.40027549862861633, -0.10590532422065735, 0.0074370019137859344, -0.4428357481956482, -0.09975960850715637, -0.3322589695453644, 0.1844819188117981, 0.6774334907531738, -0.13629156351089478]","[-0.4637933373451233, 0.24022896587848663, 0.05075519159436226, 0.269708514213562, 0.2277749627828598, 0.12540581822395325, 0.07731123268604279, 0.014369424432516098, -0.4582878649234772, -0.09965195506811142, 0.07137347012758255, 0.6426880955696106, -0.02133408933877945, -0.15209290385246277, -0.30470892786979675, -0.1775190234184265, -0.23130637407302856, -0.028202146291732788, 0.032939519733190536, -0.4850757122039795, -0.04956746846437454, -0.40027549862861633, -0.10590532422065735, 0.0074370019137859344, -0.4428357481956482, -0.09975960850715637, -0.3322589695453644, 0.1844819188117981, 0.6774334907531738, -0.13629156351089478]","[-0.4637933373451233, 0.24022896587848663, 0.05075519159436226, 0.269708514213562, 0.2277749627828598, 0.12540581822395325, 0.07731123268604279, 0.014369424432516098, -0.4582878649234772, -0.09965195506811142, 0.07137347012758255, -1000000000.0, -0.02133408933877945, -0.15209290385246277, -0.30470892786979675, -0.1775190234184265, -0.23130637407302856, -0.028202146291732788, 0.032939519733190536, -0.4850757122039795, -0.04956746846437454, -0.40027549862861633, -0.10590532422065735, 0.0074370019137859344, -0.4428357481956482, -0.09975960850715637, -0.3322589695453644, 0.1844819188117981, 0.6774334907531738, -0.13629156351089478]",3.3307433128356934,0.0016044676303863525,0.00672743609175086,0.00983221922069788,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,2,11,5,4.505990651804162,28,"[-0.4629707932472229, 0.2393397092819214, 0.0503474585711956, 0.27034905552864075, 0.22663070261478424, 0.1270540952682495, 0.07621303200721741, 0.015223681926727295, -0.4578184485435486, -0.09850260615348816, 0.07107973843812943, -1000000000.0, -0.02165500819683075, -0.1516909897327423, -0.304607629776001, -0.17636598646640778, -0.2306041121482849, -0.02727988362312317, 0.03345770016312599, -0.4850480854511261, -0.0487443283200264, -0.3996870815753937, -0.10600675642490387, 0.00782085582613945, -0.44314396381378174, -0.10023586452007294, -0.3311102092266083, 0.18431156873703003, 0.6753365993499756, -0.1353178322315216]","[-0.4629707932472229, 0.2393397092819214, 0.0503474585711956, 0.27034905552864075, 0.22663070261478424, 0.1270540952682495, 0.07621303200721741, 0.015223681926727295, -0.4578184485435486, -0.09850260615348816, 0.07107973843812943, 0.6414777040481567, -0.02165500819683075, -0.1516909897327423, -0.304607629776001, -0.17636598646640778, -0.2306041121482849, -0.02727988362312317, 0.03345770016312599, -0.4850480854511261, -0.0487443283200264, -0.3996870815753937, -0.10600675642490387, 0.00782085582613945, -0.44314396381378174, -0.10023586452007294, -0.3311102092266083, 0.18431156873703003, 0.6753365993499756, -0.1353178322315216]","[-0.4629707932472229, 0.2393397092819214, 0.0503474585711956, 0.27034905552864075, 0.22663070261478424, 0.1270540952682495, 0.07621303200721741, 0.015223681926727295, -0.4578184485435486, -0.09850260615348816, 0.07107973843812943, -1000000000.0, -0.02165500819683075, -0.1516909897327423, -0.304607629776001, -0.17636598646640778, -0.2306041121482849, -0.02727988362312317, 0.03345770016312599, -0.4850480854511261, -0.0487443283200264, -0.3996870815753937, -0.10600675642490387, 0.00782085582613945, -0.44314396381378174, -0.10023586452007294, -0.3311102092266083, 0.18431156873703003, 0.6753365993499756, -0.1353178322315216]",3.330900192260742,0.002377748489379883,0.009927500039339066,0.014570781029760838,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,2,11,6,5.178808937652426,28,"[-0.4622488021850586, 0.23855623602867126, 0.049982648342847824, 0.2708560824394226, 0.22563917934894562, 0.1284482181072235, 0.07525622099637985, 0.01595432683825493, -0.45734772086143494, -0.09751120209693909, 0.07081497460603714, -1000000000.0, -0.021932117640972137, -0.15132176876068115, -0.30449119210243225, -0.17537084221839905, -0.22998452186584473, -0.026468589901924133, 0.03389163687825203, -0.48498108983039856, -0.04802360385656357, -0.39915263652801514, -0.1060912013053894, 0.008159954100847244, -0.44337671995162964, -0.10064700245857239, -0.3300800323486328, 0.18415704369544983, 0.6734889149665833, -0.13448099792003632]","[-0.4622488021850586, 0.23855623602867126, 0.049982648342847824, 0.2708560824394226, 0.22563917934894562, 0.1284482181072235, 0.07525622099637985, 0.01595432683825493, -0.45734772086143494, -0.09751120209693909, 0.07081497460603714, 0.6404002904891968, -0.021932117640972137, -0.15132176876068115, -0.30449119210243225, -0.17537084221839905, -0.22998452186584473, -0.026468589901924133, 0.03389163687825203, -0.48498108983039856, -0.04802360385656357, -0.39915263652801514, -0.1060912013053894, 0.008159954100847244, -0.44337671995162964, -0.10064700245857239, -0.3300800323486328, 0.18415704369544983, 0.6734889149665833, -0.13448099792003632]","[-0.4622488021850586, 0.23855623602867126, 0.049982648342847824, 0.2708560824394226, 0.22563917934894562, 0.1284482181072235, 0.07525622099637985, 0.01595432683825493, -0.45734772086143494, -0.09751120209693909, 0.07081497460603714, -1000000000.0, -0.021932117640972137, -0.15132176876068115, -0.30449119210243225, -0.17537084221839905, -0.22998452186584473, -0.026468589901924133, 0.03389163687825203, -0.48498108983039856, -0.04802360385656357, -0.39915263652801514, -0.1060912013053894, 0.008159954100847244, -0.44337671995162964, -0.10064700245857239, -0.3300800323486328, 0.18415704369544983, 0.6734889149665833, -0.13448099792003632]",3.3310396671295166,0.0030521322041749954,0.01270945742726326,0.018709709867835045,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,2,11,7,5.8516272235006905,28,"[-0.4612662196159363, 0.23760530352592468, 0.049553122371435165, 0.27113160490989685, 0.22450633347034454, 0.13010764122009277, 0.07414592057466507, 0.01686198264360428, -0.456661194562912, -0.09640979766845703, 0.07029213756322861, -1000000000.0, -0.022298209369182587, -0.15090158581733704, -0.30418041348457336, -0.17420503497123718, -0.22925691306591034, -0.025545164942741394, 0.034328412264585495, -0.4847111701965332, -0.04727228730916977, -0.39841428399086, -0.10626678168773651, 0.008640605956315994, -0.4433116316795349, -0.10119283199310303, -0.3287797272205353, 0.18385618925094604, 0.6712188720703125, -0.1334303319454193]","[-0.4612662196159363, 0.23760530352592468, 0.049553122371435165, 0.27113160490989685, 0.22450633347034454, 0.13010764122009277, 0.07414592057466507, 0.01686198264360428, -0.456661194562912, -0.09640979766845703, 0.07029213756322861, 0.638831615447998, -0.022298209369182587, -0.15090158581733704, -0.30418041348457336, -0.17420503497123718, -0.22925691306591034, -0.025545164942741394, 0.034328412264585495, -0.4847111701965332, -0.04727228730916977, -0.39841428399086, -0.10626678168773651, 0.008640605956315994, -0.4433116316795349, -0.10119283199310303, -0.3287797272205353, 0.18385618925094604, 0.6712188720703125, -0.1334303319454193]","[-0.4612662196159363, 0.23760530352592468, 0.049553122371435165, 0.27113160490989685, 0.22450633347034454, 0.13010764122009277, 0.07414592057466507, 0.01686198264360428, -0.456661194562912, -0.09640979766845703, 0.07029213756322861, -1000000000.0, -0.022298209369182587, -0.15090158581733704, -0.30418041348457336, -0.17420503497123718, -0.22925691306591034, -0.025545164942741394, 0.034328412264585495, -0.4847111701965332, -0.04727228730916977, -0.39841428399086, -0.10626678168773651, 0.008640605956315994, -0.4433116316795349, -0.10119283199310303, -0.3287797272205353, 0.18385618925094604, 0.6712188720703125, -0.1334303319454193]",3.3312244415283203,0.0038662608712911606,0.015840597450733185,0.023739231750369072,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,2,11,8,6.524445509348955,28,"[-0.46049070358276367, 0.23682650923728943, 0.04918573424220085, 0.2714107036590576, 0.22353200614452362, 0.13150236010551453, 0.07321140915155411, 0.01761501654982567, -0.45608973503112793, -0.09549829363822937, 0.06991756707429886, -1000000000.0, -0.022623106837272644, -0.15054930746555328, -0.30396759510040283, -0.1732218712568283, -0.22863587737083435, -0.02473883330821991, 0.034697141498327255, -0.4845288097858429, -0.04661356657743454, -0.3978225588798523, -0.106385238468647, 0.00906282290816307, -0.4433184862136841, -0.10166341811418533, -0.32770150899887085, 0.1836259365081787, 0.6693418622016907, -0.13256679475307465]","[-0.46049070358276367, 0.23682650923728943, 0.04918573424220085, 0.2714107036590576, 0.22353200614452362, 0.13150236010551453, 0.07321140915155411, 0.01761501654982567, -0.45608973503112793, -0.09549829363822937, 0.06991756707429886, 0.6375808715820312, -0.022623106837272644, -0.15054930746555328, -0.30396759510040283, -0.1732218712568283, -0.22863587737083435, -0.02473883330821991, 0.034697141498327255, -0.4845288097858429, -0.04661356657743454, -0.3978225588798523, -0.106385238468647, 0.00906282290816307, -0.4433184862136841, -0.10166341811418533, -0.32770150899887085, 0.1836259365081787, 0.6693418622016907, -0.13256679475307465]","[-0.46049070358276367, 0.23682650923728943, 0.04918573424220085, 0.2714107036590576, 0.22353200614452362, 0.13150236010551453, 0.07321140915155411, 0.01761501654982567, -0.45608973503112793, -0.09549829363822937, 0.06991756707429886, -1000000000.0, -0.022623106837272644, -0.15054930746555328, -0.30396759510040283, -0.1732218712568283, -0.22863587737083435, -0.02473883330821991, 0.034697141498327255, -0.4845288097858429, -0.04661356657743454, -0.3978225588798523, -0.106385238468647, 0.00906282290816307, -0.4433184862136841, -0.10166341811418533, -0.32770150899887085, 0.1836259365081787, 0.6693418622016907, -0.13256679475307465]",3.3313732147216797,0.00454569049179554,0.01853901892900467,0.027938060462474823,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,3,11 28,0,1.14189922256284,3,"[-0.5233626365661621, 0.24054580926895142, 0.027916986495256424, 0.31700074672698975, 0.21723252534866333, 0.1520167887210846, 0.07192802429199219, 0.0033214017748832703, -0.4829411208629608, -0.07317198812961578, 0.11544666439294815, -1000000000.0, -0.016802329570055008, -0.18208430707454681, -0.35964521765708923, -0.14580397307872772, -0.223223477602005, 0.003390565514564514, 0.054023001343011856, -0.545037567615509, -0.02844291180372238, -0.4206460416316986, -0.06328631192445755, 0.0023513585329055786, -0.5304715633392334, -0.12510743737220764, -0.3424224555492401, 0.20485302805900574, -1000000000.0, -0.14253246784210205]","[-0.5233626365661621, 0.24054580926895142, 0.027916986495256424, 0.31700074672698975, 0.21723252534866333, 0.1520167887210846, 0.07192802429199219, 0.0033214017748832703, -0.4829411208629608, -0.07317198812961578, 0.11544666439294815, 0.715996503829956, -0.016802329570055008, -0.18208430707454681, -0.35964521765708923, -0.14580397307872772, -0.223223477602005, 0.003390565514564514, 0.054023001343011856, -0.545037567615509, -0.02844291180372238, -0.4206460416316986, -0.06328631192445755, 0.0023513585329055786, -0.5304715633392334, -0.12510743737220764, -0.3424224555492401, 0.20485302805900574, 0.6852140426635742, -0.14253246784210205]","[-0.5233626365661621, 0.24054580926895142, 0.027916986495256424, 0.31700074672698975, 0.21723252534866333, 0.1520167887210846, 0.07192802429199219, 0.0033214017748832703, -0.4829411208629608, -0.07317198812961578, 0.11544666439294815, -1000000000.0, -0.016802329570055008, -0.18208430707454681, -0.35964521765708923, -0.14580397307872772, -0.223223477602005, 0.003390565514564514, 0.054023001343011856, -0.545037567615509, -0.02844291180372238, -0.4206460416316986, -0.06328631192445755, 0.0023513585329055786, -0.5304715633392334, -0.12510743737220764, -0.3424224555492401, 0.20485302805900574, -1000000000.0, -0.14253246784210205]",3.304462194442749,0.003056958317756653,0.01674199476838112,0.020753195509314537,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,3,11 28,1,1.8147175084111042,3,"[-0.5235836505889893, 0.23889432847499847, 0.02654581144452095, 0.31916308403015137, 0.21494261920452118, 0.15596067905426025, 0.06952136754989624, 0.005032666027545929, -0.48326924443244934, -0.07006150484085083, 0.11566946655511856, -1000000000.0, -0.017079733312129974, -0.18190568685531616, -0.3607938885688782, -0.14270515739917755, -0.22197656333446503, 0.005760103464126587, 0.0556195043027401, -0.5465785264968872, -0.026748962700366974, -0.4201262891292572, -0.0622827373445034, 0.0028717443346977234, -0.5327789783477783, -0.12684008479118347, -0.34110814332962036, 0.20470651984214783, -1000000000.0, -0.14091815054416656]","[-0.5235836505889893, 0.23889432847499847, 0.02654581144452095, 0.31916308403015137, 0.21494261920452118, 0.15596067905426025, 0.06952136754989624, 0.005032666027545929, -0.48326924443244934, -0.07006150484085083, 0.11566946655511856, 0.7152618169784546, -0.017079733312129974, -0.18190568685531616, -0.3607938885688782, -0.14270515739917755, -0.22197656333446503, 0.005760103464126587, 0.0556195043027401, -0.5465785264968872, -0.026748962700366974, -0.4201262891292572, -0.0622827373445034, 0.0028717443346977234, -0.5327789783477783, -0.12684008479118347, -0.34110814332962036, 0.20470651984214783, 0.6815738677978516, -0.14091815054416656]","[-0.5235836505889893, 0.23889432847499847, 0.02654581144452095, 0.31916308403015137, 0.21494261920452118, 0.15596067905426025, 0.06952136754989624, 0.005032666027545929, -0.48326924443244934, -0.07006150484085083, 0.11566946655511856, -1000000000.0, -0.017079733312129974, -0.18190568685531616, -0.3607938885688782, -0.14270515739917755, -0.22197656333446503, 0.005760103464126587, 0.0556195043027401, -0.5465785264968872, -0.026748962700366974, -0.4201262891292572, -0.0622827373445034, 0.0028717443346977234, -0.5327789783477783, -0.12684008479118347, -0.34110814332962036, 0.20470651984214783, -1000000000.0, -0.14091815054416656]",3.304417371749878,0.0015489887446165085,0.00824075285345316,0.010658462531864643,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,3,11 28,2,2.4875357942593688,3,"[-0.5233519077301025, 0.23704534769058228, 0.025061581283807755, 0.32106447219848633, 0.2123829573392868, 0.1600319743156433, 0.06697355955839157, 0.00702609121799469, -0.4833012521266937, -0.06679052859544754, 0.11560005694627762, -1000000000.0, -0.01736217364668846, -0.18176591396331787, -0.3615715503692627, -0.13955608010292053, -0.22062289714813232, 0.008377790451049805, 0.05715135857462883, -0.5479173064231873, -0.024948514997959137, -0.4194752275943756, -0.06119939684867859, 0.0033761262893676758, -0.5347259044647217, -0.12860020995140076, -0.33950987458229065, 0.2045721411705017, -1000000000.0, -0.13912072777748108]","[-0.5233519077301025, 0.23704534769058228, 0.025061581283807755, 0.32106447219848633, 0.2123829573392868, 0.1600319743156433, 0.06697355955839157, 0.00702609121799469, -0.4833012521266937, -0.06679052859544754, 0.11560005694627762, 0.713984489440918, -0.01736217364668846, -0.18176591396331787, -0.3615715503692627, -0.13955608010292053, -0.22062289714813232, 0.008377790451049805, 0.05715135857462883, -0.5479173064231873, -0.024948514997959137, -0.4194752275943756, -0.06119939684867859, 0.0033761262893676758, -0.5347259044647217, -0.12860020995140076, -0.33950987458229065, 0.2045721411705017, 0.6772748231887817, -0.13912072777748108]","[-0.5233519077301025, 0.23704534769058228, 0.025061581283807755, 0.32106447219848633, 0.2123829573392868, 0.1600319743156433, 0.06697355955839157, 0.00702609121799469, -0.4833012521266937, -0.06679052859544754, 0.11560005694627762, -1000000000.0, -0.01736217364668846, -0.18176591396331787, -0.3615715503692627, -0.13955608010292053, -0.22062289714813232, 0.008377790451049805, 0.05715135857462883, -0.5479173064231873, -0.024948514997959137, -0.4194752275943756, -0.06119939684867859, 0.0033761262893676758, -0.5347259044647217, -0.12860020995140076, -0.33950987458229065, 0.2045721411705017, -1000000000.0, -0.13912072777748108]",3.3044028282165527,9.03196632862091e-06,4.811163307749666e-05,6.213776941876858e-05,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,3,11 28,3,3.1603540801076333,3,"[-0.5231664776802063, 0.2353176474571228, 0.023638498038053513, 0.3228777050971985, 0.20996089279651642, 0.16387152671813965, 0.06455996632575989, 0.008931905031204224, -0.4833531677722931, -0.06368660926818848, 0.11556390672922134, -1000000000.0, -0.0176081545650959, -0.18166540563106537, -0.36231914162635803, -0.13658185303211212, -0.21937349438667297, 0.010859876871109009, 0.058601249009370804, -0.54923015832901, -0.023249857127666473, -0.41890469193458557, -0.06013166904449463, 0.0038334913551807404, -0.5365918278694153, -0.13026991486549377, -0.3380550742149353, 0.20445936918258667, -1000000000.0, -0.13744446635246277]","[-0.5231664776802063, 0.2353176474571228, 0.023638498038053513, 0.3228777050971985, 0.20996089279651642, 0.16387152671813965, 0.06455996632575989, 0.008931905031204224, -0.4833531677722931, -0.06368660926818848, 0.11556390672922134, 0.7128297090530396, -0.0176081545650959, -0.18166540563106537, -0.36231914162635803, -0.13658185303211212, -0.21937349438667297, 0.010859876871109009, 0.058601249009370804, -0.54923015832901, -0.023249857127666473, -0.41890469193458557, -0.06013166904449463, 0.0038334913551807404, -0.5365918278694153, -0.13026991486549377, -0.3380550742149353, 0.20445936918258667, 0.6732174158096313, -0.13744446635246277]","[-0.5231664776802063, 0.2353176474571228, 0.023638498038053513, 0.3228777050971985, 0.20996089279651642, 0.16387152671813965, 0.06455996632575989, 0.008931905031204224, -0.4833531677722931, -0.06368660926818848, 0.11556390672922134, -1000000000.0, -0.0176081545650959, -0.18166540563106537, -0.36231914162635803, -0.13658185303211212, -0.21937349438667297, 0.010859876871109009, 0.058601249009370804, -0.54923015832901, -0.023249857127666473, -0.41890469193458557, -0.06013166904449463, 0.0038334913551807404, -0.5365918278694153, -0.13026991486549377, -0.3380550742149353, 0.20445936918258667, -1000000000.0, -0.13744446635246277]",3.304382085800171,0.0014826338738203049,0.007991570048034191,0.010192517191171646,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,3,11 28,4,3.833172365955898,3,"[-0.522811233997345, 0.2335929274559021, 0.022267702966928482, 0.32453709840774536, 0.20753000676631927, 0.1675294041633606, 0.06218307465314865, 0.01082213968038559, -0.4832702577114105, -0.06070602685213089, 0.1154434010386467, -1000000000.0, -0.017881345003843307, -0.1814509779214859, -0.3629072606563568, -0.13373935222625732, -0.2181527018547058, 0.013278275728225708, 0.059945736080408096, -0.5503177642822266, -0.021572940051555634, -0.41827651858329773, -0.05916336923837662, 0.004301389679312706, -0.5382049679756165, -0.13180768489837646, -0.3365701138973236, 0.20429222285747528, -1000000000.0, -0.13578370213508606]","[-0.522811233997345, 0.2335929274559021, 0.022267702966928482, 0.32453709840774536, 0.20753000676631927, 0.1675294041633606, 0.06218307465314865, 0.01082213968038559, -0.4832702577114105, -0.06070602685213089, 0.1154434010386467, 0.7114889621734619, -0.017881345003843307, -0.1814509779214859, -0.3629072606563568, -0.13373935222625732, -0.2181527018547058, 0.013278275728225708, 0.059945736080408096, -0.5503177642822266, -0.021572940051555634, -0.41827651858329773, -0.05916336923837662, 0.004301389679312706, -0.5382049679756165, -0.13180768489837646, -0.3365701138973236, 0.20429222285747528, 0.6691346168518066, -0.13578370213508606]","[-0.522811233997345, 0.2335929274559021, 0.022267702966928482, 0.32453709840774536, 0.20753000676631927, 0.1675294041633606, 0.06218307465314865, 0.01082213968038559, -0.4832702577114105, -0.06070602685213089, 0.1154434010386467, -1000000000.0, -0.017881345003843307, -0.1814509779214859, -0.3629072606563568, -0.13373935222625732, -0.2181527018547058, 0.013278275728225708, 0.059945736080408096, -0.5503177642822266, -0.021572940051555634, -0.41827651858329773, -0.05916336923837662, 0.004301389679312706, -0.5382049679756165, -0.13180768489837646, -0.3365701138973236, 0.20429222285747528, -1000000000.0, -0.13578370213508606]",3.304375171661377,0.0028933435678482056,0.015540236607193947,0.02002435177564621,"tanh(y/10), not training-split z-score"
ieee5,505,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_rl_training_improvement/ieee5_T3/final_dad/seed_505/best_checkpoint.pt,3,11 28,5,4.505990651804162,3,"[-0.5224823355674744, 0.23185251653194427, 0.020836781710386276, 0.32610195875167847, 0.20508913695812225, 0.17102357745170593, 0.05984177440404892, 0.012625560164451599, -0.48301997780799866, -0.057755112648010254, 0.11537998169660568, -1000000000.0, -0.01814376935362816, -0.18122290074825287, -0.36347153782844543, -0.13091354072093964, -0.21695201098918915, 0.01572292298078537, 0.06123020127415657, -0.5513089895248413, -0.019846320152282715, -0.41761258244514465, -0.05813749134540558, 0.004752639681100845, -0.5398273468017578, -0.13327904045581818, -0.3350481688976288, 0.2041158378124237, -1000000000.0, -0.13418178260326385]","[-0.5224823355674744, 0.23185251653194427, 0.020836781710386276, 0.32610195875167847, 0.20508913695812225, 0.17102357745170593, 0.05984177440404892, 0.012625560164451599, -0.48301997780799866, -0.057755112648010254, 0.11537998169660568, 0.7101982831954956, -0.01814376935362816, -0.18122290074825287, -0.36347153782844543, -0.13091354072093964, -0.21695201098918915, 0.01572292298078537, 0.06123020127415657, -0.5513089895248413, -0.019846320152282715, -0.41761258244514465, -0.05813749134540558, 0.004752639681100845, -0.5398273468017578, -0.13327904045581818, -0.3350481688976288, 0.2041158378124237, 0.6650147438049316, -0.13418178260326385]","[-0.5224823355674744, 0.23185251653194427, 0.020836781710386276, 0.32610195875167847, 0.20508913695812225, 0.17102357745170593, 0.05984177440404892, 0.012625560164451599, -0.48301997780799866, -0.057755112648010254, 0.11537998169660568, -1000000000.0, -0.01814376935362816, -0.18122290074825287, -0.36347153782844543, -0.13091354072093964, -0.21695201098918915, 0.01572292298078537, 0.06123020127415657, -0.5513089895248413, -0.019846320152282715, -0.41761258244514465, -0.05813749134540558, 0.004752639681100845, -0.5398273468017578, -0.13327904045581818, -0.3350481688976288, 0.2041158378124237, -1000000000.0, -0.13418178260326385]",3.304373025894165,0.0042799245566129684,0.022960111498832703,0.02975320816040039,"tanh(y/10), not training-split z-score"
