update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.20039063692092896,0.20039063692092896,MoE-sBOED,0.2968904972076416,64,3.9687869548797607,1.3842381238937378,0.009459350258111954,0.2647498846054077,0.11914263665676117,,,,,,,,,,,
2,0.20390625298023224,0.20390625298023224,MoE-sBOED,0.05692315101623535,128,3.9676437377929688,1.3851203918457031,0.019339872524142265,0.2611207962036133,0.11922071874141693,,,,,,,,,,,
3,0.19019532203674316,0.19019532203674316,MoE-sBOED,0.060843706130981445,192,3.966062307357788,1.3858280181884766,0.03431292250752449,0.25978338718414307,0.1193307489156723,,,,,,,,,,,
4,0.19757813215255737,0.19757813215255737,MoE-sBOED,0.07134628295898438,256,3.9649147987365723,1.3858404159545898,0.04927106574177742,0.26070481538772583,0.11945510655641556,,,,,,,,,,,
5,0.19968749582767487,0.19968749582767487,MoE-sBOED,0.06450581550598145,320,3.959047794342041,1.3852509260177612,0.07663549482822418,0.26830047369003296,0.11959180235862732,,,,,,,,,,,
6,0.2123437523841858,0.2123437523841858,MoE-sBOED,0.0559847354888916,384,3.955104351043701,1.3824455738067627,0.11095062643289566,0.28784051537513733,0.11973761022090912,,,,,,,,,,,
7,0.19511719048023224,0.19511719048023224,MoE-sBOED,0.057302236557006836,448,3.940906047821045,1.3745543956756592,0.14342185854911804,0.31782397627830505,0.11988822370767593,,,,,,,,,,,
8,0.1940625011920929,0.1940625011920929,MoE-sBOED,0.05759716033935547,512,3.925901174545288,1.359625220298767,0.16169588267803192,0.3538096845149994,0.12004386633634567,,,,,,,,,,,
9,0.19089844822883606,0.19089844822883606,MoE-sBOED,0.08345437049865723,576,3.8738086223602295,1.336549162864685,0.17835476994514465,0.39345380663871765,0.12020551413297653,,,,,,,,,,,
10,0.20320312678813934,0.21687500178813934,MoE-sBOED,0.06346654891967773,640,3.8267619609832764,1.3170078992843628,0.18897414207458496,0.42048048973083496,0.12036547809839249,,,,,,,,,,,
11,0.18703125417232513,0.18703125417232513,MoE-sBOED,0.0744783878326416,704,3.7960009574890137,1.286625862121582,0.19451875984668732,0.45626041293144226,0.12054058164358139,,,,,,,,,,,
12,0.1866796910762787,0.1866796910762787,MoE-sBOED,0.05282115936279297,768,3.567786693572998,1.2288234233856201,0.21064402163028717,0.5120540857315063,0.1207260936498642,,,,,,,,,,,
13,0.1859765648841858,0.1859765648841858,MoE-sBOED,0.05272316932678223,832,3.4018123149871826,1.2153757810592651,0.2178221195936203,0.5232685208320618,0.12087913602590561,,,,,,,,,,,
14,0.17015625536441803,0.17015625536441803,MoE-sBOED,0.05218672752380371,896,3.245795249938965,1.2162084579467773,0.2155536264181137,0.5228440165519714,0.12101919203996658,,,,,,,,,,,
15,0.1757812649011612,0.1757812649011612,MoE-sBOED,0.05226850509643555,960,3.098883628845215,1.2191736698150635,0.20998863875865936,0.520379364490509,0.12114018201828003,,,,,,,,,,,
16,0.1655859351158142,0.1655859351158142,MoE-sBOED,0.051544904708862305,1024,2.9256980419158936,1.2238218784332275,0.20757336914539337,0.515993595123291,0.1212424486875534,,,,,,,,,,,
17,0.1736718863248825,0.18226563930511475,MoE-sBOED,0.05254507064819336,1088,2.8740603923797607,1.2613967657089233,0.20272479951381683,0.481047123670578,0.12130176275968552,,,,,,,,,,,
18,0.15468749403953552,0.15468749403953552,MoE-sBOED,0.05156373977661133,1152,2.6283843517303467,1.2935054302215576,0.19773322343826294,0.44722113013267517,0.12137667089700699,,,,,,,,,,,
19,0.16312500834465027,0.16312500834465027,MoE-sBOED,0.05115222930908203,1216,2.7283143997192383,1.3101348876953125,0.19695277512073517,0.4284912347793579,0.12143632769584656,,,,,,,,,,,
20,0.1778906285762787,0.1778906285762787,MoE-sBOED,0.05160951614379883,1280,2.4313015937805176,1.300606608390808,0.2011117935180664,0.4405967593193054,0.12153137475252151,,,,,,,,,,,
21,0.1669921875,0.1669921875,MoE-sBOED,0.05167961120605469,1344,2.811004638671875,1.3292373418807983,0.20022384822368622,0.4027272164821625,0.12155226618051529,,,,,,,,,,,
22,0.1655859351158142,0.17066407203674316,MoE-sBOED,0.05179405212402344,1408,2.877466917037964,1.3521345853805542,0.19617529213428497,0.36150312423706055,0.1215684786438942,,,,,,,,,,,
23,0.1655859351158142,0.1655859351158142,MoE-sBOED,0.0517117977142334,1472,2.61120343208313,1.3541277647018433,0.1933792531490326,0.36029717326164246,0.12165690958499908,,,,,,,,,,,
24,0.15996094048023224,0.15996094048023224,MoE-sBOED,0.05187797546386719,1536,2.882577419281006,1.3672559261322021,0.1911298781633377,0.326906681060791,0.1216907948255539,,,,,,,,,,,
25,0.16171875596046448,0.16171875596046448,MoE-sBOED,0.05132794380187988,1600,2.9214494228363037,1.3743932247161865,0.1920984834432602,0.30177563428878784,0.12170891463756561,0.15556640625,0.05326171875,1,-0.0,0.0078125,0.0,1,0.0,100.05326171875,0,required
26,0.17261718213558197,0.17261718213558197,MoE-sBOED,0.050000905990600586,1664,2.587604284286499,1.373663306236267,0.1952202171087265,0.31463298201560974,0.12177694588899612,,,,,,,,,,,
27,0.16734375059604645,0.16734375059604645,MoE-sBOED,0.050754547119140625,1728,2.551267385482788,1.3722223043441772,0.19404922425746918,0.3218437433242798,0.12182952463626862,,,,,,,,,,,
28,0.1641796976327896,0.1641796976327896,MoE-sBOED,0.051874399185180664,1792,2.3703646659851074,1.3744187355041504,0.18966881930828094,0.3150757849216461,0.12183937430381775,,,,,,,,,,,
29,0.16066406667232513,0.16066406667232513,MoE-sBOED,0.05114316940307617,1856,2.7872371673583984,1.3774821758270264,0.18377889692783356,0.2887967526912689,0.12179196625947952,,,,,,,,,,,
30,0.17332032322883606,0.17332032322883606,MoE-sBOED,0.052312612533569336,1920,2.7937326431274414,1.3778257369995117,0.18105846643447876,0.2944718599319458,0.12181432545185089,,,,,,,,,,,
31,0.15117189288139343,0.15117189288139343,MoE-sBOED,0.051785945892333984,1984,2.6839606761932373,1.3775112628936768,0.1760425567626953,0.30026522278785706,0.1218544989824295,,,,,,,,,,,
32,0.16593751311302185,0.16593751311302185,MoE-sBOED,0.05275869369506836,2048,2.682661771774292,1.3786195516586304,0.1695343405008316,0.29783114790916443,0.12188305705785751,,,,,,,,,,,
33,0.17578125,0.17578125,MoE-sBOED,0.05177116394042969,2112,2.64802885055542,1.3794105052947998,0.1636999249458313,0.2972181439399719,0.1219027042388916,,,,,,,,,,,
34,0.15925781428813934,0.15925781428813934,MoE-sBOED,0.05277538299560547,2176,2.748080015182495,1.3768558502197266,0.16005034744739532,0.30746814608573914,0.12190551310777664,,,,,,,,,,,
35,0.17050781846046448,0.17050781846046448,MoE-sBOED,0.050644636154174805,2240,2.8331379890441895,1.36856210231781,0.16178585588932037,0.3288646340370178,0.12192194163799286,,,,,,,,,,,
36,0.16347657144069672,0.16347657144069672,MoE-sBOED,0.05163908004760742,2304,2.490121364593506,1.3437819480895996,0.16431857645511627,0.376762330532074,0.12196110934019089,,,,,,,,,,,
