first_action,y1,second_action
0,-2.0,4
0,-1.6363636363636362,4
0,-1.2727272727272727,4
0,-0.9090909090909092,4
0,-0.5454545454545454,4
0,-0.18181818181818166,4
0,0.18181818181818166,4
0,0.5454545454545454,4
0,0.9090909090909092,4
0,1.272727272727273,4
0,1.6363636363636367,4
0,2.0,4
