system,seed,learned_mean_cost,learned_std_cost,best_fixed_cost,adaptive_reference_cost,adaptive_advantage_recovered,dominant_sequence,xi2_action_variation_across_y1_bins,mi_y1_xi2,observation_dependent,replay_mean_paired_diff,replay_median_paired_diff,replay_std_error,replay_ci95_low,replay_ci95_high,replay_fraction_a_lower,replay_fraction_b_lower,replay_fraction_tied,replay_n,replay_n_bootstrap
ieee5,101,0.8354166666666667,0.14928940481122197,0.8647216796874999,0.8352050781249999,0.9928315412186333,9 2,2,0.4359042375999336,True,-0.03229166666666667,0.0,0.0038774147065748963,-0.04010416666666667,-0.025000000000000005,0.1076388888888889,0.0,0.8923611111111112,576,10000
ieee5,202,0.8333333333333334,0.149071198499986,0.8647216796874999,0.8352050781249999,1.0634132892197359,14 2,2,0.4045670099126619,True,-0.03385416666666667,0.0,0.003958512105040074,-0.04166666666666667,-0.02604166666666667,0.11284722222222222,0.0,0.8871527777777778,576,10000
ieee5,303,0.8364583333333333,0.14938749366626677,0.8647216796874999,0.8352050781249999,0.9575406672180838,15 22,2,0.3935821823753669,True,-0.03229166666666667,0.0,0.0038774147065748963,-0.04010416666666667,-0.025000000000000005,0.1076388888888889,0.0,0.8923611111111112,576,10000
ieee5,404,0.8343750000000001,0.14918397827850016,0.8647216796874999,0.8352050781249999,1.0281224152191826,25 9,2,0.5531510104115552,True,-0.03229166666666667,0.0,0.0038774147065748963,-0.04010416666666667,-0.025000000000000005,0.1076388888888889,0.0,0.8923611111111112,576,10000
ieee5,505,0.8364583333333334,0.14938749366626677,0.8647216796874999,0.8352050781249999,0.9575406672180801,25 2,2,0.41962253224104,True,-0.03385416666666667,0.0,0.003958512105040074,-0.04166666666666668,-0.02604166666666667,0.11284722222222222,0.0,0.8871527777777778,576,10000
ieee5,606,0.8354166666666667,0.14928940481122197,0.8647216796874999,0.8352050781249999,0.9928315412186333,14 2,2,0.49131850143935907,True,-0.03177083333333334,0.0,0.004055991627918972,-0.04010416666666667,-0.02395833333333334,0.1111111111111111,0.005208333333333333,0.8836805555555556,576,10000
ieee5,707,0.8359375,0.14933936551944368,0.8647216796874999,0.8352050781249999,0.9751861042183585,25 2,2,0.31612588783862783,True,-0.03437500000000001,0.0,0.004052558907116857,-0.04218750000000001,-0.026562500000000003,0.11631944444444445,0.001736111111111111,0.8819444444444444,576,10000
ieee5,808,0.8338541666666666,0.1491285085621533,0.8647216796874999,0.8352050781249999,1.0457678522194649,14 2,2,0.45814957523667404,True,-0.03333333333333334,0.0,0.003931785497463925,-0.04114583333333334,-0.02604166666666667,0.1111111111111111,0.0,0.8888888888888888,576,10000
