epoch,train_mean_u_ctrl,validation_mean_u_ctrl,validation_safety,best_so_far_validation_u_ctrl,policy_entropy,dominant_sequence_fraction,unique_sequence_count,grad_norm,advantage_mean,advantage_std,terminal_cost_unique_count,terminal_cost_modal_fraction,fixed_validation_mean_u_ctrl
0,0.8692307692307691,0.9416666666666668,1.0,0.9416666666666668,3.382729580769172,1.0,1,0.0686554131763322,0.019757021318824106,0.1147804669168676,5,0.40384615384615385,0.8416666666666668
1,0.8769230769230769,0.9416666666666668,1.0,0.9416666666666668,3.3824622676922727,1.0,1,0.07910394508923803,-0.009041333301041522,0.11648399489128958,5,0.34615384615384615,0.8416666666666668
2,0.8884615384615384,0.9416666666666668,1.0,0.9416666666666668,3.382291637934171,1.0,1,0.06695061336670603,0.00019318912555853966,0.11297873612354721,5,0.38461538461538464,0.8416666666666668
3,0.9192307692307692,0.8333333333333334,1.0,0.8333333333333334,3.3819109614078817,1.0,1,0.06144864484667778,-0.010505728655455703,0.09178211867197064,4,0.5,0.8416666666666668
4,0.9230769230769229,0.8333333333333334,1.0,0.8333333333333334,3.3814649352660546,1.0,1,0.047705886619431634,-0.00402704851933719,0.07864836184047667,4,0.46153846153846156,0.8416666666666668
5,0.8884615384615384,0.8999999999999999,1.0,0.8333333333333334,3.3806674663837137,1.0,1,0.07225986091153962,0.007405728335571778,0.11144753671506956,5,0.36538461538461536,0.8416666666666668
6,0.9115384615384616,0.8583333333333334,1.0,0.8333333333333334,3.380223104586968,1.0,1,0.07120733016303607,-0.0016199013471915281,0.10335960651201896,5,0.4807692307692308,0.8416666666666668
7,0.8576923076923078,0.8999999999999999,1.0,0.8333333333333334,3.3799236508516164,1.0,1,0.0936656626207488,0.011206776620818761,0.13339507201880338,5,0.36538461538461536,0.8416666666666668
8,0.8769230769230769,0.8999999999999999,1.0,0.8333333333333334,3.3783813485732446,1.0,1,0.07051244058779307,-0.00600488764826309,0.11129029057265552,5,0.3269230769230769,0.8416666666666668
9,0.9057692307692308,0.8999999999999999,1.0,0.8333333333333334,3.376558950314155,1.0,1,0.06404221536857742,-0.005257263792361024,0.08938012151292295,5,0.4807692307692308,0.8416666666666668
10,0.9019230769230769,0.8999999999999999,1.0,0.8333333333333334,3.37645017183744,1.0,1,0.06606483459472656,0.0011425030279347825,0.10106670665590713,5,0.40384615384615385,0.8416666666666668
11,0.8865384615384616,0.8916666666666666,1.0,0.8333333333333334,3.3737489810356727,1.0,1,0.07807270756789617,0.005159208330427568,0.09887202807170166,4,0.34615384615384615,0.8416666666666668
12,0.9000000000000001,0.8916666666666666,1.0,0.8333333333333334,3.36702600809244,1.0,1,0.09351023020488876,-0.006301443725684016,0.10849094522628266,5,0.40384615384615385,0.8416666666666668
13,0.8423076923076924,0.8916666666666666,1.0,0.8333333333333334,3.36283155129506,1.0,1,0.11432931891509465,0.006857945874982373,0.1284058827134912,5,0.28846153846153844,0.8416666666666668
14,0.9096153846153844,0.8916666666666666,1.0,0.8333333333333334,3.360973972540635,1.0,1,0.06987915773476873,-0.006250285120449292,0.08113718930862847,4,0.5384615384615384,0.8416666666666668
15,0.8692307692307691,0.8916666666666666,1.0,0.8333333333333334,3.3601053678072414,1.0,1,0.10980017802545003,-0.0038855445498464434,0.12769469820303445,5,0.40384615384615385,0.8416666666666668
16,0.8749999999999999,0.8916666666666666,1.0,0.8333333333333334,3.357538030697749,1.0,1,0.09043549001216888,0.009280632362519668,0.10752528924028697,5,0.38461538461538464,0.8416666666666668
17,0.8903846153846154,0.8916666666666666,1.0,0.8333333333333334,3.3488254180321326,1.0,1,0.11031188709395272,-0.0003430317383815803,0.11440067018828193,5,0.4230769230769231,0.8416666666666668
18,0.8980769230769231,0.8916666666666666,1.0,0.8333333333333334,3.3542368228618917,1.0,1,0.09106967491762978,-0.004417813433003098,0.1016908610806435,5,0.38461538461538464,0.8416666666666668
19,0.9019230769230769,0.8916666666666666,1.0,0.8333333333333334,3.3584369650253882,1.0,1,0.09980682177203042,0.0024774543632024625,0.11142066114629162,5,0.46153846153846156,0.8416666666666668
