update,mean_train_u_ctrl,policy_loss,value_loss,entropy,approximate_kl,zero_intermediate_reward_fraction,reward_mode,method,init_mode,validation_mean_u_ctrl,validation_unique_sequences,validation_dominant_fraction
1,0.8625,-0.11615179479122162,0.00479779252782464,3.35833740234375,-0.016658881679177284,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
2,0.8812500000000001,-0.06352466344833374,0.0035759862512350082,3.349043846130371,-0.004933953285217285,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
3,0.875,-0.060159821063280106,0.009197846986353397,3.3385798931121826,-0.007096543908119202,0.75,rl_sboed_stepwise,RL-sBOED,random,,,
4,0.7875,-0.050594013184309006,0.009327019564807415,3.327390670776367,-0.0008470614557154477,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
5,0.85,-0.04110400378704071,0.007679235190153122,3.319681167602539,-0.010109946131706238,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
6,0.81875,-0.038964688777923584,0.00835990346968174,3.3121626377105713,0.003029515268281102,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
7,0.8812500000000001,-0.04753357917070389,0.003350161714479327,3.3008460998535156,0.006269305944442749,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
8,0.8625,-0.030631685629487038,0.006874637212604284,3.292712450027466,-0.002181142568588257,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
9,0.89375,-0.043619997799396515,0.003260941943153739,3.28788685798645,0.0003578017058316618,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
10,0.8625,-0.04369600489735603,0.005812921095639467,3.276860237121582,-0.0002487798628862947,0.4375,rl_sboed_stepwise,RL-sBOED,random,0.9046875000000001,1,1.0
11,0.84375,-0.0531620979309082,0.005911832209676504,3.2615175247192383,-0.00016591946769040078,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
12,0.875,-0.04890420287847519,0.00672836834564805,3.244194746017456,-0.001363863586448133,0.5625,rl_sboed_stepwise,RL-sBOED,random,,,
13,0.8625,-0.05000235140323639,0.0066994125954806805,3.22757887840271,-0.004256462212651968,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
14,0.93125,-0.03813619166612625,0.0028816417325288057,3.197951555252075,-0.013452510349452496,0.5,rl_sboed_stepwise,RL-sBOED,random,,,
15,0.825,-0.05867535620927811,0.006695365067571402,3.1328461170196533,0.016532884910702705,0.25,rl_sboed_stepwise,RL-sBOED,random,,,
16,0.8625,-0.04839979484677315,0.006233206018805504,3.099393844604492,-0.008398796431720257,0.375,rl_sboed_stepwise,RL-sBOED,random,,,
17,0.86875,-0.045165106654167175,0.0036186755169183016,3.005577802658081,-0.0019564281683415174,0.25,rl_sboed_stepwise,RL-sBOED,random,,,
18,0.8125,-0.03876210376620293,0.007573555689305067,2.9691810607910156,-0.0006882150773890316,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
19,0.9,-0.048029668629169464,0.0030242546927183867,2.8960723876953125,0.012181336991488934,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
20,0.79375,-0.07796570658683777,0.008722813799977303,2.8898134231567383,-0.0020334869623184204,0.3125,rl_sboed_stepwise,RL-sBOED,random,0.9046875000000001,1,1.0
21,0.8250000000000001,-0.029608353972434998,0.004641426727175713,2.8073151111602783,0.0021532922983169556,0.125,rl_sboed_stepwise,RL-sBOED,random,,,
22,0.8875,-0.048828840255737305,0.003372432664036751,2.7178704738616943,-0.002228759229183197,0.4375,rl_sboed_stepwise,RL-sBOED,random,,,
23,0.81875,-0.04110640287399292,0.006170682609081268,2.5873186588287354,0.0170818492770195,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
24,0.84375,-0.03421740233898163,0.004018838983029127,2.576082944869995,-0.0008871803875081241,0.25,rl_sboed_stepwise,RL-sBOED,random,,,
25,0.825,-0.03387630730867386,0.003513418138027191,2.5297210216522217,0.005637645721435547,0.0625,rl_sboed_stepwise,RL-sBOED,random,,,
26,0.85625,-0.037100400775671005,0.0037366400938481092,2.4869613647460938,-0.001612802385352552,0.25,rl_sboed_stepwise,RL-sBOED,random,,,
27,0.9375,-0.02508688159286976,0.0026888910215348005,2.4351818561553955,0.001940123736858368,0.5625,rl_sboed_stepwise,RL-sBOED,random,,,
28,0.86875,-0.02395724132657051,0.004255475010722876,2.4440035820007324,-0.016132956370711327,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
29,0.83125,-0.02867077849805355,0.004399442579597235,2.4112672805786133,0.012870077975094318,0.125,rl_sboed_stepwise,RL-sBOED,random,,,
30,0.8937499999999999,-0.03745780885219574,0.002708558924496174,2.426072835922241,-0.01380245853215456,0.375,rl_sboed_stepwise,RL-sBOED,random,0.9015625,1,1.0
31,0.83125,-0.023949014022946358,0.003259741934016347,2.467047691345215,0.00383150577545166,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
32,0.81875,-0.028914514929056168,0.0050072562880814075,2.4856960773468018,-0.011864840984344482,0.3125,rl_sboed_stepwise,RL-sBOED,random,,,
33,0.8875,-0.026451464742422104,0.0015915083931759,2.476196527481079,-0.0035456568002700806,0.1875,rl_sboed_stepwise,RL-sBOED,random,,,
