update,mean_train_u_ctrl,policy_loss,value_loss,entropy,approximate_kl,zero_intermediate_reward_fraction,reward_mode,method,init_mode,validation_mean_u_ctrl,validation_unique_sequences,validation_dominant_fraction
1,0.8625,-0.11072918772697449,0.03826243057847023,3.3572731018066406,-0.026899343356490135,0.0,dad_terminal,DAD,random,,,
2,0.8812500000000001,-0.06974943727254868,0.026934660971164703,3.3470523357391357,0.0006335477228276432,0.0,dad_terminal,DAD,random,,,
3,0.875,-0.04833676293492317,0.025581499561667442,3.335507392883301,0.01733560301363468,0.0,dad_terminal,DAD,random,,,
4,0.775,-0.04001735895872116,0.012845810502767563,3.3245561122894287,0.021033748984336853,0.0,dad_terminal,DAD,random,,,
5,0.85,-0.0441521517932415,0.011589091271162033,3.3162453174591064,-0.01023861300200224,0.0,dad_terminal,DAD,random,,,
6,0.8,-0.034521862864494324,0.008605844341218472,3.3096659183502197,-0.0010393609991297126,0.0,dad_terminal,DAD,random,,,
7,0.9,-0.0333888977766037,0.004273165483027697,3.3053951263427734,0.014065529219806194,0.0,dad_terminal,DAD,random,,,
8,0.8625,-0.04808713495731354,0.012169226072728634,3.3039729595184326,-0.005639965180307627,0.0,dad_terminal,DAD,random,,,
9,0.8875,-0.04052349179983139,0.005580386612564325,3.2988226413726807,0.008725340478122234,0.0,dad_terminal,DAD,random,,,
10,0.8812500000000001,-0.051906075328588486,0.00830895733088255,3.2950737476348877,-0.0018881013384088874,0.0,dad_terminal,DAD,random,0.9140625,1,1.0
11,0.8500000000000001,-0.06844974309206009,0.0070277792401611805,3.2865991592407227,0.005891581531614065,0.0,dad_terminal,DAD,random,,,
12,0.875,-0.03198835253715515,0.011226922273635864,3.2773618698120117,-0.011947721242904663,0.0,dad_terminal,DAD,random,,,
13,0.8374999999999999,-0.05289497226476669,0.00826504547148943,3.273414373397827,0.0035197187680751085,0.0,dad_terminal,DAD,random,,,
14,0.94375,-0.04941887408494949,0.004552940372377634,3.2705585956573486,-0.001419365406036377,0.0,dad_terminal,DAD,random,,,
15,0.80625,-0.05560840666294098,0.007547825109213591,3.264094591140747,0.009575754404067993,0.0,dad_terminal,DAD,random,,,
16,0.875,-0.042715031653642654,0.015703359618782997,3.2484753131866455,0.005458712577819824,0.0,dad_terminal,DAD,random,,,
17,0.86875,-0.03875969350337982,0.008922059088945389,3.2422330379486084,-0.004510963801294565,0.0,dad_terminal,DAD,random,,,
18,0.79375,-0.045519307255744934,0.00943772867321968,3.2437822818756104,0.0016659945249557495,0.0,dad_terminal,DAD,random,,,
19,0.9,-0.057352691888809204,0.012023702263832092,3.236069917678833,0.0008771221037022769,0.0,dad_terminal,DAD,random,,,
20,0.81875,-0.034598127007484436,0.010862166993319988,3.214901924133301,-0.013804212212562561,0.0,dad_terminal,DAD,random,0.8625,1,1.0
21,0.8125,-0.04051203280687332,0.004177193623036146,3.1941111087799072,0.0006619393825531006,0.0,dad_terminal,DAD,random,,,
22,0.8812500000000001,-0.04228987172245979,0.006668624933809042,3.1791515350341797,0.004977375268936157,0.0,dad_terminal,DAD,random,,,
23,0.8687499999999999,-0.04274184629321098,0.008010423742234707,3.1817142963409424,0.0011230260133743286,0.0,dad_terminal,DAD,random,,,
24,0.8562500000000001,-0.037970080971717834,0.006492534652352333,3.19277286529541,0.004707276821136475,0.0,dad_terminal,DAD,random,,,
25,0.8125,-0.02905759960412979,0.00526820495724678,3.199021577835083,-0.004690711852163076,0.0,dad_terminal,DAD,random,,,
