update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.3225,0.3490625,RL-sBOED,0.6739819049835205,64,4.402723789215088,,,,,,,,,
2,0.353125,0.353125,RL-sBOED,0.47626304626464844,128,4.399737358093262,,,,,,,,,
3,0.3425,0.3425,RL-sBOED,0.4754621982574463,192,4.397992134094238,,,,,,,,,
4,0.34187500000000004,0.34187500000000004,RL-sBOED,0.47364377975463867,256,4.394652366638184,,,,,,,,,
5,0.348125,0.348125,RL-sBOED,0.4712493419647217,320,4.389986038208008,,,,,,,,,
6,0.360625,0.360625,RL-sBOED,0.47241973876953125,384,4.384385585784912,,,,,,,,,
7,0.34187499999999993,0.34187499999999993,RL-sBOED,0.4713175296783447,448,4.376999378204346,,,,,,,,,
8,0.320625,0.320625,RL-sBOED,0.47367286682128906,512,4.367681503295898,,,,,,,,,
9,0.345,0.345,RL-sBOED,0.4732038974761963,576,4.360292911529541,,,,,,,,,
10,0.33999999999999997,0.33999999999999997,RL-sBOED,0.47366905212402344,640,4.353240966796875,,,,,,,,,
11,0.3225,0.3225,RL-sBOED,0.4726276397705078,704,4.342527389526367,,,,,,,,,
12,0.31375,0.31375,RL-sBOED,0.47210001945495605,768,4.335064888000488,,,,,,,,,
13,0.336875,0.336875,RL-sBOED,0.47399377822875977,832,4.325145721435547,,,,,,,,,
14,0.339375,0.339375,RL-sBOED,0.4739663600921631,896,4.316390037536621,,,,,,,,,
15,0.3325,0.3325,RL-sBOED,0.4739992618560791,960,4.310392379760742,,,,,,,,,
16,0.35062499999999996,0.35062499999999996,RL-sBOED,0.4729268550872803,1024,4.299529075622559,,,,,,,,,
17,0.314375,0.314375,RL-sBOED,0.47171521186828613,1088,4.2866010665893555,,,,,,,,,
18,0.315625,0.315625,RL-sBOED,0.4715142250061035,1152,4.272597789764404,,,,,,,,,
19,0.304375,0.304375,RL-sBOED,0.4757533073425293,1216,4.259503364562988,,,,,,,,,
20,0.29312499999999997,0.30874999999999997,RL-sBOED,0.4770781993865967,1280,4.246214389801025,,,,,,,,,
