system,horizon,n_histories_per_xi1,n_hyp_outer,n_hyp_inner,case,best_xi1_for_adaptive_planning,J_adaptive_best_xi1,J_common_best_xi1,Delta_adaptive_best_xi1,ci95_low_best_xi1,ci95_high_best_xi1,n_unique_optimal_xi2_best_xi1,dominant_xi2_fraction_best_xi1,near_tie_rate_best_xi1,mean_Delta_adaptive_all_xi1,max_Delta_adaptive_all_xi1,fraction_xi1_with_significant_Delta,mean_n_unique_xi2,mean_dominant_fraction,mean_near_tie_rate,median_gap_best_second,mean_gap_best_second,dad_action_agreement,dad_mean_regret,dad_mean_regret_clipped,uses_offline_banks_only,used_confirmation_split
ieee5,3,256,96,48,B,20,0.834529537624783,0.834539286295573,9.748670789943951e-06,-0.001426542070176854,0.0014505343967014,25,0.08203125,0.0625,-0.0006211881284360542,0.00025329589843748777,0.0,26.7,0.12278645833333333,0.14388020833333334,0.0016493055555555358,0.0028042319968894667,0.03721354166666667,0.0007954553674768474,0.003674914889865449,True,False
ieee9,3,100,48,24,B,0,0.9654929687500001,0.965114453125,-0.00037851562500000103,-0.000928940429687504,0.00014668457031250014,30,0.64,0.725,-0.000785738972479424,0.00043680555555557167,0.0,25.944444444444443,0.36962962962962953,0.5067592592592594,6.944444444434428e-05,0.0009753416982323221,0.030545454545454546,0.00010586663510100967,0.00172904513888889,True,False
