rollout_id,theta_test_id,u_myopic,u_fixed,diff_m_minus_f,seq_myopic,seq_fixed,safe_myopic,safe_fixed
917,5,0.7,0.7,0.0,21 4,10 11,True,True
918,6,1.0,1.0,0.0,1 0,10 11,True,True
919,7,1.0,1.0,0.0,1 0,10 11,True,True
920,8,0.45,0.5,-0.04999999999999999,1 3,10 11,True,True
921,9,0.8,0.8,0.0,16 0,10 11,True,True
922,10,0.7,0.5,0.19999999999999996,26 0,10 11,True,True
923,11,0.6,0.6,0.0,1 7,10 11,True,True
924,12,1.0,1.0,0.0,1 0,10 11,True,True
925,13,0.9,0.9,0.0,1 0,10 11,True,True
926,14,0.7,0.7,0.0,1 4,10 11,True,True
927,15,0.6,0.6,0.0,21 25,10 11,True,True
928,0,0.6,0.7,-0.09999999999999998,1 2,10 11,True,True
929,1,0.45,0.45,0.0,1 5,10 11,True,True
930,2,0.7,0.7,0.0,26 1,10 11,True,True
931,3,1.0,1.0,0.0,1 0,10 11,True,True
932,4,0.8,0.8,0.0,1 4,10 11,True,True
933,5,0.7,0.7,0.0,16 25,10 11,True,True
934,6,1.0,1.0,0.0,1 0,10 11,True,True
935,7,1.0,1.0,0.0,1 0,10 11,True,True
936,8,0.7,0.7,0.0,1 2,10 11,True,True
937,9,0.7,0.7,0.0,1 4,10 11,True,True
938,10,0.6,0.7,-0.09999999999999998,1 2,10 11,True,True
939,11,0.6,0.6,0.0,1 2,10 11,True,True
940,12,1.0,1.0,0.0,1 0,10 11,True,True
941,13,0.9,0.9,0.0,6 9,10 11,True,True
942,14,0.7,0.7,0.0,16 0,10 11,True,True
943,15,0.7,0.6,0.09999999999999998,11 4,10 11,True,True
944,0,0.7,0.5,0.19999999999999996,1 3,10 11,True,True
945,1,0.8,0.6,0.20000000000000007,1 4,10 11,True,True
946,2,0.7,0.7,0.0,21 4,10 11,True,True
947,3,1.0,1.0,0.0,1 0,10 11,True,True
948,4,0.9,0.8,0.09999999999999998,6 3,10 11,True,True
949,5,0.7,0.7,0.0,1 4,10 11,True,True
950,6,1.0,1.0,0.0,11 0,10 11,True,True
951,7,1.0,1.0,0.0,1 0,10 11,True,True
952,8,0.7,0.5,0.19999999999999996,1 25,10 11,True,True
953,9,0.7,0.7,0.0,1 0,10 11,True,True
954,10,0.45,0.5,-0.04999999999999999,1 3,10 11,True,True
955,11,0.6,0.6,0.0,1 2,10 11,True,True
956,12,1.0,1.0,0.0,1 0,10 11,True,True
957,13,0.8,0.9,-0.09999999999999998,1 24,10 11,True,True
958,14,0.7,0.7,0.0,1 0,10 11,True,True
959,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
960,0,0.7,0.5,0.19999999999999996,1 3,10 11,True,True
961,1,0.6,0.6,0.0,1 25,10 11,True,True
962,2,0.7,0.7,0.0,11 0,10 11,True,True
963,3,1.0,1.0,0.0,1 0,10 11,True,True
964,4,0.8,0.8,0.0,1 4,10 11,True,True
965,5,0.7,0.7,0.0,1 4,10 11,True,True
966,6,1.0,1.0,0.0,1 0,10 11,True,True
967,7,1.0,1.0,0.0,1 0,10 11,True,True
968,8,0.7,0.5,0.19999999999999996,1 25,10 11,True,True
969,9,0.7,0.8,-0.10000000000000009,11 4,10 11,True,True
970,10,0.6,0.6,0.0,1 27,10 11,True,True
971,11,0.6,0.6,0.0,1 2,10 11,True,True
972,12,1.0,1.0,0.0,1 0,10 11,True,True
973,13,0.9,0.9,0.0,26 0,10 11,True,True
974,14,0.7,0.7,0.0,1 26,10 11,True,True
975,15,0.6,0.6,0.0,1 25,10 11,True,True
976,0,0.7,0.45,0.24999999999999994,16 25,10 11,True,True
977,1,0.6,0.6,0.0,1 0,10 11,True,True
978,2,0.7,0.7,0.0,26 2,10 11,True,True
979,3,1.0,1.0,0.0,11 1,10 11,True,True
980,4,0.9,0.8,0.09999999999999998,1 3,10 11,True,True
981,5,0.7,0.7,0.0,1 0,10 11,True,True
982,6,1.0,1.0,0.0,1 0,10 11,True,True
983,7,1.0,1.0,0.0,6 0,10 11,True,True
984,8,0.5,0.7,-0.19999999999999996,1 27,10 11,True,True
985,9,0.7,0.7,0.0,1 25,10 11,True,True
986,10,0.5,0.7,-0.19999999999999996,1 25,10 11,True,True
987,11,0.6,0.6,0.0,11 27,10 11,True,True
988,12,1.0,1.0,0.0,21 0,10 11,True,True
989,13,0.9,0.9,0.0,1 0,10 11,True,True
990,14,0.7,0.7,0.0,21 0,10 11,True,True
991,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
992,0,0.6,0.7,-0.09999999999999998,11 2,10 11,True,True
993,1,0.6,0.45,0.14999999999999997,16 15,10 11,True,True
994,2,0.7,0.7,0.0,11 0,10 11,True,True
995,3,1.0,1.0,0.0,1 0,10 11,True,True
996,4,0.8,0.9,-0.09999999999999998,1 0,10 11,True,True
997,5,0.7,0.7,0.0,1 0,10 11,True,True
998,6,1.0,1.0,0.0,1 0,10 11,True,True
999,7,1.0,1.0,0.0,1 0,10 11,True,True
1000,8,0.5,0.7,-0.19999999999999996,1 17,10 11,True,True
1001,9,0.7,0.7,0.0,1 24,10 11,True,True
1002,10,0.7,0.6,0.09999999999999998,1 15,10 11,True,True
1003,11,0.6,0.6,0.0,1 22,10 11,True,True
1004,12,1.0,1.0,0.0,1 0,10 11,True,True
1005,13,0.9,0.9,0.0,1 0,10 11,True,True
1006,14,0.7,0.7,0.0,11 29,10 11,True,True
1007,15,0.6,0.6,0.0,16 20,10 11,True,True
1008,0,0.7,0.7,0.0,11 3,10 11,True,True
1009,1,0.6,0.6,0.0,1 0,10 11,True,True
1010,2,0.7,0.7,0.0,1 0,10 11,True,True
1011,3,1.0,1.0,0.0,1 0,10 11,True,True
1012,4,0.9,0.9,0.0,1 3,10 11,True,True
1013,5,0.7,0.7,0.0,1 0,10 11,True,True
1014,6,1.0,1.0,0.0,1 0,10 11,True,True
1015,7,1.0,1.0,0.0,1 0,10 11,True,True
1016,8,0.7,0.5,0.19999999999999996,21 0,10 11,True,True
1017,9,0.7,0.7,0.0,1 0,10 11,True,True
1018,10,0.6,0.5,0.09999999999999998,6 3,10 11,True,True
1019,11,0.45,0.6,-0.14999999999999997,1 3,10 11,True,True
1020,12,1.0,1.0,0.0,1 0,10 11,True,True
1021,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
1022,14,0.7,0.7,0.0,1 0,10 11,True,True
1023,15,0.6,0.6,0.0,6 5,10 11,True,True
1024,0,0.7,0.5,0.19999999999999996,1 3,10 11,True,True
1025,1,0.8,0.6,0.20000000000000007,11 29,10 11,True,True
1026,2,0.7,0.7,0.0,21 1,10 11,True,True
1027,3,0.8,1.0,-0.19999999999999996,1 3,10 11,True,True
1028,4,0.8,0.8,0.0,1 4,10 11,True,True
1029,5,0.7,0.7,0.0,1 25,10 11,True,True
1030,6,1.0,1.0,0.0,1 0,10 11,True,True
1031,7,1.0,1.0,0.0,1 0,10 11,True,True
1032,8,0.45,0.6,-0.14999999999999997,1 3,10 11,True,True
1033,9,0.8,0.7,0.10000000000000009,21 17,10 11,True,True
1034,10,0.7,0.6,0.09999999999999998,1 15,10 11,True,True
1035,11,0.5,0.6,-0.09999999999999998,1 3,10 11,True,True
1036,12,1.0,1.0,0.0,6 0,10 11,True,True
1037,13,0.9,0.9,0.0,1 0,10 11,True,True
1038,14,0.7,0.7,0.0,1 0,10 11,True,True
1039,15,0.6,0.6,0.0,1 0,10 11,True,True
1040,0,0.5,0.5,0.0,1 3,10 11,True,True
1041,1,0.6,0.6,0.0,1 15,10 11,True,True
1042,2,0.7,0.7,0.0,16 0,10 11,True,True
1043,3,1.0,1.0,0.0,1 2,10 11,True,True
1044,4,0.8,0.8,0.0,11 0,10 11,True,True
1045,5,0.7,0.7,0.0,1 0,10 11,True,True
1046,6,1.0,1.0,0.0,1 0,10 11,True,True
1047,7,1.0,1.0,0.0,11 0,10 11,True,True
1048,8,0.5,0.5,0.0,1 2,10 11,True,True
1049,9,0.7,0.7,0.0,21 0,10 11,True,True
1050,10,0.45,0.6,-0.14999999999999997,16 28,10 11,True,True
1051,11,0.6,0.6,0.0,1 2,10 11,True,True
1052,12,1.0,1.0,0.0,6 0,10 11,True,True
1053,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
1054,14,0.7,0.7,0.0,1 0,10 11,True,True
1055,15,0.6,0.6,0.0,1 20,10 11,True,True
1056,0,0.6,0.7,-0.09999999999999998,1 27,10 11,True,True
1057,1,0.45,0.6,-0.14999999999999997,1 5,10 11,True,True
1058,2,0.7,0.8,-0.10000000000000009,1 3,10 11,True,True
1059,3,1.0,1.0,0.0,1 0,10 11,True,True
1060,4,0.8,0.8,0.0,1 0,10 11,True,True
1061,5,0.8,0.7,0.10000000000000009,1 3,10 11,True,True
1062,6,1.0,1.0,0.0,1 0,10 11,True,True
1063,7,1.0,1.0,0.0,1 0,10 11,True,True
1064,8,0.7,0.5,0.19999999999999996,1 0,10 11,True,True
1065,9,0.7,0.7,0.0,1 0,10 11,True,True
1066,10,0.7,0.7,0.0,1 25,10 11,True,True
1067,11,0.6,0.6,0.0,6 7,10 11,True,True
1068,12,1.0,1.0,0.0,1 0,10 11,True,True
1069,13,0.9,0.9,0.0,6 0,10 11,True,True
1070,14,0.7,0.7,0.0,1 0,10 11,True,True
1071,15,0.6,0.6,0.0,1 15,10 11,True,True
1072,0,0.6,0.5,0.09999999999999998,11 2,10 11,True,True
1073,1,0.45,0.6,-0.14999999999999997,1 0,10 11,True,True
1074,2,0.7,0.7,0.0,1 0,10 11,True,True
1075,3,1.0,1.0,0.0,21 0,10 11,True,True
1076,4,0.9,0.8,0.09999999999999998,1 3,10 11,True,True
1077,5,0.7,0.7,0.0,21 4,10 11,True,True
1078,6,1.0,1.0,0.0,21 0,10 11,True,True
1079,7,1.0,1.0,0.0,1 0,10 11,True,True
1080,8,0.5,0.7,-0.19999999999999996,1 7,10 11,True,True
1081,9,0.8,0.7,0.10000000000000009,21 25,10 11,True,True
1082,10,0.6,0.7,-0.09999999999999998,21 3,10 11,True,True
1083,11,0.6,0.6,0.0,1 2,10 11,True,True
1084,12,1.0,1.0,0.0,1 0,10 11,True,True
1085,13,0.9,0.9,0.0,1 4,10 11,True,True
1086,14,0.7,0.7,0.0,1 0,10 11,True,True
1087,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
1088,0,0.6,0.45,0.14999999999999997,26 2,10 11,True,True
1089,1,0.6,0.6,0.0,1 25,10 11,True,True
1090,2,0.7,0.8,-0.10000000000000009,1 3,10 11,True,True
1091,3,1.0,1.0,0.0,1 0,10 11,True,True
1092,4,0.8,0.8,0.0,1 4,10 11,True,True
1093,5,0.7,0.7,0.0,1 0,10 11,True,True
1094,6,1.0,1.0,0.0,1 0,10 11,True,True
1095,7,1.0,1.0,0.0,1 0,10 11,True,True
1096,8,0.7,0.6,0.09999999999999998,1 0,10 11,True,True
1097,9,0.8,0.7,0.10000000000000009,1 0,10 11,True,True
1098,10,0.7,0.5,0.19999999999999996,16 0,10 11,True,True
1099,11,0.6,0.6,0.0,1 27,10 11,True,True
1100,12,1.0,1.0,0.0,21 0,10 11,True,True
1101,13,0.9,0.9,0.0,1 0,10 11,True,True
1102,14,0.7,0.7,0.0,1 0,10 11,True,True
1103,15,0.7,0.6,0.09999999999999998,1 3,10 11,True,True
1104,0,0.7,0.5,0.19999999999999996,16 3,10 11,True,True
1105,1,0.6,0.6,0.0,1 25,10 11,True,True
1106,2,0.7,0.7,0.0,1 3,10 11,True,True
1107,3,1.0,1.0,0.0,1 0,10 11,True,True
1108,4,0.8,0.8,0.0,1 4,10 11,True,True
1109,5,0.7,0.7,0.0,1 4,10 11,True,True
1110,6,1.0,1.0,0.0,1 0,10 11,True,True
1111,7,1.0,1.0,0.0,16 0,10 11,True,True
1112,8,0.5,0.5,0.0,1 12,10 11,True,True
1113,9,0.7,0.7,0.0,6 0,10 11,True,True
1114,10,0.7,0.6,0.09999999999999998,1 3,10 11,True,True
1115,11,0.6,0.6,0.0,1 12,10 11,True,True
1116,12,1.0,1.0,0.0,1 0,10 11,True,True
1117,13,0.9,0.9,0.0,16 28,10 11,True,True
1118,14,0.7,0.7,0.0,1 0,10 11,True,True
1119,15,0.6,0.6,0.0,1 3,10 11,True,True
1120,0,0.7,0.7,0.0,6 3,10 11,True,True
1121,1,0.8,0.6,0.20000000000000007,21 4,10 11,True,True
1122,2,0.7,0.7,0.0,1 4,10 11,True,True
1123,3,1.0,1.0,0.0,1 0,10 11,True,True
1124,4,0.8,0.8,0.0,16 0,10 11,True,True
1125,5,0.7,0.7,0.0,21 25,10 11,True,True
1126,6,1.0,1.0,0.0,1 0,10 11,True,True
1127,7,1.0,1.0,0.0,26 0,10 11,True,True
1128,8,0.7,0.5,0.19999999999999996,1 22,10 11,True,True
1129,9,0.8,0.7,0.10000000000000009,11 17,10 11,True,True
1130,10,0.7,0.7,0.0,1 20,10 11,True,True
1131,11,0.6,0.6,0.0,1 22,10 11,True,True
1132,12,1.0,1.0,0.0,1 0,10 11,True,True
1133,13,0.9,0.9,0.0,1 29,10 11,True,True
1134,14,0.8,0.7,0.10000000000000009,21 4,10 11,True,True
1135,15,0.6,0.6,0.0,1 0,10 11,True,True
1136,0,0.6,0.45,0.14999999999999997,1 22,10 11,True,True
1137,1,0.8,0.6,0.20000000000000007,1 4,10 11,True,True
1138,2,0.7,0.8,-0.10000000000000009,1 4,10 11,True,True
1139,3,1.0,1.0,0.0,1 0,10 11,True,True
1140,4,0.9,0.8,0.09999999999999998,1 3,10 11,True,True
1141,5,0.7,0.7,0.0,1 0,10 11,True,True
1142,6,1.0,1.0,0.0,1 0,10 11,True,True
1143,7,1.0,1.0,0.0,1 0,10 11,True,True
1144,8,0.5,0.6,-0.09999999999999998,11 17,10 11,True,True
1145,9,0.7,0.7,0.0,6 25,10 11,True,True
1146,10,0.6,0.7,-0.09999999999999998,1 17,10 11,True,True
1147,11,0.6,0.6,0.0,1 2,10 11,True,True
1148,12,1.0,1.0,0.0,1 0,10 11,True,True
1149,13,0.9,0.9,0.0,1 0,10 11,True,True
1150,14,0.7,0.7,0.0,1 4,10 11,True,True
1151,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
1152,0,0.6,0.7,-0.09999999999999998,1 27,10 11,True,True
1153,1,0.6,0.7,-0.09999999999999998,1 0,10 11,True,True
1154,2,0.7,0.7,0.0,21 0,10 11,True,True
1155,3,1.0,1.0,0.0,1 0,10 11,True,True
1156,4,0.8,0.8,0.0,16 0,10 11,True,True
1157,5,0.7,0.7,0.0,1 24,10 11,True,True
1158,6,1.0,1.0,0.0,1 0,10 11,True,True
1159,7,1.0,1.0,0.0,1 0,10 11,True,True
1160,8,0.45,0.5,-0.04999999999999999,6 3,10 11,True,True
1161,9,0.7,0.7,0.0,1 24,10 11,True,True
1162,10,0.7,0.5,0.19999999999999996,1 25,10 11,True,True
1163,11,0.6,0.6,0.0,1 2,10 11,True,True
1164,12,1.0,1.0,0.0,1 0,10 11,True,True
1165,13,0.9,0.9,0.0,21 4,10 11,True,True
1166,14,0.7,0.7,0.0,1 3,10 11,True,True
1167,15,0.6,0.6,0.0,21 15,10 11,True,True
1168,0,0.6,0.5,0.09999999999999998,1 2,10 11,True,True
1169,1,0.8,0.45,0.35000000000000003,1 4,10 11,True,True
1170,2,0.8,0.7,0.10000000000000009,1 4,10 11,True,True
1171,3,1.0,1.0,0.0,21 0,10 11,True,True
1172,4,0.8,0.8,0.0,1 0,10 11,True,True
1173,5,0.7,0.7,0.0,1 0,10 11,True,True
1174,6,1.0,1.0,0.0,1 0,10 11,True,True
1175,7,1.0,1.0,0.0,6 0,10 11,True,True
1176,8,0.5,0.5,0.0,1 2,10 11,True,True
1177,9,0.7,0.8,-0.10000000000000009,1 0,10 11,True,True
1178,10,0.45,0.7,-0.24999999999999994,1 2,10 11,True,True
1179,11,0.6,0.6,0.0,16 22,10 11,True,True
1180,12,1.0,1.0,0.0,26 0,10 11,True,True
1181,13,0.8,0.9,-0.09999999999999998,16 4,10 11,True,True
1182,14,0.7,0.7,0.0,1 0,10 11,True,True
1183,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
1184,0,0.6,0.7,-0.09999999999999998,1 12,10 11,True,True
1185,1,0.7,0.6,0.09999999999999998,1 17,10 11,True,True
1186,2,0.7,0.7,0.0,16 0,10 11,True,True
1187,3,1.0,1.0,0.0,16 0,10 11,True,True
1188,4,0.8,0.8,0.0,1 0,10 11,True,True
1189,5,0.7,0.7,0.0,1 4,10 11,True,True
1190,6,1.0,1.0,0.0,1 0,10 11,True,True
1191,7,1.0,1.0,0.0,1 0,10 11,True,True
1192,8,0.45,0.6,-0.14999999999999997,1 3,10 11,True,True
1193,9,0.7,0.8,-0.10000000000000009,1 3,10 11,True,True
1194,10,0.6,0.6,0.0,1 27,10 11,True,True
1195,11,0.45,0.6,-0.14999999999999997,1 3,10 11,True,True
1196,12,1.0,1.0,0.0,1 0,10 11,True,True
1197,13,0.9,0.9,0.0,1 0,10 11,True,True
1198,14,0.7,0.7,0.0,21 4,10 11,True,True
1199,15,0.6,0.6,0.0,1 20,10 11,True,True
1200,0,0.7,0.45,0.24999999999999994,16 3,10 11,True,True
1201,1,0.6,0.45,0.14999999999999997,1 5,10 11,True,True
1202,2,0.7,0.7,0.0,1 0,10 11,True,True
1203,3,1.0,1.0,0.0,1 0,10 11,True,True
1204,4,0.8,0.9,-0.09999999999999998,16 4,10 11,True,True
1205,5,0.7,0.7,0.0,1 2,10 11,True,True
1206,6,1.0,1.0,0.0,1 0,10 11,True,True
1207,7,1.0,1.0,0.0,1 0,10 11,True,True
1208,8,0.5,0.5,0.0,1 2,10 11,True,True
1209,9,0.7,0.7,0.0,1 0,10 11,True,True
1210,10,0.6,0.6,0.0,1 3,10 11,True,True
1211,11,0.6,0.6,0.0,1 7,10 11,True,True
1212,12,1.0,1.0,0.0,1 0,10 11,True,True
1213,13,0.9,0.9,0.0,1 28,10 11,True,True
1214,14,0.7,0.7,0.0,1 9,10 11,True,True
1215,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
1216,0,0.6,0.45,0.14999999999999997,1 2,10 11,True,True
1217,1,0.6,0.6,0.0,1 25,10 11,True,True
1218,2,0.7,0.7,0.0,11 0,10 11,True,True
1219,3,1.0,1.0,0.0,16 0,10 11,True,True
1220,4,0.8,0.8,0.0,1 4,10 11,True,True
1221,5,0.7,0.7,0.0,1 0,10 11,True,True
1222,6,1.0,1.0,0.0,1 0,10 11,True,True
1223,7,1.0,1.0,0.0,1 0,10 11,True,True
1224,8,0.5,0.7,-0.19999999999999996,1 2,10 11,True,True
1225,9,0.7,0.7,0.0,1 0,10 11,True,True
1226,10,0.45,0.7,-0.24999999999999994,1 4,10 11,True,True
1227,11,0.6,0.6,0.0,16 27,10 11,True,True
1228,12,1.0,1.0,0.0,6 0,10 11,True,True
1229,13,0.9,0.9,0.0,6 4,10 11,True,True
1230,14,0.7,0.7,0.0,16 4,10 11,True,True
1231,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
1232,0,0.45,0.5,-0.04999999999999999,1 3,10 11,True,True
1233,1,0.6,0.45,0.14999999999999997,16 25,10 11,True,True
1234,2,0.7,0.7,0.0,16 0,10 11,True,True
1235,3,1.0,1.0,0.0,1 0,10 11,True,True
1236,4,0.8,0.8,0.0,16 0,10 11,True,True
1237,5,0.7,0.7,0.0,1 0,10 11,True,True
1238,6,1.0,1.0,0.0,1 0,10 11,True,True
1239,7,1.0,1.0,0.0,1 0,10 11,True,True
1240,8,0.5,0.5,0.0,11 2,10 11,True,True
1241,9,0.7,0.7,0.0,1 0,10 11,True,True
1242,10,0.7,0.6,0.09999999999999998,1 20,10 11,True,True
1243,11,0.6,0.6,0.0,1 2,10 11,True,True
1244,12,1.0,1.0,0.0,21 0,10 11,True,True
1245,13,0.8,0.9,-0.09999999999999998,1 19,10 11,True,True
1246,14,0.7,0.7,0.0,1 0,10 11,True,True
1247,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
1248,0,0.6,0.5,0.09999999999999998,1 2,10 11,True,True
1249,1,0.6,0.6,0.0,1 15,10 11,True,True
1250,2,0.7,0.7,0.0,1 0,10 11,True,True
1251,3,1.0,1.0,0.0,1 0,10 11,True,True
1252,4,0.8,0.9,-0.09999999999999998,21 0,10 11,True,True
1253,5,0.7,0.7,0.0,1 2,10 11,True,True
1254,6,1.0,1.0,0.0,1 0,10 11,True,True
1255,7,1.0,1.0,0.0,1 0,10 11,True,True
1256,8,0.7,0.5,0.19999999999999996,1 20,10 11,True,True
1257,9,0.7,0.8,-0.10000000000000009,16 4,10 11,True,True
1258,10,0.6,0.7,-0.09999999999999998,21 2,10 11,True,True
1259,11,0.6,0.6,0.0,16 2,10 11,True,True
1260,12,1.0,1.0,0.0,1 0,10 11,True,True
1261,13,0.9,0.9,0.0,6 0,10 11,True,True
1262,14,0.7,0.7,0.0,6 3,10 11,True,True
1263,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
1264,0,0.7,0.6,0.09999999999999998,21 25,10 11,True,True
1265,1,0.6,0.6,0.0,1 25,10 11,True,True
1266,2,0.7,0.7,0.0,1 5,10 11,True,True
1267,3,1.0,1.0,0.0,16 0,10 11,True,True
1268,4,0.8,0.8,0.0,21 4,10 11,True,True
1269,5,0.7,0.7,0.0,1 0,10 11,True,True
1270,6,1.0,1.0,0.0,21 0,10 11,True,True
1271,7,1.0,1.0,0.0,1 0,10 11,True,True
1272,8,0.6,0.7,-0.09999999999999998,21 20,10 11,True,True
1273,9,0.7,0.7,0.0,1 2,10 11,True,True
1274,10,0.45,0.7,-0.24999999999999994,1 3,10 11,True,True
1275,11,0.6,0.6,0.0,1 2,10 11,True,True
1276,12,1.0,1.0,0.0,1 0,10 11,True,True
1277,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
1278,14,0.7,0.7,0.0,1 0,10 11,True,True
1279,15,0.6,0.6,0.0,1 25,10 11,True,True
1280,0,0.6,0.7,-0.09999999999999998,1 27,10 11,True,True
1281,1,0.6,0.6,0.0,6 25,10 11,True,True
1282,2,0.7,0.7,0.0,1 0,10 11,True,True
1283,3,1.0,1.0,0.0,1 0,10 11,True,True
1284,4,0.8,0.8,0.0,1 0,10 11,True,True
1285,5,0.45,0.7,-0.24999999999999994,21 3,10 11,True,True
1286,6,1.0,1.0,0.0,16 0,10 11,True,True
1287,7,1.0,1.0,0.0,1 0,10 11,True,True
1288,8,0.45,0.5,-0.04999999999999999,16 3,10 11,True,True
1289,9,0.7,0.8,-0.10000000000000009,11 3,10 11,True,True
1290,10,0.6,0.7,-0.09999999999999998,1 2,10 11,True,True
1291,11,0.6,0.6,0.0,1 2,10 11,True,True
1292,12,1.0,1.0,0.0,1 0,10 11,True,True
1293,13,0.9,0.9,0.0,1 4,10 11,True,True
1294,14,0.7,0.7,0.0,11 0,10 11,True,True
1295,15,0.7,0.6,0.09999999999999998,1 2,10 11,True,True
1296,0,0.7,0.7,0.0,21 3,10 11,True,True
1297,1,0.6,0.6,0.0,1 15,10 11,True,True
1298,2,0.7,0.7,0.0,1 0,10 11,True,True
1299,3,1.0,1.0,0.0,1 0,10 11,True,True
1300,4,0.8,0.8,0.0,1 0,10 11,True,True
1301,5,0.7,0.7,0.0,1 0,10 11,True,True
1302,6,1.0,1.0,0.0,1 0,10 11,True,True
1303,7,1.0,1.0,0.0,26 0,10 11,True,True
1304,8,0.45,0.7,-0.24999999999999994,1 3,10 11,True,True
1305,9,0.8,0.7,0.10000000000000009,26 1,10 11,True,True
1306,10,0.6,0.6,0.0,1 22,10 11,True,True
1307,11,0.7,0.6,0.09999999999999998,16 3,10 11,True,True
1308,12,1.0,1.0,0.0,1 0,10 11,True,True
1309,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
1310,14,0.7,0.7,0.0,1 0,10 11,True,True
1311,15,0.6,0.6,0.0,11 25,10 11,True,True
1312,0,0.6,0.5,0.09999999999999998,1 2,10 11,True,True
1313,1,0.6,0.45,0.14999999999999997,1 25,10 11,True,True
1314,2,0.7,0.7,0.0,1 0,10 11,True,True
1315,3,1.0,1.0,0.0,1 0,10 11,True,True
1316,4,0.8,0.8,0.0,1 0,10 11,True,True
1317,5,0.7,0.7,0.0,1 0,10 11,True,True
1318,6,1.0,1.0,0.0,1 0,10 11,True,True
1319,7,1.0,1.0,0.0,21 0,10 11,True,True
1320,8,0.45,0.6,-0.14999999999999997,1 28,10 11,True,True
1321,9,0.8,0.7,0.10000000000000009,21 0,10 11,True,True
1322,10,0.6,0.7,-0.09999999999999998,1 3,10 11,True,True
1323,11,0.6,0.6,0.0,21 3,10 11,True,True
1324,12,1.0,1.0,0.0,21 0,10 11,True,True
1325,13,0.8,0.9,-0.09999999999999998,6 4,10 11,True,True
1326,14,0.7,0.7,0.0,1 0,10 11,True,True
1327,15,0.7,0.6,0.09999999999999998,1 2,10 11,True,True
1328,0,0.6,0.5,0.09999999999999998,1 2,10 11,True,True
1329,1,0.45,0.6,-0.14999999999999997,1 0,10 11,True,True
1330,2,0.7,0.7,0.0,11 0,10 11,True,True
1331,3,1.0,1.0,0.0,11 0,10 11,True,True
1332,4,0.8,0.8,0.0,21 0,10 11,True,True
1333,5,0.7,0.7,0.0,21 0,10 11,True,True
1334,6,1.0,1.0,0.0,1 0,10 11,True,True
1335,7,1.0,1.0,0.0,1 0,10 11,True,True
1336,8,0.7,0.7,0.0,21 29,10 11,True,True
1337,9,0.7,0.7,0.0,6 3,10 11,True,True
1338,10,0.45,0.7,-0.24999999999999994,1 3,10 11,True,True
1339,11,0.5,0.6,-0.09999999999999998,6 28,10 11,True,True
1340,12,1.0,1.0,0.0,1 0,10 11,True,True
1341,13,0.9,0.9,0.0,1 0,10 11,True,True
1342,14,0.7,0.7,0.0,11 18,10 11,True,True
1343,15,0.6,0.6,0.0,11 25,10 11,True,True
1344,0,0.6,0.5,0.09999999999999998,1 7,10 11,True,True
1345,1,0.7,0.6,0.09999999999999998,1 2,10 11,True,True
1346,2,0.7,0.7,0.0,1 0,10 11,True,True
1347,3,1.0,1.0,0.0,1 0,10 11,True,True
1348,4,0.8,0.8,0.0,1 0,10 11,True,True
1349,5,0.7,0.7,0.0,6 0,10 11,True,True
1350,6,1.0,1.0,0.0,1 0,10 11,True,True
1351,7,1.0,1.0,0.0,1 0,10 11,True,True
1352,8,0.5,0.7,-0.19999999999999996,1 17,10 11,True,True
1353,9,0.7,0.7,0.0,1 29,10 11,True,True
1354,10,0.7,0.6,0.09999999999999998,6 25,10 11,True,True
1355,11,0.6,0.6,0.0,1 2,10 11,True,True
1356,12,1.0,1.0,0.0,1 0,10 11,True,True
1357,13,0.9,0.9,0.0,1 0,10 11,True,True
1358,14,0.7,0.7,0.0,1 3,10 11,True,True
1359,15,0.6,0.6,0.0,1 25,10 11,True,True
1360,0,0.6,0.5,0.09999999999999998,1 17,10 11,True,True
1361,1,0.7,0.45,0.24999999999999994,1 2,10 11,True,True
1362,2,0.7,0.7,0.0,1 0,10 11,True,True
1363,3,1.0,1.0,0.0,16 0,10 11,True,True
1364,4,0.8,0.8,0.0,1 0,10 11,True,True
1365,5,0.7,0.7,0.0,1 0,10 11,True,True
1366,6,1.0,1.0,0.0,16 0,10 11,True,True
1367,7,1.0,1.0,0.0,1 0,10 11,True,True
1368,8,0.7,0.7,0.0,1 2,10 11,True,True
1369,9,0.7,0.7,0.0,1 15,10 11,True,True
1370,10,0.7,0.7,0.0,21 0,10 11,True,True
1371,11,0.6,0.6,0.0,1 2,10 11,True,True
1372,12,1.0,1.0,0.0,11 0,10 11,True,True
1373,13,0.9,0.9,0.0,1 4,10 11,True,True
1374,14,0.7,0.7,0.0,6 0,10 11,True,True
