rollout_id,theta_test_id,u_myopic,u_fixed,diff_m_minus_f,seq_myopic,seq_fixed,safe_myopic,safe_fixed
447,15,0.6,0.6,0.0,16 25,10 11,True,True
448,0,0.7,0.45,0.24999999999999994,21 3,10 11,True,True
449,1,0.8,0.6,0.20000000000000007,6 19,10 11,True,True
450,2,0.7,0.7,0.0,1 3,10 11,True,True
451,3,1.0,1.0,0.0,1 0,10 11,True,True
452,4,0.8,0.9,-0.09999999999999998,1 0,10 11,True,True
453,5,0.7,0.7,0.0,1 0,10 11,True,True
454,6,1.0,1.0,0.0,1 0,10 11,True,True
455,7,1.0,1.0,0.0,16 0,10 11,True,True
456,8,0.6,0.7,-0.09999999999999998,1 2,10 11,True,True
457,9,0.7,0.7,0.0,1 4,10 11,True,True
458,10,0.7,0.5,0.19999999999999996,16 3,10 11,True,True
459,11,0.6,0.6,0.0,1 2,10 11,True,True
460,12,1.0,1.0,0.0,11 0,10 11,True,True
461,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
462,14,0.7,0.7,0.0,1 0,10 11,True,True
463,15,0.6,0.6,0.0,6 20,10 11,True,True
464,0,0.6,0.7,-0.09999999999999998,6 17,10 11,True,True
465,1,0.8,0.6,0.20000000000000007,1 4,10 11,True,True
466,2,0.7,0.7,0.0,6 4,10 11,True,True
467,3,1.0,1.0,0.0,1 0,10 11,True,True
468,4,0.8,0.8,0.0,6 0,10 11,True,True
469,5,0.7,0.7,0.0,16 0,10 11,True,True
470,6,1.0,1.0,0.0,21 0,10 11,True,True
471,7,1.0,1.0,0.0,1 0,10 11,True,True
472,8,0.7,0.5,0.19999999999999996,1 0,10 11,True,True
473,9,0.7,0.7,0.0,1 4,10 11,True,True
474,10,0.6,0.5,0.09999999999999998,21 17,10 11,True,True
475,11,0.6,0.6,0.0,1 2,10 11,True,True
476,12,1.0,1.0,0.0,1 0,10 11,True,True
477,13,0.9,0.9,0.0,21 0,10 11,True,True
478,14,0.8,0.7,0.10000000000000009,26 3,10 11,True,True
479,15,0.7,0.6,0.09999999999999998,1 12,10 11,True,True
480,0,0.45,0.7,-0.24999999999999994,1 3,10 11,True,True
481,1,0.6,0.6,0.0,1 5,10 11,True,True
482,2,0.7,0.8,-0.10000000000000009,1 0,10 11,True,True
483,3,1.0,1.0,0.0,21 0,10 11,True,True
484,4,0.8,0.8,0.0,6 0,10 11,True,True
485,5,0.7,0.7,0.0,21 0,10 11,True,True
486,6,1.0,1.0,0.0,1 0,10 11,True,True
487,7,1.0,1.0,0.0,1 0,10 11,True,True
488,8,0.45,0.7,-0.24999999999999994,11 3,10 11,True,True
489,9,0.7,0.7,0.0,1 18,10 11,True,True
490,10,0.7,0.7,0.0,1 10,10 11,True,True
491,11,0.7,0.6,0.09999999999999998,1 3,10 11,True,True
492,12,1.0,1.0,0.0,6 0,10 11,True,True
493,13,0.9,0.9,0.0,1 0,10 11,True,True
494,14,0.7,0.7,0.0,1 3,10 11,True,True
495,15,0.7,0.6,0.09999999999999998,6 4,10 11,True,True
496,0,0.6,0.5,0.09999999999999998,21 27,10 11,True,True
497,1,0.45,0.6,-0.14999999999999997,1 20,10 11,True,True
498,2,0.7,0.7,0.0,1 0,10 11,True,True
499,3,1.0,1.0,0.0,1 0,10 11,True,True
500,4,0.8,0.8,0.0,1 0,10 11,True,True
501,5,0.7,0.7,0.0,1 4,10 11,True,True
502,6,1.0,1.0,0.0,1 0,10 11,True,True
503,7,1.0,1.0,0.0,1 0,10 11,True,True
504,8,0.5,0.6,-0.09999999999999998,1 2,10 11,True,True
505,9,0.7,0.7,0.0,1 0,10 11,True,True
506,10,0.7,0.7,0.0,1 3,10 11,True,True
507,11,0.6,0.6,0.0,1 2,10 11,True,True
508,12,1.0,1.0,0.0,1 0,10 11,True,True
509,13,0.9,0.9,0.0,16 4,10 11,True,True
510,14,0.7,0.7,0.0,1 25,10 11,True,True
511,15,0.6,0.6,0.0,1 25,10 11,True,True
512,0,0.6,0.5,0.09999999999999998,1 17,10 11,True,True
513,1,0.6,0.6,0.0,1 15,10 11,True,True
514,2,0.7,0.7,0.0,1 0,10 11,True,True
515,3,1.0,1.0,0.0,1 0,10 11,True,True
516,4,0.8,0.8,0.0,1 0,10 11,True,True
517,5,0.7,0.7,0.0,1 0,10 11,True,True
518,6,1.0,1.0,0.0,1 0,10 11,True,True
519,7,1.0,1.0,0.0,26 0,10 11,True,True
520,8,0.5,0.5,0.0,1 2,10 11,True,True
521,9,0.7,0.7,0.0,1 0,10 11,True,True
522,10,0.7,0.5,0.19999999999999996,1 3,10 11,True,True
523,11,0.6,0.6,0.0,1 17,10 11,True,True
524,12,1.0,1.0,0.0,1 0,10 11,True,True
525,13,0.9,0.9,0.0,1 4,10 11,True,True
526,14,0.7,0.7,0.0,1 0,10 11,True,True
527,15,0.6,0.6,0.0,6 25,10 11,True,True
528,0,0.6,0.7,-0.09999999999999998,1 2,10 11,True,True
529,1,0.45,0.6,-0.14999999999999997,16 20,10 11,True,True
530,2,0.7,0.7,0.0,1 4,10 11,True,True
531,3,1.0,1.0,0.0,1 0,10 11,True,True
532,4,0.8,0.9,-0.09999999999999998,6 0,10 11,True,True
533,5,0.7,0.7,0.0,1 20,10 11,True,True
534,6,1.0,1.0,0.0,1 0,10 11,True,True
535,7,1.0,1.0,0.0,11 0,10 11,True,True
536,8,0.5,0.5,0.0,1 2,10 11,True,True
537,9,0.7,0.7,0.0,1 0,10 11,True,True
538,10,0.6,0.7,-0.09999999999999998,1 3,10 11,True,True
539,11,0.6,0.6,0.0,1 2,10 11,True,True
540,12,1.0,1.0,0.0,1 0,10 11,True,True
541,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
542,14,0.7,0.7,0.0,6 0,10 11,True,True
543,15,0.6,0.6,0.0,21 25,10 11,True,True
544,0,0.7,0.5,0.19999999999999996,11 3,10 11,True,True
545,1,0.7,0.45,0.24999999999999994,6 2,10 11,True,True
546,2,0.7,0.8,-0.10000000000000009,1 0,10 11,True,True
547,3,1.0,1.0,0.0,1 0,10 11,True,True
548,4,0.8,0.9,-0.09999999999999998,11 4,10 11,True,True
549,5,0.7,0.7,0.0,1 4,10 11,True,True
550,6,1.0,1.0,0.0,1 0,10 11,True,True
551,7,1.0,1.0,0.0,11 0,10 11,True,True
552,8,0.5,0.7,-0.19999999999999996,16 17,10 11,True,True
553,9,0.7,0.7,0.0,1 3,10 11,True,True
554,10,0.7,0.6,0.09999999999999998,21 3,10 11,True,True
555,11,0.6,0.6,0.0,1 17,10 11,True,True
556,12,1.0,1.0,0.0,1 0,10 11,True,True
557,13,0.9,0.9,0.0,1 0,10 11,True,True
558,14,0.7,0.7,0.0,1 15,10 11,True,True
559,15,0.6,0.6,0.0,1 25,10 11,True,True
560,0,0.6,0.7,-0.09999999999999998,1 2,10 11,True,True
561,1,0.6,0.45,0.14999999999999997,26 15,10 11,True,True
562,2,0.7,0.7,0.0,16 17,10 11,True,True
563,3,1.0,1.0,0.0,1 0,10 11,True,True
564,4,0.8,0.8,0.0,1 0,10 11,True,True
565,5,0.7,0.7,0.0,21 25,10 11,True,True
566,6,1.0,1.0,0.0,21 0,10 11,True,True
567,7,1.0,1.0,0.0,16 0,10 11,True,True
568,8,0.45,0.5,-0.04999999999999999,1 3,10 11,True,True
569,9,0.7,0.7,0.0,1 0,10 11,True,True
570,10,0.7,0.7,0.0,1 0,10 11,True,True
571,11,0.6,0.6,0.0,1 7,10 11,True,True
572,12,1.0,1.0,0.0,1 0,10 11,True,True
573,13,0.9,0.9,0.0,1 4,10 11,True,True
574,14,0.7,0.7,0.0,1 3,10 11,True,True
575,15,0.6,0.7,-0.09999999999999998,1 20,10 11,True,True
576,0,0.7,0.45,0.24999999999999994,21 23,10 11,True,True
577,1,0.8,0.6,0.20000000000000007,1 4,10 11,True,True
578,2,0.7,0.7,0.0,16 0,10 11,True,True
579,3,1.0,1.0,0.0,21 0,10 11,True,True
580,4,0.8,0.8,0.0,1 0,10 11,True,True
581,5,0.7,0.7,0.0,11 4,10 11,True,True
582,6,1.0,1.0,0.0,21 0,10 11,True,True
583,7,1.0,1.0,0.0,1 0,10 11,True,True
584,8,0.45,0.7,-0.24999999999999994,1 3,10 11,True,True
585,9,0.7,0.7,0.0,1 19,10 11,True,True
586,10,0.7,0.6,0.09999999999999998,1 20,10 11,True,True
587,11,0.7,0.6,0.09999999999999998,1 27,10 11,True,True
588,12,1.0,1.0,0.0,1 0,10 11,True,True
589,13,0.9,0.9,0.0,6 0,10 11,True,True
590,14,0.7,0.7,0.0,1 0,10 11,True,True
591,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
592,0,0.7,0.45,0.24999999999999994,16 3,10 11,True,True
593,1,0.6,0.45,0.14999999999999997,11 25,10 11,True,True
594,2,0.7,0.7,0.0,1 3,10 11,True,True
595,3,1.0,1.0,0.0,1 0,10 11,True,True
596,4,0.8,0.8,0.0,1 4,10 11,True,True
597,5,0.7,0.7,0.0,1 4,10 11,True,True
598,6,1.0,1.0,0.0,21 0,10 11,True,True
599,7,1.0,1.0,0.0,21 0,10 11,True,True
600,8,0.5,0.7,-0.19999999999999996,1 2,10 11,True,True
601,9,0.7,0.7,0.0,6 0,10 11,True,True
602,10,0.6,0.7,-0.09999999999999998,11 2,10 11,True,True
603,11,0.6,0.6,0.0,1 17,10 11,True,True
604,12,1.0,1.0,0.0,1 0,10 11,True,True
605,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
606,14,0.7,0.7,0.0,1 0,10 11,True,True
607,15,0.6,0.6,0.0,1 25,10 11,True,True
608,0,0.6,0.5,0.09999999999999998,1 27,10 11,True,True
609,1,0.6,0.8,-0.20000000000000007,1 0,10 11,True,True
610,2,0.7,0.7,0.0,26 1,10 11,True,True
611,3,1.0,1.0,0.0,6 0,10 11,True,True
612,4,0.8,0.8,0.0,1 0,10 11,True,True
613,5,0.7,0.7,0.0,21 4,10 11,True,True
614,6,1.0,1.0,0.0,1 0,10 11,True,True
615,7,1.0,1.0,0.0,1 0,10 11,True,True
616,8,0.45,0.6,-0.14999999999999997,1 3,10 11,True,True
617,9,0.7,0.7,0.0,6 4,10 11,True,True
618,10,0.7,0.5,0.19999999999999996,1 3,10 11,True,True
619,11,0.45,0.6,-0.14999999999999997,6 3,10 11,True,True
620,12,1.0,1.0,0.0,1 0,10 11,True,True
621,13,0.9,0.9,0.0,21 24,10 11,True,True
622,14,0.7,0.7,0.0,16 0,10 11,True,True
623,15,0.6,0.6,0.0,1 25,10 11,True,True
624,0,0.6,0.6,0.0,1 2,10 11,True,True
625,1,0.8,0.6,0.20000000000000007,6 24,10 11,True,True
626,2,0.7,0.7,0.0,1 0,10 11,True,True
627,3,1.0,1.0,0.0,1 2,10 11,True,True
628,4,0.8,0.8,0.0,6 4,10 11,True,True
629,5,0.7,0.7,0.0,16 4,10 11,True,True
630,6,1.0,1.0,0.0,1 0,10 11,True,True
631,7,1.0,1.0,0.0,1 0,10 11,True,True
632,8,0.45,0.5,-0.04999999999999999,1 3,10 11,True,True
633,9,0.7,0.7,0.0,21 9,10 11,True,True
634,10,0.6,0.6,0.0,11 3,10 11,True,True
635,11,0.7,0.6,0.09999999999999998,26 20,10 11,True,True
636,12,1.0,1.0,0.0,1 0,10 11,True,True
637,13,0.9,0.9,0.0,1 0,10 11,True,True
638,14,0.7,0.7,0.0,1 3,10 11,True,True
639,15,0.6,0.6,0.0,1 15,10 11,True,True
640,0,0.6,0.5,0.09999999999999998,1 2,10 11,True,True
641,1,0.8,0.45,0.35000000000000003,16 4,10 11,True,True
642,2,0.8,0.7,0.10000000000000009,1 4,10 11,True,True
643,3,1.0,1.0,0.0,11 0,10 11,True,True
644,4,0.8,0.8,0.0,1 4,10 11,True,True
645,5,0.7,0.7,0.0,1 0,10 11,True,True
646,6,1.0,1.0,0.0,1 0,10 11,True,True
647,7,1.0,1.0,0.0,1 0,10 11,True,True
648,8,0.45,0.7,-0.24999999999999994,21 3,10 11,True,True
649,9,0.7,0.8,-0.10000000000000009,6 3,10 11,True,True
650,10,0.7,0.6,0.09999999999999998,26 1,10 11,True,True
651,11,0.6,0.6,0.0,1 2,10 11,True,True
652,12,1.0,1.0,0.0,1 0,10 11,True,True
653,13,0.9,0.9,0.0,6 0,10 11,True,True
654,14,0.7,0.7,0.0,11 0,10 11,True,True
655,15,0.6,0.6,0.0,1 0,10 11,True,True
656,0,0.6,0.6,0.0,1 27,10 11,True,True
657,1,0.6,0.6,0.0,1 25,10 11,True,True
658,2,0.8,0.8,0.0,1 0,10 11,True,True
659,3,1.0,1.0,0.0,1 0,10 11,True,True
660,4,0.8,0.8,0.0,1 0,10 11,True,True
661,5,0.7,0.7,0.0,1 4,10 11,True,True
662,6,1.0,1.0,0.0,11 0,10 11,True,True
663,7,1.0,1.0,0.0,1 0,10 11,True,True
664,8,0.5,0.6,-0.09999999999999998,21 7,10 11,True,True
665,9,0.7,0.7,0.0,1 3,10 11,True,True
666,10,0.7,0.7,0.0,1 20,10 11,True,True
667,11,0.6,0.6,0.0,11 15,10 11,True,True
668,12,1.0,1.0,0.0,1 0,10 11,True,True
669,13,0.9,0.9,0.0,1 4,10 11,True,True
670,14,0.7,0.7,0.0,1 0,10 11,True,True
671,15,0.6,0.6,0.0,1 0,10 11,True,True
672,0,0.7,0.7,0.0,21 0,10 11,True,True
673,1,0.6,0.6,0.0,1 0,10 11,True,True
674,2,0.7,0.7,0.0,1 0,10 11,True,True
675,3,1.0,1.0,0.0,1 0,10 11,True,True
676,4,0.8,0.8,0.0,1 0,10 11,True,True
677,5,0.45,0.7,-0.24999999999999994,21 3,10 11,True,True
678,6,1.0,1.0,0.0,1 0,10 11,True,True
679,7,1.0,1.0,0.0,1 0,10 11,True,True
680,8,0.7,0.6,0.09999999999999998,1 15,10 11,True,True
681,9,0.7,0.7,0.0,1 2,10 11,True,True
682,10,0.5,0.7,-0.19999999999999996,1 20,10 11,True,True
683,11,0.6,0.6,0.0,21 2,10 11,True,True
684,12,1.0,1.0,0.0,1 0,10 11,True,True
685,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
686,14,0.7,0.7,0.0,21 4,10 11,True,True
687,15,0.6,0.6,0.0,6 0,10 11,True,True
688,0,0.7,0.7,0.0,1 3,10 11,True,True
689,1,0.45,0.45,0.0,6 3,10 11,True,True
690,2,0.7,0.7,0.0,1 0,10 11,True,True
691,3,1.0,1.0,0.0,16 0,10 11,True,True
692,4,0.8,0.8,0.0,1 0,10 11,True,True
693,5,0.7,0.8,-0.10000000000000009,1 4,10 11,True,True
694,6,1.0,1.0,0.0,1 0,10 11,True,True
695,7,1.0,1.0,0.0,1 0,10 11,True,True
696,8,0.45,0.7,-0.24999999999999994,16 3,10 11,True,True
697,9,0.7,0.7,0.0,16 0,10 11,True,True
698,10,0.6,0.7,-0.09999999999999998,1 3,10 11,True,True
699,11,0.6,0.6,0.0,1 2,10 11,True,True
700,12,1.0,1.0,0.0,1 0,10 11,True,True
701,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
702,14,0.7,0.7,0.0,1 0,10 11,True,True
703,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
704,0,0.6,0.45,0.14999999999999997,26 2,10 11,True,True
705,1,0.8,0.6,0.20000000000000007,1 4,10 11,True,True
706,2,0.7,0.7,0.0,1 2,10 11,True,True
707,3,1.0,1.0,0.0,1 0,10 11,True,True
708,4,0.8,0.8,0.0,1 0,10 11,True,True
709,5,0.7,0.7,0.0,21 4,10 11,True,True
710,6,1.0,1.0,0.0,26 0,10 11,True,True
711,7,1.0,1.0,0.0,11 0,10 11,True,True
712,8,0.45,0.5,-0.04999999999999999,1 3,10 11,True,True
713,9,0.7,0.7,0.0,1 29,10 11,True,True
714,10,0.6,0.7,-0.09999999999999998,1 3,10 11,True,True
715,11,0.6,0.6,0.0,1 7,10 11,True,True
716,12,1.0,1.0,0.0,1 0,10 11,True,True
717,13,0.9,0.9,0.0,1 0,10 11,True,True
718,14,0.7,0.7,0.0,16 1,10 11,True,True
719,15,0.7,0.6,0.09999999999999998,1 3,10 11,True,True
720,0,0.7,0.7,0.0,16 28,10 11,True,True
721,1,0.45,0.6,-0.14999999999999997,1 25,10 11,True,True
722,2,0.7,0.7,0.0,1 4,10 11,True,True
723,3,1.0,1.0,0.0,1 0,10 11,True,True
724,4,0.8,0.8,0.0,1 0,10 11,True,True
725,5,0.7,0.7,0.0,1 0,10 11,True,True
726,6,1.0,1.0,0.0,1 0,10 11,True,True
727,7,1.0,1.0,0.0,1 0,10 11,True,True
728,8,0.45,0.6,-0.14999999999999997,1 28,10 11,True,True
729,9,0.7,0.7,0.0,1 5,10 11,True,True
730,10,0.6,0.7,-0.09999999999999998,1 2,10 11,True,True
731,11,0.6,0.6,0.0,1 7,10 11,True,True
732,12,1.0,1.0,0.0,21 0,10 11,True,True
733,13,0.9,0.9,0.0,1 0,10 11,True,True
734,14,0.8,0.7,0.10000000000000009,1 2,10 11,True,True
735,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
736,0,0.6,0.45,0.14999999999999997,1 2,10 11,True,True
737,1,0.8,0.6,0.20000000000000007,1 4,10 11,True,True
738,2,0.7,0.7,0.0,16 0,10 11,True,True
739,3,1.0,1.0,0.0,1 0,10 11,True,True
740,4,0.8,0.8,0.0,16 0,10 11,True,True
741,5,0.7,0.7,0.0,1 0,10 11,True,True
742,6,1.0,1.0,0.0,11 0,10 11,True,True
743,7,1.0,1.0,0.0,1 0,10 11,True,True
744,8,0.5,0.7,-0.19999999999999996,1 2,10 11,True,True
745,9,0.7,0.7,0.0,1 4,10 11,True,True
746,10,0.6,0.5,0.09999999999999998,1 2,10 11,True,True
747,11,0.6,0.6,0.0,1 0,10 11,True,True
748,12,1.0,1.0,0.0,1 0,10 11,True,True
749,13,0.9,0.9,0.0,1 4,10 11,True,True
750,14,0.7,0.7,0.0,6 0,10 11,True,True
751,15,0.6,0.6,0.0,1 0,10 11,True,True
752,0,0.6,0.45,0.14999999999999997,6 12,10 11,True,True
753,1,0.7,0.6,0.09999999999999998,1 17,10 11,True,True
754,2,0.7,0.7,0.0,1 0,10 11,True,True
755,3,1.0,1.0,0.0,6 1,10 11,True,True
756,4,0.8,0.8,0.0,1 19,10 11,True,True
757,5,0.7,0.7,0.0,1 0,10 11,True,True
758,6,1.0,1.0,0.0,11 0,10 11,True,True
759,7,1.0,1.0,0.0,1 0,10 11,True,True
760,8,0.5,0.5,0.0,1 2,10 11,True,True
761,9,0.8,0.7,0.10000000000000009,21 0,10 11,True,True
762,10,0.6,0.7,-0.09999999999999998,1 27,10 11,True,True
763,11,0.6,0.6,0.0,11 15,10 11,True,True
764,12,1.0,1.0,0.0,1 0,10 11,True,True
765,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
766,14,0.7,0.7,0.0,1 0,10 11,True,True
767,15,0.6,0.6,0.0,1 4,10 11,True,True
768,0,0.6,0.5,0.09999999999999998,6 2,10 11,True,True
769,1,0.45,0.6,-0.14999999999999997,1 0,10 11,True,True
770,2,0.7,0.8,-0.10000000000000009,1 0,10 11,True,True
771,3,1.0,1.0,0.0,1 0,10 11,True,True
772,4,0.9,0.8,0.09999999999999998,1 3,10 11,True,True
773,5,0.7,0.7,0.0,1 4,10 11,True,True
774,6,1.0,1.0,0.0,26 0,10 11,True,True
775,7,1.0,1.0,0.0,26 0,10 11,True,True
776,8,0.7,0.5,0.19999999999999996,1 0,10 11,True,True
777,9,0.7,0.8,-0.10000000000000009,1 4,10 11,True,True
778,10,0.7,0.7,0.0,1 5,10 11,True,True
779,11,0.7,0.6,0.09999999999999998,1 18,10 11,True,True
780,12,1.0,1.0,0.0,6 0,10 11,True,True
781,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
782,14,0.7,0.7,0.0,1 0,10 11,True,True
783,15,0.6,0.6,0.0,1 0,10 11,True,True
784,0,0.6,0.5,0.09999999999999998,11 22,10 11,True,True
785,1,0.8,0.6,0.20000000000000007,1 4,10 11,True,True
786,2,0.7,0.7,0.0,16 0,10 11,True,True
787,3,1.0,1.0,0.0,1 0,10 11,True,True
788,4,0.8,0.8,0.0,1 0,10 11,True,True
789,5,0.7,0.7,0.0,1 0,10 11,True,True
790,6,1.0,1.0,0.0,16 0,10 11,True,True
791,7,1.0,1.0,0.0,6 0,10 11,True,True
792,8,0.7,0.5,0.19999999999999996,16 0,10 11,True,True
793,9,0.7,0.7,0.0,1 0,10 11,True,True
794,10,0.6,0.6,0.0,11 3,10 11,True,True
795,11,0.6,0.6,0.0,1 2,10 11,True,True
796,12,1.0,1.0,0.0,6 0,10 11,True,True
797,13,0.8,0.9,-0.09999999999999998,16 4,10 11,True,True
798,14,0.7,0.7,0.0,11 0,10 11,True,True
799,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
800,0,0.6,0.5,0.09999999999999998,1 22,10 11,True,True
801,1,0.8,0.6,0.20000000000000007,1 4,10 11,True,True
802,2,0.7,0.7,0.0,1 0,10 11,True,True
803,3,1.0,1.0,0.0,16 0,10 11,True,True
804,4,0.8,0.8,0.0,1 0,10 11,True,True
805,5,0.7,0.7,0.0,6 0,10 11,True,True
806,6,1.0,1.0,0.0,1 0,10 11,True,True
807,7,1.0,1.0,0.0,6 0,10 11,True,True
808,8,0.45,0.7,-0.24999999999999994,21 3,10 11,True,True
809,9,0.7,0.7,0.0,1 0,10 11,True,True
810,10,0.6,0.5,0.09999999999999998,1 27,10 11,True,True
811,11,0.6,0.6,0.0,1 27,10 11,True,True
812,12,1.0,1.0,0.0,1 0,10 11,True,True
813,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
814,14,0.7,0.7,0.0,1 0,10 11,True,True
815,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
816,0,0.6,0.6,0.0,1 17,10 11,True,True
817,1,0.45,0.6,-0.14999999999999997,1 20,10 11,True,True
818,2,0.7,0.8,-0.10000000000000009,1 0,10 11,True,True
819,3,1.0,1.0,0.0,1 0,10 11,True,True
820,4,0.8,0.8,0.0,1 2,10 11,True,True
821,5,0.7,0.7,0.0,1 0,10 11,True,True
822,6,1.0,1.0,0.0,1 0,10 11,True,True
823,7,1.0,1.0,0.0,11 0,10 11,True,True
824,8,0.6,0.6,0.0,1 0,10 11,True,True
825,9,0.7,0.7,0.0,1 4,10 11,True,True
826,10,0.7,0.7,0.0,1 15,10 11,True,True
827,11,0.6,0.6,0.0,11 7,10 11,True,True
828,12,1.0,1.0,0.0,26 0,10 11,True,True
829,13,0.9,0.9,0.0,1 4,10 11,True,True
830,14,0.7,0.7,0.0,6 4,10 11,True,True
831,15,0.6,0.6,0.0,21 25,10 11,True,True
832,0,0.6,0.5,0.09999999999999998,11 2,10 11,True,True
833,1,0.6,0.45,0.14999999999999997,1 15,10 11,True,True
834,2,0.7,0.7,0.0,1 0,10 11,True,True
835,3,1.0,1.0,0.0,6 0,10 11,True,True
836,4,0.8,0.8,0.0,1 0,10 11,True,True
837,5,0.7,0.7,0.0,1 14,10 11,True,True
838,6,1.0,1.0,0.0,11 0,10 11,True,True
839,7,1.0,1.0,0.0,1 0,10 11,True,True
840,8,0.5,0.7,-0.19999999999999996,1 27,10 11,True,True
841,9,0.7,0.8,-0.10000000000000009,1 3,10 11,True,True
842,10,0.7,0.7,0.0,6 3,10 11,True,True
843,11,0.7,0.6,0.09999999999999998,1 18,10 11,True,True
844,12,1.0,1.0,0.0,1 0,10 11,True,True
845,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
846,14,0.7,0.7,0.0,1 0,10 11,True,True
847,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
848,0,0.7,0.7,0.0,26 3,10 11,True,True
849,1,0.45,0.45,0.0,1 0,10 11,True,True
850,2,0.7,0.8,-0.10000000000000009,1 4,10 11,True,True
851,3,1.0,1.0,0.0,1 0,10 11,True,True
852,4,0.8,0.8,0.0,1 4,10 11,True,True
853,5,0.7,0.7,0.0,1 0,10 11,True,True
854,6,1.0,1.0,0.0,1 0,10 11,True,True
855,7,1.0,1.0,0.0,1 0,10 11,True,True
856,8,0.7,0.7,0.0,1 5,10 11,True,True
857,9,0.7,0.8,-0.10000000000000009,1 28,10 11,True,True
858,10,0.7,0.5,0.19999999999999996,1 15,10 11,True,True
859,11,0.6,0.6,0.0,16 2,10 11,True,True
860,12,1.0,1.0,0.0,16 0,10 11,True,True
861,13,0.9,0.9,0.0,1 0,10 11,True,True
862,14,0.7,0.7,0.0,1 0,10 11,True,True
863,15,0.7,0.6,0.09999999999999998,1 4,10 11,True,True
864,0,0.6,0.5,0.09999999999999998,1 2,10 11,True,True
865,1,0.45,0.6,-0.14999999999999997,1 3,10 11,True,True
866,2,0.7,0.7,0.0,1 3,10 11,True,True
867,3,1.0,1.0,0.0,21 0,10 11,True,True
868,4,0.8,0.8,0.0,1 4,10 11,True,True
869,5,0.7,0.7,0.0,1 25,10 11,True,True
870,6,1.0,1.0,0.0,1 0,10 11,True,True
871,7,1.0,1.0,0.0,1 0,10 11,True,True
872,8,0.7,0.5,0.19999999999999996,1 25,10 11,True,True
873,9,0.8,0.8,0.0,6 0,10 11,True,True
874,10,0.45,0.6,-0.14999999999999997,26 4,10 11,True,True
875,11,0.6,0.6,0.0,1 2,10 11,True,True
876,12,1.0,1.0,0.0,6 0,10 11,True,True
877,13,0.9,0.9,0.0,1 4,10 11,True,True
878,14,0.7,0.7,0.0,1 4,10 11,True,True
879,15,0.6,0.6,0.0,1 15,10 11,True,True
880,0,0.7,0.45,0.24999999999999994,21 3,10 11,True,True
881,1,0.6,0.6,0.0,1 20,10 11,True,True
882,2,0.7,0.7,0.0,1 0,10 11,True,True
883,3,1.0,1.0,0.0,16 0,10 11,True,True
884,4,0.8,0.8,0.0,1 0,10 11,True,True
885,5,0.8,0.7,0.10000000000000009,16 3,10 11,True,True
886,6,1.0,1.0,0.0,1 0,10 11,True,True
887,7,1.0,1.0,0.0,1 0,10 11,True,True
888,8,0.5,0.5,0.0,21 17,10 11,True,True
889,9,0.7,0.8,-0.10000000000000009,1 2,10 11,True,True
890,10,0.7,0.6,0.09999999999999998,1 0,10 11,True,True
891,11,0.7,0.6,0.09999999999999998,1 28,10 11,True,True
892,12,1.0,1.0,0.0,1 0,10 11,True,True
893,13,0.9,0.9,0.0,1 0,10 11,True,True
894,14,0.7,0.7,0.0,1 4,10 11,True,True
895,15,0.7,0.6,0.09999999999999998,21 22,10 11,True,True
896,0,0.7,0.7,0.0,1 3,10 11,True,True
897,1,0.6,0.6,0.0,16 0,10 11,True,True
898,2,0.7,0.8,-0.10000000000000009,1 29,10 11,True,True
899,3,1.0,1.0,0.0,1 0,10 11,True,True
900,4,0.8,0.8,0.0,16 0,10 11,True,True
901,5,0.7,0.7,0.0,26 4,10 11,True,True
902,6,1.0,1.0,0.0,1 0,10 11,True,True
903,7,1.0,1.0,0.0,1 0,10 11,True,True
904,8,0.5,0.7,-0.19999999999999996,6 2,10 11,True,True
905,9,0.7,0.7,0.0,1 0,10 11,True,True
906,10,0.7,0.6,0.09999999999999998,11 25,10 11,True,True
907,11,0.6,0.6,0.0,1 12,10 11,True,True
908,12,1.0,1.0,0.0,16 0,10 11,True,True
909,13,0.8,0.9,-0.09999999999999998,1 4,10 11,True,True
910,14,0.7,0.7,0.0,1 0,10 11,True,True
911,15,0.6,0.6,0.0,11 3,10 11,True,True
912,0,0.6,0.45,0.14999999999999997,1 2,10 11,True,True
913,1,0.45,0.6,-0.14999999999999997,1 3,10 11,True,True
914,2,0.8,0.8,0.0,26 0,10 11,True,True
915,3,1.0,1.0,0.0,16 0,10 11,True,True
916,4,0.8,0.8,0.0,1 0,10 11,True,True
