update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,entropy_t3,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far
1,ieee9_full,48,144,48,-0.8844447459352707,0.08231562555881693,2.0026278495788574,-0.08521275967359543,3.963542938232422,0.016760999336838722,0.0902777761220932,0.2763943374156952,33.92184829711914,0.9783333333333334,3.9841997623443604,3.9624645709991455,3.9418513774871826,0.9899999999999999,0.05567764362830027,0.96,0.96,1.096,1.0,"[2, 36, 47]",0.5,3,0.9743147528693494,3.9842069149017334,3.9615934689839682,3.9425172209739685,3,2,3,0.5529364165996835,0.9743147528693493,1.5272511694690327,observation-dependent adaptive,5,True,0.9899999999999999
2,ieee9_full,48,144,96,0.006200485006512891,0.08603050385400367,0.37086814641952515,-0.05553483963012695,3.960092306137085,0.002794338623061776,0.02777777798473835,0.3287383019924164,2.129150629043579,1.0016666666666667,3.979919195175171,3.9589545726776123,3.9385502338409424,0.9766666666666666,0.05647024782032473,0.96,0.96,0.96,1.0,"[27, 47, 53]",0.9583333333333334,2,0.1732052067491771,3.979954957962036,3.9578970968723297,3.937790741523107,2,1,2,0.06895470184538799,0.11544294170251505,0.18439764354790306,observation-dependent adaptive,5,True,0.9766666666666666
3,ieee9_full,48,144,144,0.06567320004544326,0.06025622972623859,0.36166250705718994,-0.044256940484046936,3.9542744159698486,-0.013757281936705112,0.02083333395421505,0.39996328949928284,10.667106628417969,0.9783333333333332,3.972478151321411,3.952369451522827,3.934067487716675,,,,,,,,,,,,,,,,,,,,,,,
4,ieee9_full,48,144,192,-0.03887772011814842,0.04500888999266345,0.23786316812038422,-0.0353483110666275,3.950127601623535,-0.006683799903839827,0.0069444444961845875,0.33218374848365784,11.873259544372559,0.9700000000000001,3.961346387863159,3.9520695209503174,3.9333038330078125,0.9666666666666667,0.022110831935702683,0.96,0.96,0.96,1.0,"[10, 42, 53]",0.9583333333333334,2,0.1732052067491771,3.9614551067352295,3.9552048643430076,3.9341945548852286,2,1,2,0.0,0.17320520674917714,0.17320520674917714,observation-dependent adaptive,5,True,0.9666666666666667
5,ieee9_full,48,144,240,-0.0003240508191701115,0.039579653031438226,0.24890725314617157,-0.02863451838493347,3.943202495574951,0.007599956355988979,0.0069444444961845875,0.30014467239379883,6.222274303436279,0.9683333333333334,3.9506328105926514,3.9474480152130127,3.9286651611328125,,,,,,,,,,,,,,,,,,,,,,,
6,ieee9_full,48,144,288,0.004915446560167632,0.06490975023106663,0.29339808225631714,-0.032479267567396164,3.9374406337738037,-0.0037679688539355993,0.0069444444961845875,0.3625463545322418,7.467071533203125,0.98,3.9417388439178467,3.9419705867767334,3.9244272708892822,0.9866666666666667,0.06798692684790379,0.96,0.96,1.04,1.0,"[10, 7, 53]",1.0,1,-0.0,3.941847801208496,3.952937215566635,3.9297399719556174,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.9666666666666667
7,ieee9_full,48,144,336,-0.02733908753796581,0.07739719584167827,0.4168485105037689,-0.038595713675022125,3.9355556964874268,0.0013568914728239179,0.0069444444961845875,0.4141751229763031,6.105902671813965,0.995,3.9356517791748047,3.9419353008270264,3.9292562007904053,,,,,,,,,,,,,,,,,,,,,,,
8,ieee9_full,48,144,384,-0.03520722473363078,0.06666084310501268,0.3371368944644928,-0.03963493928313255,3.9355785846710205,0.008393594063818455,0.0,0.43279317021369934,3.777513265609741,0.9900000000000001,3.9317452907562256,3.9431464672088623,3.9315898418426514,0.9733333333333333,0.049888765156985884,0.96,0.96,0.96,1.0,"[10, 30, 38]",0.5,3,0.8365651720880256,3.931828498840332,3.9518054326375327,3.935506671667099,3,2,2,0.5959484042538921,0.7570009010511739,1.3529493053050659,observation-dependent adaptive,5,True,0.9666666666666667
9,ieee9_full,48,144,432,-0.017270885023764407,0.05003180647619432,0.25040292739868164,-0.031609274446964264,3.9342379570007324,-0.0056922947987914085,0.02083333395421505,0.3646068871021271,11.076809883117676,0.9783333333333332,3.9270031452178955,3.9425270557403564,3.9318151473999023,,,,,,,,,,,,,,,,,,,,,,,
10,ieee9_full,48,144,480,0.01439276395431826,0.040189129545009715,0.15705609321594238,-0.029259588569402695,3.9296658039093018,-0.001978890737518668,0.013888888992369175,0.3035740256309509,8.771934509277344,0.9699999999999999,3.9170849323272705,3.9390811920166016,3.9276301860809326,0.9866666666666667,0.05962847939999441,0.96,0.96,1.04,1.0,"[10, 50, 7]",1.0,1,-0.0,3.917152166366577,3.9451260368029275,3.9288485447565713,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.9666666666666667
