update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.195,0.195,RL-sBOED,0.674196720123291,64,3.3387465476989746,,,,,,,,,
2,0.2071875,0.2071875,RL-sBOED,0.47460150718688965,128,3.330807685852051,,,,,,,,,
3,0.2034375,0.2034375,RL-sBOED,0.47862911224365234,192,3.322056293487549,,,,,,,,,
4,0.2034375,0.2034375,RL-sBOED,0.4794807434082031,256,3.313671112060547,,,,,,,,,
5,0.19171875,0.19171875,RL-sBOED,0.4777650833129883,320,3.303213596343994,,,,,,,,,
6,0.20859375,0.20859375,RL-sBOED,0.4738192558288574,384,3.2952263355255127,,,,,,,,,
7,0.20109375000000002,0.20109375000000002,RL-sBOED,0.47742462158203125,448,3.2867438793182373,,,,,,,,,
8,0.1996875,0.1996875,RL-sBOED,0.47368764877319336,512,3.2807416915893555,,,,,,,,,
9,0.20484375,0.20484375,RL-sBOED,0.47748899459838867,576,3.2701730728149414,,,,,,,,,
10,0.18609375,0.18609375,RL-sBOED,0.4756946563720703,640,3.2601895332336426,,,,,,,,,
11,0.19734374999999998,0.19734374999999998,RL-sBOED,0.48398876190185547,704,3.24526309967041,,,,,,,,,
12,0.19546875,0.19546875,RL-sBOED,0.47691822052001953,768,3.2330594062805176,,,,,,,,,
13,0.18234375,0.18234375,RL-sBOED,0.48271751403808594,832,3.217496395111084,,,,,,,,,
14,0.19078124999999999,0.19078124999999999,RL-sBOED,0.47916746139526367,896,3.1934332847595215,,,,,,,,,
15,0.18562499999999998,0.18562499999999998,RL-sBOED,0.47585463523864746,960,3.17136549949646,,,,,,,,,
16,0.18,0.18,RL-sBOED,0.4789576530456543,1024,3.1520121097564697,,,,,,,,,
17,0.18703124999999998,0.18703124999999998,RL-sBOED,0.47811412811279297,1088,3.157383441925049,,,,,,,,,
18,0.19265624999999997,0.19265624999999997,RL-sBOED,0.47224879264831543,1152,3.1522889137268066,,,,,,,,,
19,0.17765625000000002,0.17765625000000002,RL-sBOED,0.4774045944213867,1216,3.1389570236206055,,,,,,,,,
20,0.19828125000000002,0.19828125000000002,RL-sBOED,0.4776022434234619,1280,3.1211373805999756,,,,,,,,,
21,0.1790625,0.1790625,RL-sBOED,0.47878146171569824,1344,3.0934715270996094,,,,,,,,,
22,0.18609375,0.18609375,RL-sBOED,0.47351741790771484,1408,3.0567078590393066,,,,,,,,,
23,0.17671875,0.17671875,RL-sBOED,0.47194385528564453,1472,3.0241410732269287,,,,,,,,,
24,0.18,0.18,RL-sBOED,0.4776906967163086,1536,3.0044898986816406,,,,,,,,,
25,0.16546875,0.16546875,RL-sBOED,0.4776439666748047,1600,2.977066993713379,0.183046875,3,0.15663377172407889,0.0234375,0.0234375,1,0.000703125,0.183046875,0
26,0.18,0.18,RL-sBOED,0.4724912643432617,1664,2.9824612140655518,,,,,,,,,
27,0.18562499999999998,0.18562499999999998,RL-sBOED,0.4785151481628418,1728,3.0100059509277344,,,,,,,,,
28,0.1828125,0.1828125,RL-sBOED,0.47824883460998535,1792,3.0092811584472656,,,,,,,,,
29,0.17484375000000002,0.17484375000000002,RL-sBOED,0.4783313274383545,1856,3.0251355171203613,,,,,,,,,
30,0.17671874999999998,0.17671874999999998,RL-sBOED,0.4765281677246094,1920,3.0160679817199707,,,,,,,,,
31,0.18656250000000002,0.18656250000000002,RL-sBOED,0.47699522972106934,1984,3.0041332244873047,,,,,,,,,
32,0.18609375,0.18609375,RL-sBOED,0.4775981903076172,2048,3.0182251930236816,,,,,,,,,
33,0.178125,0.178125,RL-sBOED,0.47452330589294434,2112,3.0314431190490723,,,,,,,,,
34,0.17250000000000001,0.18812500000000001,RL-sBOED,0.4780154228210449,2176,3.028181552886963,,,,,,,,,
35,0.17531249999999998,0.17531249999999998,RL-sBOED,0.477553129196167,2240,3.0098233222961426,,,,,,,,,
36,0.19453125,0.19453125,RL-sBOED,0.4775886535644531,2304,2.9933342933654785,,,,,,,,,
37,0.166875,0.166875,RL-sBOED,0.4751584529876709,2368,3.0061943531036377,,,,,,,,,
38,0.16828125,0.16828125,RL-sBOED,0.47536563873291016,2432,2.978210210800171,,,,,,,,,
39,0.18093749999999997,0.18093749999999997,RL-sBOED,0.47722697257995605,2496,2.9153780937194824,,,,,,,,,
40,0.18140625,0.18140625,RL-sBOED,0.47794175148010254,2560,2.880270004272461,,,,,,,,,
41,0.17015625,0.17015625,RL-sBOED,0.4769711494445801,2624,2.879488945007324,,,,,,,,,
42,0.18046874999999998,0.18046874999999998,RL-sBOED,0.4779016971588135,2688,2.917336940765381,,,,,,,,,
43,0.19359375,0.19359375,RL-sBOED,0.4778571128845215,2752,2.927635908126831,,,,,,,,,
44,0.18515625000000002,0.18515625000000002,RL-sBOED,0.478177547454834,2816,2.9501078128814697,,,,,,,,,
45,0.18421875,0.18421875,RL-sBOED,0.4779965877532959,2880,2.918809413909912,,,,,,,,,
46,0.18609375,0.18609375,RL-sBOED,0.4720194339752197,2944,2.828984022140503,,,,,,,,,
47,0.17578125,0.17578125,RL-sBOED,0.4770162105560303,3008,2.8173348903656006,,,,,,,,,
48,0.18234375,0.18234375,RL-sBOED,0.4766530990600586,3072,2.830132484436035,,,,,,,,,
49,0.1725,0.1725,RL-sBOED,0.4777522087097168,3136,2.8773531913757324,,,,,,,,,
50,0.19453125,0.19453125,RL-sBOED,0.4789128303527832,3200,2.902608633041382,0.18562499999999998,10,1.8307464763935726,0.078125,0.0078125,1,0.000234375,0.18562499999999998,0
51,0.18703124999999998,0.19328125,RL-sBOED,0.47924232482910156,3264,2.994947910308838,,,,,,,,,
52,0.18,0.18,RL-sBOED,0.48351383209228516,3328,3.0924863815307617,,,,,,,,,
53,0.19359375,0.19359375,RL-sBOED,0.48778700828552246,3392,3.157186508178711,,,,,,,,,
54,0.18890625,0.18890625,RL-sBOED,0.48322153091430664,3456,3.191420078277588,,,,,,,,,
55,0.18328125,0.18328125,RL-sBOED,0.48830485343933105,3520,3.197385787963867,,,,,,,,,
56,0.1884375,0.1884375,RL-sBOED,0.4922165870666504,3584,3.1738553047180176,,,,,,,,,
57,0.2025,0.2134375,RL-sBOED,0.48684048652648926,3648,3.112717628479004,,,,,,,,,
58,0.181875,0.181875,RL-sBOED,0.4835526943206787,3712,3.0677738189697266,,,,,,,,,
59,0.18562499999999998,0.18562499999999998,RL-sBOED,0.48374223709106445,3776,3.018538475036621,,,,,,,,,
60,0.17906249999999999,0.17906249999999999,RL-sBOED,0.47808098793029785,3840,2.9788358211517334,,,,,,,,,
61,0.18515625,0.18515625,RL-sBOED,0.4774341583251953,3904,2.9596548080444336,,,,,,,,,
62,0.18609375,0.18609375,RL-sBOED,0.4755890369415283,3968,2.9721198081970215,,,,,,,,,
63,0.181875,0.181875,RL-sBOED,0.4803037643432617,4032,2.9668757915496826,,,,,,,,,
64,0.18796875000000002,0.18796875000000002,RL-sBOED,0.4844019412994385,4096,2.9254109859466553,,,,,,,,,
65,0.16125,0.16125,RL-sBOED,0.4853997230529785,4160,2.959531307220459,,,,,,,,,
66,0.19640625,0.19640625,RL-sBOED,0.486161470413208,4224,2.9786055088043213,,,,,,,,,
67,0.17859375,0.17859375,RL-sBOED,0.4897449016571045,4288,2.9819295406341553,,,,,,,,,
68,0.17531249999999998,0.17531249999999998,RL-sBOED,0.4869973659515381,4352,2.996734619140625,,,,,,,,,
69,0.18234375,0.18234375,RL-sBOED,0.4753100872039795,4416,2.958958625793457,,,,,,,,,
70,0.18703124999999998,0.18703124999999998,RL-sBOED,0.48441362380981445,4480,2.9394540786743164,,,,,,,,,
71,0.17765625000000002,0.17765625000000002,RL-sBOED,0.4791107177734375,4544,2.945286750793457,,,,,,,,,
72,0.1809375,0.1809375,RL-sBOED,0.4799215793609619,4608,2.950291872024536,,,,,,,,,
73,0.18984374999999998,0.18984374999999998,RL-sBOED,0.4779233932495117,4672,2.962923049926758,,,,,,,,,
74,0.16875,0.16875,RL-sBOED,0.4861457347869873,4736,2.9519147872924805,,,,,,,,,
75,0.20109375000000002,0.20109375000000002,RL-sBOED,0.47585558891296387,4800,2.9541361331939697,0.18328125,6,1.172587983833528,0.046875,0.0,1,0.0,0.18328125,0
76,0.18140625,0.18140625,RL-sBOED,0.47304868698120117,4864,2.97503662109375,,,,,,,,,
77,0.18,0.18,RL-sBOED,0.4724869728088379,4928,2.9714369773864746,,,,,,,,,
78,0.165,0.165,RL-sBOED,0.4729151725769043,4992,2.9690418243408203,,,,,,,,,
79,0.1875,0.1875,RL-sBOED,0.47240638732910156,5056,2.935359001159668,,,,,,,,,
80,0.18140625,0.18140625,RL-sBOED,0.4723339080810547,5120,2.916050434112549,,,,,,,,,
81,0.17953125,0.17953125,RL-sBOED,0.4722440242767334,5184,2.9086999893188477,,,,,,,,,
82,0.1921875,0.1921875,RL-sBOED,0.47452712059020996,5248,2.907162666320801,,,,,,,,,
83,0.18328125,0.18328125,RL-sBOED,0.4722721576690674,5312,2.8950462341308594,,,,,,,,,
84,0.16453125,0.16453125,RL-sBOED,0.473003625869751,5376,2.9040462970733643,,,,,,,,,
85,0.19078124999999999,0.19078124999999999,RL-sBOED,0.4724428653717041,5440,2.915699005126953,,,,,,,,,
86,0.17390624999999998,0.17390624999999998,RL-sBOED,0.47281432151794434,5504,2.9367198944091797,,,,,,,,,
87,0.19171875,0.19171875,RL-sBOED,0.47268176078796387,5568,2.950484275817871,,,,,,,,,
88,0.18046875,0.18046875,RL-sBOED,0.4731571674346924,5632,2.983027458190918,,,,,,,,,
89,0.17953125,0.17953125,RL-sBOED,0.472400426864624,5696,3.009540557861328,,,,,,,,,
90,0.17343750000000002,0.17343750000000002,RL-sBOED,0.47252345085144043,5760,3.03263258934021,,,,,,,,,
91,0.1940625,0.1940625,RL-sBOED,0.47252893447875977,5824,3.0061521530151367,,,,,,,,,
92,0.18234375,0.18234375,RL-sBOED,0.4729321002960205,5888,2.9347541332244873,,,,,,,,,
93,0.17484375000000002,0.17484375000000002,RL-sBOED,0.4720938205718994,5952,2.8600635528564453,,,,,,,,,
94,0.16921874999999997,0.18484374999999997,RL-sBOED,0.4719390869140625,6016,2.8584890365600586,,,,,,,,,
95,0.17015624999999998,0.17015624999999998,RL-sBOED,0.47232675552368164,6080,2.8654510974884033,,,,,,,,,
96,0.1753125,0.1753125,RL-sBOED,0.47300004959106445,6144,2.8824520111083984,,,,,,,,,
97,0.18234375,0.18234375,RL-sBOED,0.47194814682006836,6208,2.8545010089874268,,,,,,,,,
98,0.18140625,0.18140625,RL-sBOED,0.4723622798919678,6272,2.8520474433898926,,,,,,,,,
99,0.17625000000000002,0.17625000000000002,RL-sBOED,0.47301793098449707,6336,2.8851587772369385,,,,,,,,,
100,0.17578124999999997,0.17578124999999997,RL-sBOED,0.4728224277496338,6400,2.8923451900482178,0.18421875,4,0.3829361798371497,0.03125,0.0078125,1,0.000234375,0.18421875,0
101,0.18703125,0.18703125,RL-sBOED,0.4725461006164551,6464,2.880661964416504,,,,,,,,,
102,0.17625,0.17625,RL-sBOED,0.4728505611419678,6528,2.8664424419403076,,,,,,,,,
103,0.19218749999999998,0.19218749999999998,RL-sBOED,0.47310376167297363,6592,2.852226972579956,,,,,,,,,
104,0.17625000000000002,0.17625000000000002,RL-sBOED,0.47234630584716797,6656,2.856274127960205,,,,,,,,,
105,0.18375,0.18375,RL-sBOED,0.47302937507629395,6720,2.840968370437622,,,,,,,,,
106,0.17531249999999998,0.17531249999999998,RL-sBOED,0.47196531295776367,6784,2.8245227336883545,,,,,,,,,
107,0.17484375000000002,0.17484375000000002,RL-sBOED,0.47289514541625977,6848,2.816779136657715,,,,,,,,,
108,0.1715625,0.1715625,RL-sBOED,0.47249364852905273,6912,2.786623239517212,,,,,,,,,
109,0.1865625,0.1865625,RL-sBOED,0.47208642959594727,6976,2.775599479675293,,,,,,,,,
110,0.17812499999999998,0.1890625,RL-sBOED,0.4729607105255127,7040,2.817147731781006,,,,,,,,,
111,0.16453125,0.16453125,RL-sBOED,0.47257542610168457,7104,2.8737716674804688,,,,,,,,,
112,0.17109375,0.17109375,RL-sBOED,0.4723367691040039,7168,2.9100170135498047,,,,,,,,,
113,0.17296875,0.17296875,RL-sBOED,0.47252583503723145,7232,2.967972993850708,,,,,,,,,
114,0.181875,0.181875,RL-sBOED,0.47283172607421875,7296,2.901528835296631,,,,,,,,,
115,0.174375,0.174375,RL-sBOED,0.47247910499572754,7360,2.8969533443450928,,,,,,,,,
116,0.17671874999999998,0.17671874999999998,RL-sBOED,0.4723968505859375,7424,2.8708767890930176,,,,,,,,,
117,0.16546875,0.16546875,RL-sBOED,0.4726126194000244,7488,2.8643295764923096,,,,,,,,,
118,0.18703124999999998,0.18703124999999998,RL-sBOED,0.47235655784606934,7552,2.890399932861328,,,,,,,,,
119,0.17531249999999998,0.17531249999999998,RL-sBOED,0.47454047203063965,7616,2.8616485595703125,,,,,,,,,
120,0.17906249999999996,0.17906249999999996,RL-sBOED,0.47323155403137207,7680,2.814882755279541,,,,,,,,,
121,0.1696875,0.1696875,RL-sBOED,0.47344470024108887,7744,2.826908826828003,,,,,,,,,
122,0.1790625,0.1790625,RL-sBOED,0.47232961654663086,7808,2.8220396041870117,,,,,,,,,
123,0.17578125,0.17578125,RL-sBOED,0.4724569320678711,7872,2.813854694366455,,,,,,,,,
124,0.16453125,0.16453125,RL-sBOED,0.47251105308532715,7936,2.800896644592285,,,,,,,,,
125,0.1725,0.1725,RL-sBOED,0.47193384170532227,8000,2.824802875518799,0.18492187499999999,11,1.678435357812401,0.0859375,0.0078125,1,0.000234375,0.18492187499999999,0
126,0.18375,0.18375,RL-sBOED,0.4718959331512451,8064,2.8860607147216797,,,,,,,,,
127,0.17437499999999997,0.17437499999999997,RL-sBOED,0.4728367328643799,8128,2.936018228530884,,,,,,,,,
128,0.18890625,0.18890625,RL-sBOED,0.4746558666229248,8192,2.9777274131774902,,,,,,,,,
129,0.18046875,0.18046875,RL-sBOED,0.47313690185546875,8256,2.981968402862549,,,,,,,,,
130,0.18140625,0.18140625,RL-sBOED,0.4738786220550537,8320,2.9829349517822266,,,,,,,,,
131,0.18890625,0.18890625,RL-sBOED,0.47426676750183105,8384,2.992523193359375,,,,,,,,,
132,0.17343749999999997,0.17343749999999997,RL-sBOED,0.47349119186401367,8448,3.03106689453125,,,,,,,,,
133,0.1875,0.1875,RL-sBOED,0.4733922481536865,8512,3.036489725112915,,,,,,,,,
134,0.17859375,0.17859375,RL-sBOED,0.47428202629089355,8576,3.0184481143951416,,,,,,,,,
135,0.17765624999999996,0.17765624999999996,RL-sBOED,0.47231459617614746,8640,3.054042339324951,,,,,,,,,
136,0.1715625,0.1715625,RL-sBOED,0.47296929359436035,8704,3.0403738021850586,,,,,,,,,
137,0.1828125,0.1828125,RL-sBOED,0.4725048542022705,8768,3.0377917289733887,,,,,,,,,
138,0.18140625,0.18140625,RL-sBOED,0.47386646270751953,8832,3.0171902179718018,,,,,,,,,
139,0.19734375,0.19734375,RL-sBOED,0.5094287395477295,8896,2.9725866317749023,,,,,,,,,
140,0.18984374999999998,0.18984374999999998,RL-sBOED,0.47264766693115234,8960,2.898603677749634,,,,,,,,,
141,0.18375,0.18375,RL-sBOED,0.47258496284484863,9024,2.843447685241699,,,,,,,,,
142,0.17109375,0.17109375,RL-sBOED,0.473543643951416,9088,2.834664821624756,,,,,,,,,
143,0.15515625,0.15515625,RL-sBOED,0.4727036952972412,9152,2.8509321212768555,,,,,,,,,
144,0.1865625,0.1865625,RL-sBOED,0.4730992317199707,9216,2.963395595550537,,,,,,,,,
145,0.18234375,0.18234375,RL-sBOED,0.47501659393310547,9280,2.937211275100708,,,,,,,,,
146,0.17203125,0.17203125,RL-sBOED,0.4731743335723877,9344,2.9441111087799072,,,,,,,,,
147,0.17859375,0.17859375,RL-sBOED,0.4739363193511963,9408,2.936410903930664,,,,,,,,,
148,0.1725,0.1725,RL-sBOED,0.47351837158203125,9472,2.891669273376465,,,,,,,,,
149,0.1659375,0.1659375,RL-sBOED,0.4727914333343506,9536,2.8977458477020264,,,,,,,,,
150,0.1790625,0.1790625,RL-sBOED,0.47365760803222656,9600,2.908691644668579,0.18515625,13,1.5692741322688692,0.1015625,0.0078125,1,0.0002343750000000002,0.18515625,0
151,0.17859375,0.17859375,RL-sBOED,0.47205018997192383,9664,2.930844783782959,,,,,,,,,
152,0.17765625,0.17765625,RL-sBOED,0.4730033874511719,9728,2.9058785438537598,,,,,,,,,
