T,exact_or_approximate,search_mode,n_combinations,candidates_evaluated,exact_fixed_subset,exact_fixed_value,validation_safety,runtime,used_test_systems,top_discoveries
2,exhaustive,exhaustive,1431,1431,"[13, 18]",0.9633333333333333,1.0,4.801483900053427,False,"[{'subset': [0, 1], 'mean_u': 0.9866666666666667, 'safety': 1.0, 'rank_at_discovery': 1}, {'subset': [0, 2], 'mean_u': 0.9816666666666666, 'safety': 1.0, 'rank_at_discovery': 2}, {'subset': [0, 3], 'mean_u': 0.975, 'safety': 1.0, 'rank_at_discovery': 3}, {'subset': [0, 4], 'mean_u': 0.9683333333333333, 'safety': 1.0, 'rank_at_discovery': 4}, {'subset': [4, 18], 'mean_u': 0.9666666666666667, 'safety': 1.0, 'rank_at_discovery': 220}, {'subset': [9, 13], 'mean_u': 0.9649999999999999, 'safety': 1.0, 'rank_at_discovery': 445}, {'subset': [13, 18], 'mean_u': 0.9633333333333333, 'safety': 1.0, 'rank_at_discovery': 616}]"
