exact_or_approximate,tree_depth,observation_branch_count,belief_state_count,candidate_actions_evaluated,adaptive_reference_value,exact_fixed_value_crn,estimated_adaptive_value,confidence_interval,fraction_steps_action_changed_vs_prior_myopic,n_bins,beam_width,n_hyp_leaf,runtime,uses_offline_banks_only,used_test_systems,not_globally_optimal,fixed_subset_used,exact_fixed_value,exact_fixed_subset,exact_fixed_value_exhaustive,adaptive_reference_value_bin_beam,adaptive_reference_value_crn_myopic,estimated_adaptive_value_vs_exhaustive_fixed_bin_beam,tree_search_method,observation_bin_count
approximate_crn_myopic_adaptive_scenario,3,2,144,7776,0.9600000000000004,0.96,-0.01833333333333334,"[-0.036666666666666674, -0.005]",1.0,5,10,96,6.167104075895622,True,False,True,"[0, 4, 6]",0.96,"[0, 4, 6]",0.96,0.9600000000000004,0.9783333333333334,-4.440892098500626e-16,posterior_predictive_binning_plus_beam,5
