system,wrong_mean,wrong_median,wrong_p95,wrong_max,cross_mean,cross_median,cross_p95,cross_max,dominant_mean,dominant_median,dominant_p95,dominant_max,fixed_mean,fixed_median,fixed_p95,fixed_max
ieee5,0.0005781250000000032,0.0,0.0023437499999999834,0.004687499999999956,0.0017002002198492506,0.0,0.008593750000000067,0.026562499999999933,0.000984375000000004,0.0,0.005468749999999911,0.012500000000000067,0.0018398437500000053,0.0015624999999999112,0.006249999999999978,0.010937500000000044
ieee9,0.0002687500000000004,0.0,0.0012499999999999734,0.011249999999999982,0.0005736180904522626,0.0,0.003750000000000031,0.02499999999999991,0.0005937500000000012,0.0,0.003750000000000031,0.02499999999999991,0.0005937500000000012,0.0,0.003750000000000031,0.02499999999999991
