update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.1951171875,0.2001953125,RL-sBOED,0.667553186416626,64,3.9510111808776855,,,,,,,,,
2,0.1852734375,0.1852734375,RL-sBOED,0.46945667266845703,128,3.9470632076263428,,,,,,,,,
3,0.18210937500000002,0.18210937500000002,RL-sBOED,0.467165470123291,192,3.9449777603149414,,,,,,,,,
4,0.1831640625,0.1831640625,RL-sBOED,0.47072482109069824,256,3.9431536197662354,,,,,,,,,
5,0.19441406249999998,0.19441406249999998,RL-sBOED,0.4667038917541504,320,3.9407620429992676,,,,,,,,,
6,0.184921875,0.184921875,RL-sBOED,0.4713113307952881,384,3.938978672027588,,,,,,,,,
7,0.1817578125,0.1817578125,RL-sBOED,0.4671003818511963,448,3.936828851699829,,,,,,,,,
8,0.17929687500000002,0.17929687500000002,RL-sBOED,0.46918773651123047,512,3.933070659637451,,,,,,,,,
9,0.1937109375,0.1937109375,RL-sBOED,0.46782708168029785,576,3.9301297664642334,,,,,,,,,
10,0.174375,0.174375,RL-sBOED,0.4670097827911377,640,3.9254798889160156,,,,,,,,,
11,0.1940625,0.1940625,RL-sBOED,0.46976613998413086,704,3.920382261276245,,,,,,,,,
12,0.174375,0.174375,RL-sBOED,0.4693260192871094,768,3.914425849914551,,,,,,,,,
13,0.18281250000000002,0.18281250000000002,RL-sBOED,0.4680323600769043,832,3.9079556465148926,,,,,,,,,
14,0.184921875,0.184921875,RL-sBOED,0.46874451637268066,896,3.9014387130737305,,,,,,,,,
15,0.1852734375,0.1852734375,RL-sBOED,0.47057366371154785,960,3.8955891132354736,,,,,,,,,
16,0.18210937500000002,0.18210937500000002,RL-sBOED,0.46599268913269043,1024,3.886796474456787,,,,,,,,,
17,0.1803515625,0.1803515625,RL-sBOED,0.46977925300598145,1088,3.876082181930542,,,,,,,,,
18,0.1810546875,0.1810546875,RL-sBOED,0.466594934463501,1152,3.860912799835205,,,,,,,,,
19,0.1859765625,0.1859765625,RL-sBOED,0.9361429214477539,1216,3.845839500427246,,,,,,,,,
20,0.1810546875,0.1810546875,RL-sBOED,1.3030552864074707,1280,3.8360817432403564,,,,,,,,,
21,0.193359375,0.193359375,RL-sBOED,1.2794184684753418,1344,3.8213717937469482,,,,,,,,,
22,0.17929687500000002,0.17929687500000002,RL-sBOED,1.0897634029388428,1408,3.8102660179138184,,,,,,,,,
23,0.18105468749999998,0.18105468749999998,RL-sBOED,0.48636603355407715,1472,3.807912826538086,,,,,,,,,
24,0.19335937500000003,0.19335937500000003,RL-sBOED,0.4789552688598633,1536,3.7979462146759033,,,,,,,,,
25,0.18808593750000002,0.18808593750000002,RL-sBOED,0.8188424110412598,1600,3.792184352874756,0.17279296875000003,4,0.9670622048802323,0.03125,0.0,1,0.0,0.17279296875000003,0
26,0.18105468750000003,0.18105468750000003,RL-sBOED,0.46791791915893555,1664,3.8021490573883057,,,,,,,,,
27,0.18703125,0.18703125,RL-sBOED,0.4694678783416748,1728,3.815330982208252,,,,,,,,,
28,0.17507812500000003,0.17507812500000003,RL-sBOED,0.4659883975982666,1792,3.8239898681640625,,,,,,,,,
