epoch,grad_norm
0,0.11067211341399413
1,0.13422964398677534
2,0.11374139900390919
3,0.09715496433468965
4,0.1628148888166134
5,0.11274423822760582
6,0.10658495185466912
7,0.1928324799698133
8,0.15069273114204407
9,0.12197907068408452
10,0.15234575879115325
11,0.14714814378665045
12,0.14399751762931162
13,0.14927722227114898
14,0.1621714113996579
15,0.12022854043887211
16,0.11026420444250107
17,0.0943311544565054
18,0.07376346823114616
19,0.07568142305199917
20,0.06933537641396889
21,0.07713605320224395
22,0.09356077473897201
23,0.09129180100101691
24,0.1035497672855854
25,0.09493079151098545
26,0.1073743890111263
27,0.11536251868192966
28,0.10194953473714682
29,0.11993039915194878
