epoch,policy_entropy,entropy_coef,kl_coef
0,1.3509668696385164,0.02,0.05
1,1.4476430931916604,0.019310344827586208,0.04666666666666667
2,1.434096974822191,0.018620689655172412,0.043333333333333335
3,1.4828491933070695,0.01793103448275862,0.04000000000000001
4,1.5902078999922826,0.017241379310344827,0.036666666666666674
5,1.555338639479417,0.016551724137931035,0.03333333333333334
6,1.5523540939276035,0.015862068965517243,0.03
7,1.7054062829567835,0.015172413793103448,0.02666666666666667
8,1.9015273463267546,0.014482758620689656,0.023333333333333334
9,1.799768450168463,0.013793103448275864,0.020000000000000004
10,1.9445639986258287,0.01310344827586207,0.01666666666666667
11,2.039129754671684,0.012413793103448277,0.013333333333333336
12,2.024900340116941,0.011724137931034485,0.009999999999999998
13,2.304350318816992,0.01103448275862069,0.006666666666666665
14,2.6337833370153723,0.010344827586206895,0.0033333333333333327
15,3.3121194564379177,0.009655172413793102,0.0
16,3.5214367463038516,0.00896551724137931,0.0
17,3.7407063176998725,0.00827586206896552,0.0
18,3.8058461867845974,0.007586206896551724,0.0
19,3.8443818527918596,0.006896551724137932,0.0
20,3.8892139425644507,0.006206896551724137,0.0
21,3.9028943112263312,0.005517241379310345,0.0
22,3.90332161463224,0.004827586206896553,0.0
23,3.897429984349471,0.004137931034482758,0.0
24,3.882053705362173,0.003448275862068966,0.0
25,3.8654176730376024,0.0027586206896551735,0.0
26,3.852796355119118,0.002068965517241379,0.0
27,3.803428794328983,0.0013793103448275868,0.0
28,3.750906329888564,0.0006896551724137923,0.0
29,3.7692954654877004,0.0,0.0
