system,seed,epoch,train_mean_u_ctrl,validation_mean_u_ctrl,validation_safety,best_validation_mean_u_ctrl,policy_entropy,entropy_t1,entropy_t2,entropy_t3,entropy_coefficient,gradient_norm,gradient_norm_max,policy_gradient_norm,policy_gradient_norm_max,clipping_events,advantage_mean,advantage_std,unique_sequences,dominant_sequence,dominant_sequence_fraction,terminal_cost_unique_count,terminal_cost_modal_fraction,terminal_cost_tied_fraction,potential_telescope_max_error,loss
ieee5,202,0,0.8326923076923076,0.8833333333333333,1.0,0.8833333333333333,3.3645951747894287,3.399895668029785,3.364454507827759,3.329434394836426,0.01,0.18140257043497904,0.4047527611255646,0.18140257043497904,0.4047527611255646,0,-0.14859514681805963,0.21847382810217944,52,26 7 1,0.019230769230769232,3.857142857142857,0.4107142857142857,0.7857142857142857,0.0,-1.5010171724217278
ieee5,202,1,0.8596153846153847,,,0.8833333333333333,3.3631463050842285,3.3998892307281494,3.3622732162475586,3.327275276184082,0.009795918367346938,0.09905357765299934,0.12851406633853912,0.09905357871736799,0.12851406633853912,0,-0.002307321634501792,0.11559351006160694,51,6 21 27,0.038461538461538464,3.7142857142857144,0.44642857142857145,0.8035714285714286,0.0,-0.13473531071628844
ieee5,202,2,0.8615384615384615,,,0.8833333333333333,3.361433744430542,3.3998970985412598,3.3596854209899902,3.3247196674346924,0.009591836734693878,0.09874556107180459,0.12370029836893082,0.09874556000743594,0.12370029836893082,0,-0.0019450613673633109,0.11427066849309833,52,0 14 2,0.019230769230769232,3.7142857142857144,0.375,0.8214285714285714,0.0,-0.10825265198945999
ieee5,202,3,0.8788461538461539,,,0.8833333333333333,3.359623908996582,3.3999104499816895,3.357067584991455,3.3218934535980225,0.009387755102040816,0.10235977385725294,0.14659260213375092,0.1023597749216216,0.14659260213375092,0,-0.003230621702431773,0.11023127459659013,52,25 4 12,0.019230769230769232,3.7142857142857144,0.5,0.7857142857142857,0.0,-0.12892763955252512
ieee5,202,4,0.8596153846153847,,,0.8833333333333333,3.3579962253570557,3.3999178409576416,3.354419231414795,3.319650411605835,0.009183673469387756,0.13382243790796824,0.21042978763580322,0.13382244003670557,0.21042978763580322,0,0.00686831416365189,0.1440596560169314,52,4 16 2,0.019230769230769232,3.5714285714285716,0.5,0.8035714285714286,0.0,-0.09259602533919471
ieee5,202,5,0.8865384615384616,0.8666666666666667,1.0,0.8666666666666667,3.3557519912719727,3.3998923301696777,3.3509366512298584,3.3164267539978027,0.008979591836734694,0.09674611953752381,0.1354142278432846,0.09674611953752381,0.1354142278432846,0,-0.0019543977373709474,0.10188492992092198,52,18 16 6,0.019230769230769232,3.2857142857142856,0.5178571428571429,0.8035714285714286,0.0,-0.15180078468152455
ieee5,202,6,0.8538461538461538,,,0.8666666666666667,3.3536314964294434,3.3998615741729736,3.348130464553833,3.3129029273986816,0.008775510204081632,0.12463914922305516,0.15432000160217285,0.12463914922305516,0.15432000160217285,0,-0.007382103752136642,0.1246906644300286,52,12 14 25,0.019230769230769232,3.7142857142857144,0.44642857142857145,0.8035714285714286,0.0,-0.21127792075276375
ieee5,202,7,0.851923076923077,,,0.8666666666666667,3.350440740585327,3.3998372554779053,3.342845916748047,3.3086390495300293,0.008571428571428572,0.13799268645899637,0.27854135632514954,0.13799268113715307,0.27854132652282715,0,0.013657723499748569,0.13019553577714524,52,12 28 11,0.019230769230769232,3.7142857142857144,0.42857142857142855,0.7857142857142857,0.0,0.11020685519490923
ieee5,202,8,0.8596153846153847,,,0.8666666666666667,3.344038248062134,3.3997995853424072,3.3333740234375,3.2989413738250732,0.008367346938775512,0.1377325260213443,0.19837984442710876,0.1377325260213443,0.19837984442710876,0,-0.00026754529860157234,0.12715975451037895,52,15 16 28,0.019230769230769232,3.7142857142857144,0.44642857142857145,0.7678571428571429,0.0,-0.047325876142297475
ieee5,202,9,0.8499999999999999,,,0.8666666666666667,3.3410956859588623,3.3997697830200195,3.329031229019165,3.294487476348877,0.00816326530612245,0.13971186535699026,0.16952534019947052,0.13971186961446488,0.16952534019947052,0,-0.004708022331424917,0.1291543283217237,52,14 11 29,0.019230769230769232,3.5714285714285716,0.48214285714285715,0.8214285714285714,0.0,-0.19845540076494217
