epoch,train_mean_u_ctrl,validation_mean_u_ctrl,validation_safety,best_so_far_validation_u_ctrl,policy_entropy,dominant_sequence_fraction,unique_sequence_count,grad_norm,advantage_mean,advantage_std,terminal_cost_unique_count,terminal_cost_modal_fraction,fixed_validation_mean_u_ctrl
0,0.8692307692307691,0.8416666666666668,1.0,0.8416666666666668,1.7527837982544532,1.0,1,0.06814319720225674,0.0027664287614449054,0.12090687747871486,5,0.38461538461538464,0.8416666666666668
1,0.8884615384615385,0.8416666666666668,1.0,0.8416666666666668,1.7094503182631273,1.0,1,0.04430485490177359,-0.008313136068080953,0.10978217163351656,5,0.36538461538461536,0.8416666666666668
2,0.8865384615384614,0.8416666666666668,1.0,0.8416666666666668,1.7195416597219615,1.0,1,0.04305730760097504,0.00039481935654208354,0.11054305828624397,5,0.38461538461538464,0.8416666666666668
3,0.9173076923076924,0.8416666666666668,1.0,0.8416666666666668,1.740875434416991,1.0,1,0.052273506564753394,-0.013360201223743182,0.08799075160224724,4,0.4807692307692308,0.8416666666666668
4,0.9192307692307693,0.8416666666666668,1.0,0.8416666666666668,1.7300385855711424,1.0,1,0.02678061037191323,0.0006413994208158713,0.0796321516843372,4,0.4230769230769231,0.8416666666666668
5,0.9288461538461539,0.8416666666666668,1.0,0.8416666666666668,1.7572348026128917,1.0,1,0.05056104702608926,-0.0008999324897821451,0.09284573901034454,5,0.5576923076923077,0.8416666666666668
6,0.9038461538461539,0.8416666666666668,1.0,0.8416666666666668,1.7644444016309886,1.0,1,0.03764557492520128,0.004945964793255851,0.10343086266276715,5,0.4230769230769231,0.8416666666666668
7,0.8884615384615385,0.8416666666666668,1.0,0.8416666666666668,1.7241456348162432,1.0,1,0.04277244822255203,0.0037043433197905197,0.11213118240592912,5,0.4230769230769231,0.8416666666666668
8,0.8961538461538459,0.8416666666666668,1.0,0.8416666666666668,1.700401395559311,1.0,1,0.03483281896582672,0.004503307849535591,0.10654389034498118,5,0.4230769230769231,0.8416666666666668
9,0.8923076923076921,0.8416666666666668,1.0,0.8416666666666668,1.746335859482105,1.0,1,0.05798803975007364,-0.003019374727736623,0.09231899360141513,5,0.4807692307692308,0.8416666666666668
10,0.8865384615384616,0.8416666666666668,1.0,0.8416666666666668,1.7306655874619117,1.0,1,0.04084206745028496,-4.1240041324836793e-05,0.10997251491083027,5,0.38461538461538464,0.8416666666666668
11,0.8769230769230769,0.8416666666666668,1.0,0.8416666666666668,1.7067384536449726,1.0,1,0.040445499920419285,0.003002808765627273,0.11272620591618009,5,0.36538461538461536,0.8416666666666668
12,0.9000000000000001,0.8416666666666668,1.0,0.8416666666666668,1.723255531145976,1.0,1,0.04491849775825228,-0.005240105128738141,0.11674172044985477,5,0.46153846153846156,0.8416666666666668
13,0.8730769230769229,0.8416666666666668,1.0,0.8416666666666668,1.7179705982024853,1.0,1,0.0900490889325738,-0.0019624985727579422,0.11888620213570956,5,0.36538461538461536,0.8416666666666668
14,0.9038461538461537,0.8416666666666668,1.0,0.8416666666666668,1.7661210344387934,1.0,1,0.0386082154831716,0.002978290333795187,0.10049727092444354,4,0.4230769230769231,0.8416666666666668
15,0.8769230769230769,0.8416666666666668,1.0,0.8416666666666668,1.883616300729605,1.0,1,0.1448551607983453,-0.006644771815313146,0.11821139410071849,5,0.38461538461538464,0.8416666666666668
16,0.8788461538461537,0.8416666666666668,1.0,0.8416666666666668,2.057904589634675,1.0,1,0.11572442868990558,0.008870433872668624,0.10698947299270435,5,0.40384615384615385,0.8416666666666668
17,0.8999999999999999,0.8416666666666668,1.0,0.8416666666666668,2.2263782849678626,1.0,1,0.2361047858638423,0.000622705159010859,0.09876741245139867,5,0.4230769230769231,0.8416666666666668
18,0.9038461538461539,0.8416666666666668,1.0,0.8416666666666668,2.3492498168578515,1.0,1,0.17101572453975677,-0.003807472137343414,0.10382024181988829,5,0.4230769230769231,0.8416666666666668
19,0.9076923076923078,0.8416666666666668,1.0,0.8416666666666668,2.585635620814103,1.0,1,0.205101272889546,0.0015762316689459654,0.11924018924867667,5,0.5192307692307693,0.8416666666666668
