update,mean_train_u_ctrl,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_checkpoint_score,validation_meets_unique_floor
1,0.14625000000000002,RL-sBOED,0.5531589984893799,64,3.355241537094116,,,,,,
2,0.1284375,RL-sBOED,0.3638002872467041,128,3.341732978820801,,,,,,
3,0.13453125,RL-sBOED,0.3616983890533447,192,3.3279550075531006,,,,,,
4,0.13125,RL-sBOED,0.35930871963500977,256,3.3186099529266357,,,,,,
5,0.12890625,RL-sBOED,0.3596339225769043,320,3.3124122619628906,,,,,,
6,0.13265624999999998,RL-sBOED,0.35896778106689453,384,3.3013274669647217,,,,,,
7,0.13453125,RL-sBOED,0.3581104278564453,448,3.2882983684539795,,,,,,
8,0.144375,RL-sBOED,0.3575096130371094,512,3.269531726837158,,,,,,
9,0.13874999999999998,RL-sBOED,0.3580472469329834,576,3.2449469566345215,,,,,,
10,0.12796875,RL-sBOED,0.3586602210998535,640,3.224303722381592,,,,,,
11,0.12609375,RL-sBOED,0.35799360275268555,704,3.2060201168060303,,,,,,
12,0.13359375,RL-sBOED,0.3588905334472656,768,3.1739747524261475,,,,,,
13,0.1246875,RL-sBOED,0.3594629764556885,832,3.12514066696167,,,,,,
14,0.12328124999999998,RL-sBOED,0.3584771156311035,896,3.1143836975097656,,,,,,
15,0.11531249999999998,RL-sBOED,0.3579585552215576,960,3.0898501873016357,,,,,,
16,0.11765624999999999,RL-sBOED,0.3585195541381836,1024,3.0841026306152344,,,,,,
17,0.1265625,RL-sBOED,0.3569815158843994,1088,3.0602760314941406,,,,,,
18,0.12984375,RL-sBOED,0.3586268424987793,1152,3.059218168258667,,,,,,
19,0.12328125000000001,RL-sBOED,0.35808253288269043,1216,3.042404890060425,,,,,,
20,0.13546875,RL-sBOED,0.3581058979034424,1280,3.05478835105896,,,,,,
21,0.12234374999999999,RL-sBOED,0.3573002815246582,1344,3.07680082321167,,,,,,
22,0.12562500000000001,RL-sBOED,0.35802173614501953,1408,3.104890823364258,,,,,,
23,0.1134375,RL-sBOED,0.35814762115478516,1472,3.1066107749938965,,,,,,
24,0.11859374999999998,RL-sBOED,0.3577423095703125,1536,3.086658239364624,,,,,,
25,0.11203125,RL-sBOED,0.3584933280944824,1600,3.032438278198242,0.124453125,2,0.683226635860098,0.015625,0.124453125,0
26,0.121875,RL-sBOED,0.3594512939453125,1664,2.965494155883789,,,,,,
27,0.1275,RL-sBOED,0.359203577041626,1728,2.9072396755218506,,,,,,
28,0.11624999999999999,RL-sBOED,0.3588447570800781,1792,2.8442883491516113,,,,,,
29,0.110625,RL-sBOED,0.3590364456176758,1856,2.805657148361206,,,,,,
30,0.1096875,RL-sBOED,0.35885143280029297,1920,2.780231237411499,,,,,,
31,0.11859375,RL-sBOED,0.3576943874359131,1984,2.7964248657226562,,,,,,
32,0.11484375,RL-sBOED,0.35904765129089355,2048,2.8340463638305664,,,,,,
33,0.11156250000000001,RL-sBOED,0.3590121269226074,2112,2.8990590572357178,,,,,,
34,0.11671875,RL-sBOED,0.3591732978820801,2176,2.966277599334717,,,,,,
35,0.1153125,RL-sBOED,0.3590428829193115,2240,2.998084545135498,,,,,,
36,0.13359374999999998,RL-sBOED,0.35877323150634766,2304,2.9807612895965576,,,,,,
37,0.110625,RL-sBOED,0.3594379425048828,2368,2.9449825286865234,,,,,,
38,0.10828125,RL-sBOED,0.3587188720703125,2432,2.883753538131714,,,,,,
39,0.1171875,RL-sBOED,0.35871362686157227,2496,2.838243007659912,,,,,,
40,0.11765624999999999,RL-sBOED,0.35950231552124023,2560,2.806980609893799,,,,,,
41,0.10546875,RL-sBOED,0.35899925231933594,2624,2.7768330574035645,,,,,,
42,0.12328125000000001,RL-sBOED,0.35710644721984863,2688,2.792059898376465,,,,,,
43,0.12468749999999999,RL-sBOED,0.3584005832672119,2752,2.8058364391326904,,,,,,
44,0.11203125,RL-sBOED,0.3581550121307373,2816,2.8281447887420654,,,,,,
45,0.11296874999999999,RL-sBOED,0.3580303192138672,2880,2.864046812057495,,,,,,
46,0.11624999999999999,RL-sBOED,0.35877346992492676,2944,2.9146342277526855,,,,,,
47,0.114375,RL-sBOED,0.3588380813598633,3008,2.9791858196258545,,,,,,
48,0.12328125,RL-sBOED,0.3591785430908203,3072,3.012208938598633,,,,,,
49,0.10921875,RL-sBOED,0.35796141624450684,3136,2.9945311546325684,,,,,,
50,0.13171875,RL-sBOED,0.35913753509521484,3200,2.925265073776245,0.11695312499999999,2,0.6271047869053563,0.015625,0.11695312499999999,0
51,0.12984375,RL-sBOED,0.35817933082580566,3264,2.9033384323120117,,,,,,
52,0.12375,RL-sBOED,0.3572690486907959,3328,2.8410348892211914,,,,,,
53,0.12140625000000002,RL-sBOED,0.3584408760070801,3392,2.827479124069214,,,,,,
54,0.12421874999999999,RL-sBOED,0.3582136631011963,3456,2.82550311088562,,,,,,
55,0.11531249999999998,RL-sBOED,0.35883164405822754,3520,2.8082940578460693,,,,,,
56,0.10921875,RL-sBOED,0.3585324287414551,3584,2.8315987586975098,,,,,,
