theta_test_id,rollout_id,sequence,y_obs,u_ctrl,u_req_true,excess_control,u_ctrl_prior,changed_from_prior,reduced_from_prior,increased_from_prior,safe_total,max_rocof,frequency_nadir,rocof_safe,nadir_safe,posterior_ess,max_posterior_weight,posterior_mean_U,posterior_std_U,posterior_mean_U_error,runtime_s,exact_tie_count,near_tie_count,action_index_tie_break_count,median_co_tied_action_count,mean_score_gap,mean_decision_runtime_s,rule_terminal_rule_hash,rule_quantile_level,rule_additive_margin,rule_alpha,rule_snap_up,rule_control_grid_hash,rule_source,rule_rule,method
0,0,"[48, 0, 1]","[4.1794445603192845, 4.559606276771659, 1.3100759320854558]",0.96,0.0,0.96,1.04,True,True,False,True,4.948483499689389,-0.42680762448357806,True,True,1.0000654478574347,0.9999672771420679,2.6948872197213064e-289,2.0764921265331325e-145,2.6948872197213064e-289,2.019021580927074,103,103,2,52.0,0.0007291666666666696,0.6277933953485141,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
1,1,"[48, 0, 1]","[7.325263651917298, 9.354852442282768, 1.621241088003196]",0.96,0.0,0.96,1.04,True,True,False,True,15.06317443770887,-0.5043849788728458,True,True,1.0002844934480282,0.9998577735043611,0.0,0.0,0.0,2.0344167111907154,103,103,2,52.0,0.0008333333333333156,0.6332626595782737,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
2,2,"[48, 0, 1]","[7.554019438124763, 6.623883883241531, 2.7314281952574313]",0.96,0.0,0.96,1.04,True,True,False,True,8.622302454139804,-0.5151064628816457,True,True,1.0,1.0,1.9965277938238657e-250,1.263812249071164e-125,1.9965277938238657e-250,1.917346436996013,103,106,2,52.0,0.0002083333333333289,0.5960108317279568,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
3,3,"[48, 0, 1]","[5.978858828310844, 5.967961661148023, 3.126711399883479]",0.96,0.0,0.96,1.04,True,True,False,True,7.32352426611295,-0.46794511935115835,True,True,1.4854767808278024,0.7942656433591295,1.769439292910222e-195,1.6825881458801364e-98,1.769439292910222e-195,0.7923796009272337,103,103,2,52.0,0.0014583333333333022,0.22015765394705036,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
4,4,"[48, 0, 1]","[11.894120699884134, 9.88494929030913, 2.0539016812206743]",0.96,0.32,0.6399999999999999,1.04,True,True,False,True,14.43790030192405,-0.6303425473388712,True,True,1.0,1.0,0.0,0.0,-0.32,0.7770859361626208,103,103,2,52.0,0.0016666666666667052,0.21449113505271575,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
5,5,"[48, 1, 0]","[8.37687173010277, 2.06597858117951, 4.840361060523101]",0.96,0.0,0.96,1.04,True,True,False,True,7.781657682970818,-0.4708646840928323,True,True,1.273873126653957,0.8774967185907696,5.2910757154539975e-11,2.0573916908463614e-06,5.2910757154539975e-11,0.7801730060018599,74,105,2,24.0,0.0003125000000000118,0.21693400697161755,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
6,6,"[48, 0, 1]","[4.401786558361001, 7.620670577012444, 3.86198202235656]",0.96,0.0,0.96,1.04,True,True,False,True,8.961007936194259,-0.4384225536353909,True,True,1.0,1.0,0.0,0.0,0.0,0.787533420138061,103,104,2,52.0,0.0003125000000000118,0.21836938297686478,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
7,7,"[48, 9, 0]","[6.760576522865778, 3.744496873262845, 3.55186364222988]",1.12,0.0,1.12,1.04,True,False,True,True,6.560092299319013,-0.4781087923505804,True,True,1.000075045674752,0.9999624786268859,0.15999399658030175,0.0009800566874756608,0.15999399658030175,0.7903455309569836,55,56,2,5.0,0.0026041666666666297,0.21877196966670454,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
8,8,"[48, 0, 1]","[5.6056350267685096, 3.0885048176638996, 2.361050061533699]",0.96,0.0,0.96,1.04,True,True,False,True,5.6780854999992,-0.4176225122407299,True,True,1.0034470477068962,0.9982794364678325,2.2742487569932405e-57,1.9075633701634096e-29,2.2742487569932405e-57,0.7955863659735769,103,106,2,52.0,0.00010416666666664594,0.2188232650514692,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
9,9,"[48, 0, 1]","[4.609505034091817, 6.433547443116143, 1.4620691146306397]",0.96,0.0,0.96,1.04,True,True,False,True,7.851977293620081,-0.44642008555349066,True,True,1.0,1.0,0.0,0.0,0.0,0.809389241039753,103,105,2,52.0,0.00020833333333329188,0.2246422190219164,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),myopic
