exact_or_approximate,tree_depth,observation_branch_count,belief_state_count,candidate_actions_evaluated,adaptive_reference_value,exact_fixed_value_crn,estimated_adaptive_value,confidence_interval,fraction_steps_action_changed_vs_prior_myopic,n_bins,beam_width,n_hyp_leaf,runtime,uses_offline_banks_only,used_test_systems,not_globally_optimal,fixed_subset_used,exact_fixed_value,exact_fixed_subset,exact_fixed_value_exhaustive,estimated_adaptive_value_vs_exhaustive_fixed
approximate_crn_myopic_adaptive_scenario,3,2,72,2160,0.8916666666666666,0.7833333333333333,-0.10833333333333332,"[-0.19166666666666665, -0.029166666666666657]",0.9166666666666666,5,8,128,0.30763425887562335,True,False,True,"[18, 19, 25]",0.7833333333333333,"[18, 19, 25]",0.7833333333333333,-0.10833333333333328
