update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,branch_mean_kl_from_pre_finetune,branch_selected_action_changes,branch_branch_survival_rate,branch_unique_selected_actions,branch_selected_actions,branch_policy_distributions,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far,entropy_t3
1,C0,48,96,48,-1.0526700788566223,0.11930912267944811,0.0212752353399992,-0.0686802938580513,1.8412647247314453,0.030784567818045616,0.4270833432674408,0.2717767357826233,0.7891671657562256,1.09,1.920324683189392,1.7547813653945923,0.0,0,1.0,2,36 22 22,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14852505922317505, 0.0, 0.0, 0.21367768943309784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13895604014396667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10158383846282959, 0.0, 0.21498019993305206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18227723240852356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14518584311008453, 0.0, 0.0, 0.22380372881889343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13988202810287476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10646979510784149, 0.0, 0.20661689341068268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1780417114496231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1499834656715393, 0.0, 0.0, 0.21668608486652374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1369844377040863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10242309421300888, 0.0, 0.2077433168888092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18617963790893555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.9766666666666666,0.046067583203617556,0.96,0.96,1.016,1.0,"[28, 36, 6]",1.0,1,-0.0,3.9799578189849854,3.954793612162272,3.9450445771217346,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.9766666666666666,
2,C0,48,96,96,0.15148737320403258,0.09359965288015612,0.007780399173498154,-0.04217943549156189,1.825710415840149,0.016099845990538597,0.0833333358168602,0.31077784299850464,0.34528839588165283,1.1266666666666667,1.9210587739944458,1.7242125272750854,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1424587070941925, 0.0, 0.0, 0.24114206433296204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1319771260023117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07765970379114151, 0.0, 0.22573423385620117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18102812767028809, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1362512856721878, 0.0, 0.0, 0.2549075484275818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13331055641174316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08105573058128357, 0.0, 0.21901510655879974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17545968294143677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14241528511047363, 0.0, 0.0, 0.24529929459095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13262850046157837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07813587784767151, 0.0, 0.21720701456069946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18431396782398224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,
3,C0,48,96,144,-0.01972033182978628,0.10822689072050097,0.00550597719848156,-0.035967931151390076,1.8173028230667114,0.003068789839744568,0.03125,0.3685014843940735,0.10691884905099869,1.0883333333333334,1.915476679801941,1.714436650276184,0.0,0,1.0,2,43 22 43,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15323284268379211, 0.0, 0.0, 0.24231483042240143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10314314812421799, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07677864283323288, 0.0, 0.18018092215061188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2443496286869049, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14656297862529755, 0.0, 0.0, 0.25172948837280273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10348858684301376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08215261995792389, 0.0, 0.1705356240272522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24553072452545166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1533605009317398, 0.0, 0.0, 0.2452424317598343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10503746569156647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07762520015239716, 0.0, 0.17170047760009766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2470339834690094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,
4,C0,48,96,192,0.0015613643199205534,0.09558084529575288,0.0051027038134634495,-0.04480366408824921,1.7892950773239136,0.007056359201669693,0.0833333358168602,0.4522533714771271,0.07250712066888809,1.095,1.8822709321975708,1.6788984537124634,0.0,0,1.0,1,43 43 43,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16154004633426666, 0.0, 0.0, 0.25769200921058655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08337395638227463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07437367737293243, 0.0, 0.1638457030057907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.259174644947052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15525732934474945, 0.0, 0.0, 0.26483264565467834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08378776162862778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08105165511369705, 0.0, 0.14911559224128723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2659549415111542, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1632787138223648, 0.0, 0.0, 0.26144513487815857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08549579232931137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07547816634178162, 0.0, 0.1521177887916565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2621844708919525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,
5,C0,48,96,240,-0.0038669580996036467,0.08907965334555257,0.004137486219406128,-0.06135294958949089,1.7236948013305664,0.014007222838699818,0.2083333283662796,0.4051090478897095,0.0760175958275795,1.1116666666666666,1.7861601114273071,1.6217278242111206,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13591240346431732, 0.0, 0.0, 0.2990597188472748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07439745217561722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06901782006025314, 0.0, 0.20872217416763306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2128903865814209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13290798664093018, 0.0, 0.0, 0.3121364414691925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07490170747041702, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07487860321998596, 0.0, 0.1838333159685135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22134190797805786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1406075358390808, 0.0, 0.0, 0.3087635040283203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0763859823346138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06974603980779648, 0.0, 0.18839122354984283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2161056250333786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,
6,C0,48,96,288,0.01786734926005205,0.08917087196485858,0.00420549139380455,-0.03616570308804512,1.633215308189392,-0.0021640814375132322,0.4166666567325592,0.5421126484870911,0.09937715530395508,1.0883333333333334,1.6575039625167847,1.5741043090820312,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10434787720441818, 0.0, 0.0, 0.31310585141181946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06907815486192703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06181308999657631, 0.0, 0.3058100640773773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14584499597549438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10481731593608856, 0.0, 0.0, 0.3339030146598816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07040475308895111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06695244461297989, 0.0, 0.27183660864830017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15208576619625092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10908104479312897, 0.0, 0.0, 0.3260733485221863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07129760086536407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06224199756979942, 0.0, 0.28571757674217224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1455884426832199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,
7,C0,48,96,336,-0.0006598844036459819,0.09498891233929971,0.004412053618580103,-0.04725632444024086,1.4988969564437866,0.02773037739098072,0.15625,0.6784109473228455,0.036861687898635864,1.07,1.4703030586242676,1.456690788269043,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07949692755937576, 0.0, 0.0, 0.26657313108444214, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057116780430078506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053310003131628036, 0.0, 0.4468217194080353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09668134897947311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08096683770418167, 0.0, 0.0, 0.2915923297405243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05912290886044502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05806192383170128, 0.0, 0.4099881649017334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10026782006025314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0826374962925911, 0.0, 0.0, 0.2782784104347229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059009961783885956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05340353772044182, 0.0, 0.43202900886535645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0946415364742279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,
8,C0,48,96,384,0.006783616029222825,0.08912571342879773,0.00390238338150084,-0.014568050391972065,1.3892931938171387,0.0031536545138806105,0.15625,0.3069491386413574,0.04748880863189697,1.0633333333333335,1.2807552814483643,1.4530764818191528,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06412847340106964, 0.0, 0.0, 0.22016489505767822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044451236724853516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04063883051276207, 0.0, 0.5549425482749939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07567393779754639, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0652894377708435, 0.0, 0.0, 0.24510981142520905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04650379344820976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04430490359663963, 0.0, 0.5209491848945618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07784292101860046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06603753566741943, 0.0, 0.0, 0.2289014756679535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04574605077505112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040568217635154724, 0.0, 0.5457824468612671, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07296431064605713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,
9,C0,48,96,432,-0.021361480729778604,0.0813156446181032,0.0031684173736721277,-0.011343090794980526,1.340751051902771,-0.017669936642050743,0.0,0.30106523633003235,0.07256963849067688,1.0883333333333336,1.1271032094955444,1.5141457319259644,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05680437013506889, 0.0, 0.0, 0.1969316452741623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03716746345162392, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033435773104429245, 0.0, 0.6082212328910828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06743955612182617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05808432027697563, 0.0, 0.0, 0.22193624079227448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039375998079776764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036511022597551346, 0.0, 0.5747105479240417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06938185542821884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05820799246430397, 0.0, 0.0, 0.20484572649002075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03828085586428642, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03320710361003876, 0.0, 0.6009077429771423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06455063074827194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,
10,C0,48,96,480,0.032301463824013874,0.08203676515845164,0.0036721080541610718,-0.010103338398039341,1.2433685064315796,0.004913019016385078,0.0416666679084301,0.3105483949184418,0.10219205170869827,1.0733333333333335,1.0191638469696045,1.4490169286727905,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05293136090040207, 0.0, 0.0, 0.17190173268318176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029192611575126648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03227972611784935, 0.0, 0.6492345333099365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06446001678705215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05453891307115555, 0.0, 0.0, 0.19980736076831818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03155158832669258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03533108904957771, 0.0, 0.6115412712097168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0672297328710556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05377495288848877, 0.0, 0.0, 0.1796882152557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029998844489455223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03162014111876488, 0.0, 0.643669605255127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06124827638268471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.98,0.052915026221291815,0.96,0.96,1.04,1.0,"[36, 5, 6]",0.9583333333333334,2,0.1732052067491771,3.702047348022461,3.921842118104299,3.916198114554087,2,1,2,0.0,0.11544294170251501,0.11544294170251501,observation-dependent adaptive,5,True,0.9766666666666666,
