update,mean_kl_from_pre_finetune,selected_action_changes,branch_survival_rate,unique_selected_actions,selected_actions,policy_distributions
1,0.0,0,1.0,2,36 22 22,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14852505922317505, 0.0, 0.0, 0.21367768943309784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13895604014396667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10158383846282959, 0.0, 0.21498019993305206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18227723240852356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14518584311008453, 0.0, 0.0, 0.22380372881889343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13988202810287476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10646979510784149, 0.0, 0.20661689341068268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1780417114496231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1499834656715393, 0.0, 0.0, 0.21668608486652374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1369844377040863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10242309421300888, 0.0, 0.2077433168888092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18617963790893555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
2,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1424587070941925, 0.0, 0.0, 0.24114206433296204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1319771260023117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07765970379114151, 0.0, 0.22573423385620117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18102812767028809, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1362512856721878, 0.0, 0.0, 0.2549075484275818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13331055641174316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08105573058128357, 0.0, 0.21901510655879974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17545968294143677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14241528511047363, 0.0, 0.0, 0.24529929459095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13262850046157837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07813587784767151, 0.0, 0.21720701456069946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18431396782398224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
3,0.0,0,1.0,2,43 22 43,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15323284268379211, 0.0, 0.0, 0.24231483042240143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10314314812421799, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07677864283323288, 0.0, 0.18018092215061188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2443496286869049, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14656297862529755, 0.0, 0.0, 0.25172948837280273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10348858684301376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08215261995792389, 0.0, 0.1705356240272522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24553072452545166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1533605009317398, 0.0, 0.0, 0.2452424317598343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10503746569156647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07762520015239716, 0.0, 0.17170047760009766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2470339834690094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
4,0.0,0,1.0,1,43 43 43,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16154004633426666, 0.0, 0.0, 0.25769200921058655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08337395638227463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07437367737293243, 0.0, 0.1638457030057907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.259174644947052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15525732934474945, 0.0, 0.0, 0.26483264565467834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08378776162862778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08105165511369705, 0.0, 0.14911559224128723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2659549415111542, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1632787138223648, 0.0, 0.0, 0.26144513487815857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08549579232931137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07547816634178162, 0.0, 0.1521177887916565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2621844708919525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
5,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13591240346431732, 0.0, 0.0, 0.2990597188472748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07439745217561722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06901782006025314, 0.0, 0.20872217416763306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2128903865814209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13290798664093018, 0.0, 0.0, 0.3121364414691925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07490170747041702, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07487860321998596, 0.0, 0.1838333159685135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22134190797805786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1406075358390808, 0.0, 0.0, 0.3087635040283203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0763859823346138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06974603980779648, 0.0, 0.18839122354984283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2161056250333786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
6,0.0,0,1.0,1,22 22 22,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10434787720441818, 0.0, 0.0, 0.31310585141181946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06907815486192703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06181308999657631, 0.0, 0.3058100640773773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14584499597549438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10481731593608856, 0.0, 0.0, 0.3339030146598816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07040475308895111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06695244461297989, 0.0, 0.27183660864830017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15208576619625092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10908104479312897, 0.0, 0.0, 0.3260733485221863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07129760086536407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06224199756979942, 0.0, 0.28571757674217224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1455884426832199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
7,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07949692755937576, 0.0, 0.0, 0.26657313108444214, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057116780430078506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053310003131628036, 0.0, 0.4468217194080353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09668134897947311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08096683770418167, 0.0, 0.0, 0.2915923297405243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05912290886044502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05806192383170128, 0.0, 0.4099881649017334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10026782006025314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0826374962925911, 0.0, 0.0, 0.2782784104347229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059009961783885956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05340353772044182, 0.0, 0.43202900886535645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0946415364742279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
8,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06412847340106964, 0.0, 0.0, 0.22016489505767822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044451236724853516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04063883051276207, 0.0, 0.5549425482749939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07567393779754639, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0652894377708435, 0.0, 0.0, 0.24510981142520905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04650379344820976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04430490359663963, 0.0, 0.5209491848945618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07784292101860046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06603753566741943, 0.0, 0.0, 0.2289014756679535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04574605077505112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040568217635154724, 0.0, 0.5457824468612671, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07296431064605713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
9,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05680437013506889, 0.0, 0.0, 0.1969316452741623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03716746345162392, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033435773104429245, 0.0, 0.6082212328910828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06743955612182617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05808432027697563, 0.0, 0.0, 0.22193624079227448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039375998079776764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036511022597551346, 0.0, 0.5747105479240417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06938185542821884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05820799246430397, 0.0, 0.0, 0.20484572649002075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03828085586428642, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03320710361003876, 0.0, 0.6009077429771423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06455063074827194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
10,0.0,0,1.0,1,36 36 36,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05293136090040207, 0.0, 0.0, 0.17190173268318176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029192611575126648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03227972611784935, 0.0, 0.6492345333099365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06446001678705215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05453891307115555, 0.0, 0.0, 0.19980736076831818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03155158832669258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03533108904957771, 0.0, 0.6115412712097168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0672297328710556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05377495288848877, 0.0, 0.0, 0.1796882152557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029998844489455223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03162014111876488, 0.0, 0.643669605255127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06124827638268471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
