split,rollout_id,theta_id,sequence,u_ctrl,u_path,rewards
confirmation,0,0,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,1,1,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,2,2,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,3,3,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,4,4,21 13 40,1.2,1.040000 1.200000 1.200000 1.200000,-0.160000 0.000000 0.000000
confirmation,5,5,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,6,6,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,7,7,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,8,8,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,9,9,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,10,10,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,11,11,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,12,12,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,13,13,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,14,14,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,15,15,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,16,16,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,17,17,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,18,18,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,19,19,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
