split,rollout_id,theta_id,sequence,u_ctrl,u_path,rewards
confirmation,20,20,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,21,21,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,22,22,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,23,23,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,24,24,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,25,25,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,26,26,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,27,27,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,28,28,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,29,29,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,30,30,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,31,31,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,32,0,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,33,1,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,34,2,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,35,3,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,36,4,21 13 40,1.2,1.040000 1.200000 1.200000 1.200000,-0.160000 0.000000 0.000000
confirmation,37,5,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,38,6,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,39,7,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,40,8,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,41,9,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,42,10,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,43,11,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,44,12,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,45,13,21 13 40,0.96,1.040000 1.120000 0.960000 0.960000,-0.080000 0.160000 0.000000
confirmation,46,14,21 13 40,0.96,1.040000 0.960000 1.040000 0.960000,0.080000 -0.080000 0.080000
confirmation,47,15,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,48,16,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,49,17,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,50,18,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,51,19,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,52,20,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,53,21,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,54,22,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,55,23,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,56,24,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,57,25,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,58,26,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,59,27,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,60,28,21 13 40,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,61,29,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,62,30,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
confirmation,63,31,21 13 30,0.96,1.040000 0.960000 0.960000 0.960000,0.080000 0.000000 0.000000
