epoch,policy_entropy,entropy_coef,kl_coef
0,1.3161828987873518,0.02,0.05
1,1.3573138862848282,0.019310344827586208,0.04666666666666667
2,1.3123515660946186,0.018620689655172412,0.043333333333333335
3,1.306122118463883,0.01793103448275862,0.04000000000000001
4,1.3085643500089645,0.017241379310344827,0.036666666666666674
5,1.3079489011030931,0.016551724137931035,0.03333333333333334
6,1.3032476202799723,0.015862068965517243,0.03
7,1.3035256461455271,0.015172413793103448,0.02666666666666667
8,1.3042420584421892,0.014482758620689656,0.023333333333333334
9,1.3060749287788684,0.013793103448275864,0.020000000000000004
10,1.311081595145739,0.01310344827586207,0.01666666666666667
11,1.3175659363086407,0.012413793103448277,0.013333333333333336
12,1.3113117447266212,0.011724137931034485,0.009999999999999998
13,1.3286297355706875,0.01103448275862069,0.006666666666666665
14,1.2985958892565508,0.010344827586206895,0.0033333333333333327
15,1.2979483008384705,0.009655172413793102,0.0
16,1.2979027090164332,0.00896551724137931,0.0
17,1.2981352794628878,0.00827586206896552,0.0
18,1.2985031444292803,0.007586206896551724,0.0
19,1.2983995171693654,0.006896551724137932,0.0
20,1.2988437161995814,0.006206896551724137,0.0
21,1.2989996683139067,0.005517241379310345,0.0
22,1.2994122849060938,0.004827586206896553,0.0
23,1.2998152776406362,0.004137931034482758,0.0
24,1.3000284284353256,0.003448275862068966,0.0
25,1.3006577915870225,0.0027586206896551735,0.0
26,1.3015315406597578,0.002068965517241379,0.0
27,1.3021859262998288,0.0013793103448275868,0.0
28,1.3031874562685306,0.0006896551724137923,0.0
29,1.3059235364198685,0.0,0.0
