epoch,grad_norm
0,0.7752408774999472
1,1.1396797597408295
2,0.5060111811527839
3,0.35955636547161984
4,0.35259724121827346
5,0.9125597316485184
6,0.3552926778793335
7,0.3229400939666308
8,0.3555847933659187
9,0.36580512386101943
10,0.3415454305135287
11,0.3353522259455461
12,0.44361979227799636
13,0.5460613971719375
14,0.36354589462280273
15,0.35276567935943604
16,0.3487736193033365
17,0.34175042922680193
18,0.34229600658783543
19,0.36577590841513413
20,0.3558455155445979
21,0.3194479273650079
22,0.33547839178488803
23,0.32603961154997635
24,0.3584434069119967
25,0.34783897950099063
26,0.3492931861143846
27,0.3674437632927528
28,0.337572931097104
29,0.3660061451104971
