update,mean_train_u_ctrl,policy_loss,value_loss,entropy,approximate_kl,zero_intermediate_reward_fraction,reward_mode,method,init_mode,validation_mean_u_ctrl,validation_unique_sequences,validation_dominant_fraction
1,0.965,-0.003352518193423748,0.0012582275085151196,0.02136041969060898,0.006880799774080515,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
2,0.96,-0.00032967457082122564,0.0006805791635997593,0.0258711576461792,0.000485559314256534,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
3,0.975,-0.0021522371098399162,0.0015743914991617203,0.0443844199180603,0.00322462129406631,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
4,0.96,-0.026634089648723602,0.0019501078641042113,0.15740655362606049,0.03836996480822563,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
5,0.975,0.009877195581793785,0.0013673721114173532,0.3788429796695709,0.041842103004455566,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
6,0.96,-0.02500111609697342,0.002053780946880579,0.7349843978881836,0.0014891152968630195,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
7,0.975,-0.00722530297935009,0.0017637914279475808,0.4942105710506439,0.05553555488586426,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
8,0.96,-0.02531953901052475,0.002004326554015279,1.0178401470184326,0.012782837264239788,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
9,0.96,-0.02387167140841484,0.0020558771211653948,0.7367354035377502,0.006830667611211538,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
10,0.96,-0.005718158558011055,0.0011472362093627453,0.35291099548339844,-0.01979859732091427,0.0,rl_sboed_stepwise,RL-sBOED,fixed,0.97875,1,1.0
11,0.965,-0.01500673871487379,0.0012633551377803087,0.4774705171585083,0.014249265193939209,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
12,0.96,-0.04592304676771164,0.0006109402747824788,0.2868093252182007,0.025787850841879845,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
13,0.96,0.006313052028417587,0.0019676443189382553,0.6772010326385498,0.0075693451799452305,0.0,rl_sboed_stepwise,RL-sBOED,fixed,,,
