rollout_id,theta_test_id,sequence,y_obs,u_ctrl_prior,u_ctrl_final,u_req_true,posterior_mean_U,excess_control,safe_total,changed,reduced,increased
864,5,13 29,6.3959038 2.5644885,1.0,0.45,0.25,0.050000000034403684,0.2,True,True,True,False
865,13,8 17,3.4578031 1.3129914,1.0,0.8,0.45,0.396712756249952,0.35000000000000003,True,True,True,False
866,4,23 28,2.9995239 3.1386719,1.0,1.0,0.4,0.26648411608956557,0.6,True,False,False,False
867,11,19 17,3.4744119 1.0618296,1.0,0.8,0.1,0.326401318595529,0.7000000000000001,True,True,True,False
868,14,22 11,1.1250793 2.0031487,1.0,0.7,0.3,0.291016940710994,0.39999999999999997,True,True,True,False
869,9,8 7,7.0773198 1.3150183,1.0,0.9,0.35,0.4387435724751051,0.55,True,True,True,False
870,2,6 20,2.0649449 1.5078788,1.0,0.7,0.3,0.26749744654322083,0.39999999999999997,True,True,True,False
871,5,29 19,2.5644885 2.2761974,1.0,0.8,0.25,0.2685924483895157,0.55,True,True,True,False
872,8,20 16,1.6091098 1.5028329,1.0,0.5,0.1,0.05986696294926318,0.4,True,True,True,False
873,2,25 1,1.6025426 2.0930464,1.0,0.7,0.3,0.2670733007780608,0.39999999999999997,True,True,True,False
874,14,8 25,4.8154975 3.3220099,1.0,0.7,0.3,0.2697269441255336,0.39999999999999997,True,True,True,False
875,14,1 25,2.1707361 3.3220099,1.0,0.7,0.3,0.2760266862797355,0.39999999999999997,True,True,True,False
876,14,0 23,2.2809266 4.9296863,1.0,0.45,0.3,0.050014985874774355,0.15000000000000002,True,True,True,False
877,9,5 10,1.8844566 1.7951567,1.0,1.0,0.35,0.26480058385716876,0.65,True,False,False,False
878,3,29 0,5.097029 1.8198357,1.0,0.8,0.5,0.3500430518391011,0.30000000000000004,True,True,True,False
879,3,26 3,2.8756792 6.5443346,1.0,0.9,0.5,0.4499995818144662,0.4,True,True,True,False
880,9,11 19,2.0699623 2.6251456,1.0,0.7,0.35,0.29754755272572675,0.35,True,True,True,False
881,4,19 29,2.1304801 2.4823531,1.0,0.8,0.4,0.23889474663867497,0.4,True,True,True,False
882,13,7 3,1.3149995 3.2291653,1.0,0.9,0.45,0.1339162262849591,0.45,True,True,True,False
883,8,6 16,1.7317839 1.5028329,1.0,0.6,0.1,0.12776927304213156,0.5,True,True,True,False
884,5,24 12,2.4097074 2.4568679,1.0,0.6,0.25,0.14987966684018242,0.35,True,True,True,False
885,7,26 4,2.7273053 5.7897808,1.0,0.9,0.6,0.44999999999999996,0.30000000000000004,True,True,True,False
886,13,1 12,3.0390604 1.2963715,1.0,0.9,0.45,0.44806395106372254,0.45,True,True,True,False
887,0,4 19,3.8362146 4.0449999,1.0,0.8,0.1,0.3262034944378749,0.7000000000000001,True,True,True,False
888,5,22 23,2.6839007 6.7983067,1.0,0.45,0.25,0.050001056823895204,0.2,True,True,True,False
889,9,1 11,2.2256867 2.0699623,1.0,0.7,0.35,0.2870510115421432,0.35,True,True,True,False
890,12,29 8,2.7279934 3.6383395,1.0,0.9,0.6,0.1388014396164522,0.30000000000000004,True,True,True,False
891,1,23 3,4.7398726 4.4006335,1.0,0.9,0.1,0.22748272778428197,0.8,True,True,True,False
892,15,20 3,3.6567702 3.5284348,1.0,0.9,0.2,0.4499999999999673,0.7,True,True,True,False
893,6,16 1,3.3005836 3.4367724,1.0,1.0,0.6,0.5999128662146386,0.4,True,False,False,False
894,5,6 10,1.9323301 1.4204704,1.0,0.7,0.25,0.25404195356985315,0.44999999999999996,True,True,True,False
895,9,15 16,1.9709299 2.2341326,1.0,0.8,0.35,0.34294940215874314,0.45000000000000007,True,True,True,False
896,3,24 5,4.7970452 1.839562,1.0,0.8,0.5,0.3506514592626851,0.30000000000000004,True,True,True,False
897,12,20 21,2.47707 3.1444627,1.0,1.0,0.6,0.5999962534270584,0.4,True,False,False,False
898,8,24 25,2.6180009 1.8078719,1.0,0.9,0.1,0.36363818968137973,0.8,True,True,True,False
899,0,6 16,1.5396343 1.5104831,1.0,0.6,0.1,0.10379811543107817,0.5,True,True,True,False
900,15,0 20,2.7559282 3.6567702,1.0,0.8,0.2,0.3514759779885291,0.6000000000000001,True,True,True,False
901,0,10 24,1.672622 4.2217872,1.0,0.8,0.1,0.3418289359414153,0.7000000000000001,True,True,True,False
902,14,8 16,4.8154975 1.8808917,1.0,0.7,0.3,0.29999760771344447,0.39999999999999997,True,True,True,False
903,9,11 26,2.0699623 1.9838814,1.0,0.7,0.35,0.2601020464418677,0.35,True,True,True,False
904,15,14 12,2.3856827 1.1074755,1.0,1.0,0.2,0.38277328487733625,0.8,True,False,False,False
905,5,28 29,7.0097323 2.5644885,1.0,0.45,0.25,0.050000000026391836,0.2,True,True,True,False
906,0,4 20,3.8362146 1.7438455,1.0,0.8,0.1,0.3289242841342779,0.7000000000000001,True,True,True,False
907,2,18 9,3.6835873 4.1117091,1.0,0.7,0.3,0.3000418092111078,0.39999999999999997,True,True,True,False
908,12,21 10,3.1444627 2.1719322,1.0,1.0,0.6,0.5999999647503433,0.4,True,False,False,False
909,15,24 27,2.5819448 1.3921057,1.0,1.0,0.2,0.4163862906855952,0.8,True,False,False,False
910,3,5 14,1.839562 4.5622236,1.0,0.8,0.5,0.35039284838948104,0.30000000000000004,True,True,True,False
911,6,15 16,1.7101656 3.3005836,1.0,1.0,0.6,0.5999997674134601,0.4,True,False,False,False
912,7,23 13,5.0415509 4.8034628,1.0,1.0,0.6,0.3350578830579146,0.4,True,False,False,False
913,11,2 24,0.96612327 3.5921375,1.0,0.8,0.1,0.3171256838106357,0.7000000000000001,True,True,True,False
914,15,3 13,3.5284348 3.5576398,1.0,0.8,0.2,0.2694456374332626,0.6000000000000001,True,True,True,False
915,12,11 14,3.3733606 2.3850779,1.0,0.9,0.6,0.4956585683579621,0.30000000000000004,True,True,True,False
916,11,21 29,1.451333 3.8971194,1.0,0.6,0.1,0.16226157654563106,0.5,True,True,True,False
