source,horizon,particle_ids,available_actions,first_action,observation_bin_edges,second_action_by_bin,best_fixed_sequence,search_best_fixed_cost,search_reference_adaptive_tree_cost,best_fixed_cost,reference_adaptive_tree_cost,adaptive_advantage,adaptive_advantage_ci95,distinct_branch_actions,verified_positive_adaptive_advantage,uses_training_data_only,uses_physical_ode,uses_fixed_or_myopic_labels,objective,search_scenarios,independent_verification_scenarios,seed,learned_dad_cost,learned_first_action,learned_unique_second_actions,action_branching_accuracy,observation_action_dependence,fraction_adaptive_advantage_recovered,trainer_passed,training_seed,updates,posterior_samples_per_action,random_initialization,fixed_or_myopic_labels_used
ieee5 training bank only,2,"[44, 43, 35, 39, 41, 9, 16, 40, 36]","[2, 9, 14, 15, 22, 25]",15,"[1.4958852064070338, 1.982521296993255]","[22, 9, 9]","[14, 22]",0.8617187499999999,0.8347656249999998,0.8647216796874999,0.8352050781249999,0.029516601562500022,"[0.026513671875000006, 0.0325927734375]",2,True,True,False,False,terminal_u_ctrl,512,4096,7319,0.8387207031249999,9,4,0.0,True,0.8808933002481383,True,101,300,48,True,False
