update,policy_loss,value_loss,approximate_kl,entropy,mean_training_terminal_cost,mean_u_ctrl,std_u_ctrl,median_u_ctrl,q10_u_ctrl,q90_u_ctrl,safety,dominant_sequence,dominant_sequence_fraction,unique_sequences,sequence_entropy,entropy_t1,entropy_t2,entropy_t3
1,-0.10171394795179367,0.052882835268974304,0.032568734139204025,3.355088233947754,0.9,0.9333333333333335,0.062360956446232345,0.9,0.9,1.0,1.0,"[0, 2, 5]",1.0,1,-0.0,3.3909058570861816,3.348685105641683,3.3180452386538186
10,-0.026731034740805626,0.004502975847572088,0.011400017887353897,3.2605509757995605,0.8583333333333333,0.9166666666666666,0.0799305253885453,0.9,0.8,1.0,1.0,"[14, 16, 2]",1.0,1,-0.0,3.3579702377319336,3.2159579594930015,3.2055368423461914
20,-0.05631089210510254,0.005925911013036966,-0.004094150383025408,3.1322834491729736,0.875,0.8583333333333334,0.13202482931462384,0.9,0.62,1.0,1.0,"[8, 11, 16]",1.0,1,-0.0,3.2926836013793945,3.2244639794031777,3.197978953520457
30,0.021398544311523438,0.007666268385946751,0.031642161309719086,2.988783121109009,0.8416666666666668,0.9166666666666669,0.07993052538854531,0.9,0.8,1.0,1.0,"[8, 7, 22]",1.0,1,-0.0,3.1188950538635254,3.252249836921692,3.1973533630371094
40,-0.025329232215881348,0.007555222138762474,0.023306390270590782,2.3366217613220215,0.7833333333333332,0.8583333333333335,0.11149240133549708,0.8500000000000001,0.8,1.0,1.0,"[8, 29, 7]",1.0,1,-0.0,2.5740227699279785,3.081961472829183,3.041979412237803
50,-0.026491262018680573,0.006309891119599342,0.03070569783449173,2.327347755432129,0.9,0.9166666666666669,0.07993052538854531,0.9,0.8,1.0,1.0,"[8, 7, 22]",1.0,1,-0.0,2.2406115531921387,3.098508596420288,2.976813554763794
60,-0.03913874179124832,0.009302300401031971,-0.012213421985507011,3.0244359970092773,0.8250000000000001,0.9166666666666669,0.07993052538854531,0.9,0.8,1.0,1.0,"[7, 8, 22]",1.0,1,-0.0,3.2169694900512695,3.2397532065709433,3.078920324643453
70,-0.04195907339453697,0.0071505107916891575,-0.006766670383512974,3.1777775287628174,0.8666666666666668,0.9250000000000002,0.08291561975888498,0.95,0.8,1.0,1.0,"[28, 7, 22]",0.5833333333333334,2,0.6791932659915256,3.282078266143799,3.2673651576042175,3.2026436924934387
80,-0.02607218362390995,0.005514313466846943,-0.012907875701785088,3.0277247428894043,0.8250000000000001,0.8333333333333334,0.13123346456686352,0.8500000000000001,0.7,1.0,1.0,"[23, 28, 24]",1.0,1,-0.0,2.9036033153533936,3.2533553640047708,3.255660871664683
90,-0.06108081340789795,0.005677303299307823,-0.0037660168018192053,2.7434909343719482,0.8833333333333333,0.9250000000000002,0.08291561975888499,0.95,0.8,1.0,1.0,"[17, 28, 7]",0.9166666666666666,2,0.2868359830561607,2.7100143432617188,2.810043454170227,2.83301172653834
100,-0.0304645374417305,0.00389594747684896,0.033494994044303894,2.4488399028778076,0.9250000000000002,0.9250000000000002,0.08291561975888499,0.95,0.8,1.0,1.0,"[17, 23, 28]",0.9166666666666666,2,0.2868359830561607,2.361344337463379,2.6672884424527488,2.6371339360872903
110,-0.004622856620699167,0.004682602360844612,-0.0033308665733784437,1.3746066093444824,0.8416666666666667,0.8833333333333334,0.10671873729054747,0.9,0.8,1.0,1.0,"[17, 23, 26]",1.0,1,-0.0,1.2292042970657349,1.0619414349397023,2.156733294328054
120,-0.00800571870058775,0.004672694485634565,0.008262290619313717,0.8679844737052917,0.8166666666666668,0.8833333333333334,0.12133516482134196,0.9,0.71,1.0,1.0,"[23, 17, 26]",1.0,1,-0.0,1.0362521409988403,0.6240116109450659,1.0538703004519145
130,-0.030362563207745552,0.004105815663933754,0.021534385159611702,0.5464826822280884,0.9083333333333333,0.8833333333333334,0.12133516482134196,0.9,0.71,1.0,1.0,"[23, 17, 26]",1.0,1,-0.0,0.6971431970596313,0.5252479463815689,0.5414395531018575
140,-0.023793255910277367,0.004340799525380135,0.007340012118220329,0.39835235476493835,0.875,0.8833333333333334,0.12133516482134196,0.9,0.71,1.0,1.0,"[23, 17, 26]",1.0,1,-0.0,0.14549274742603302,0.7285399983326594,0.4528925344347954
