update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.22500000000000003,0.22500000000000003,DAD,0.6431500911712646,64,3.953197479248047,,,,,,,,,
2,0.22500000000000003,0.22500000000000003,DAD,0.4447360038757324,128,3.953261137008667,,,,,,,,,
3,0.22500000000000003,0.22500000000000003,DAD,0.441112756729126,192,3.9534106254577637,,,,,,,,,
4,0.22535156250000005,0.22535156250000005,DAD,0.4410824775695801,256,3.9536874294281006,,,,,,,,,
5,0.22535156250000005,0.22535156250000005,DAD,0.43943119049072266,320,3.9537582397460938,,,,,,,,,
6,0.22500000000000003,0.22500000000000003,DAD,0.44005322456359863,384,3.953585624694824,,,,,,,,,
7,0.22500000000000003,0.22500000000000003,DAD,0.444760799407959,448,3.953418016433716,,,,,,,,,
8,0.22500000000000003,0.22500000000000003,DAD,0.4426877498626709,512,3.953293561935425,,,,,,,,,
9,0.22500000000000003,0.22500000000000003,DAD,0.4405529499053955,576,3.953033208847046,,,,,,,,,
10,0.22535156250000005,0.22535156250000005,DAD,0.43897485733032227,640,3.952796459197998,,,,,,,,,
11,0.22535156250000005,0.22535156250000005,DAD,0.4411039352416992,704,3.952455997467041,,,,,,,,,
12,0.22535156250000005,0.22535156250000005,DAD,0.43920040130615234,768,3.951991081237793,,,,,,,,,
13,0.22500000000000003,0.22500000000000003,DAD,0.43831777572631836,832,3.9514970779418945,,,,,,,,,
14,0.22500000000000003,0.22500000000000003,DAD,0.44022369384765625,896,3.951160430908203,,,,,,,,,
15,0.22570312500000003,0.22570312500000003,DAD,0.43883323669433594,960,3.9508092403411865,,,,,,,,,
16,0.22535156250000005,0.22535156250000005,DAD,0.43891024589538574,1024,3.950429916381836,,,,,,,,,
17,0.22535156250000005,0.22535156250000005,DAD,0.4390718936920166,1088,3.950242280960083,,,,,,,,,
18,0.22500000000000003,0.22500000000000003,DAD,0.43967509269714355,1152,3.9500536918640137,,,,,,,,,
19,0.22500000000000003,0.22500000000000003,DAD,0.43920016288757324,1216,3.9498562812805176,,,,,,,,,
20,0.22535156250000005,0.22535156250000005,DAD,0.44035768508911133,1280,3.949638605117798,,,,,,,,,
21,0.22500000000000003,0.22500000000000003,DAD,0.43975257873535156,1344,3.949415683746338,,,,,,,,,
22,0.22535156250000005,0.22535156250000005,DAD,0.4390099048614502,1408,3.9491195678710938,,,,,,,,,
23,0.22535156250000005,0.22535156250000005,DAD,0.4391632080078125,1472,3.949124336242676,,,,,,,,,
