update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.1771875023841858,0.1771875023841858,DAD,0.2419445514678955,64,3.3590598106384277,,,,,,,,,,
2,0.15656250715255737,0.15656250715255737,DAD,0.02355480194091797,128,3.3589701652526855,,,,,,,,,,
3,0.18140625953674316,0.18140625953674316,DAD,0.03164982795715332,192,3.3587331771850586,,,,,,,,,,
4,0.17624999582767487,0.17624999582767487,DAD,0.025573253631591797,256,3.3578574657440186,,,,,,,,,,
5,0.18046875298023224,0.18046875298023224,DAD,0.019858360290527344,320,3.3571536540985107,,,,,,,,,,
6,0.1795312613248825,0.1795312613248825,DAD,0.01815032958984375,384,3.3559675216674805,,,,,,,,,,
7,0.16875000298023224,0.16875000298023224,DAD,0.018789052963256836,448,3.3541784286499023,,,,,,,,,,
8,0.17109374701976776,0.17109374701976776,DAD,0.025702476501464844,512,3.35233473777771,,,,,,,,,,
9,0.16312499344348907,0.16312499344348907,DAD,0.02718639373779297,576,3.351158857345581,,,,,,,,,,
10,0.1846875101327896,0.1846875101327896,DAD,0.02145695686340332,640,3.349942684173584,,,,,,,,,,
11,0.19218750298023224,0.19218750298023224,DAD,0.02288341522216797,704,3.34930682182312,,,,,,,,,,
12,0.16734375059604645,0.16734375059604645,DAD,0.027049779891967773,768,3.349224805831909,,,,,,,,,,
13,0.17531248927116394,0.17531248927116394,DAD,0.021666765213012695,832,3.3482844829559326,,,,,,,,,,
14,0.18328125774860382,0.18328125774860382,DAD,0.02434086799621582,896,3.348496198654175,,,,,,,,,,
15,0.18515625596046448,0.18515625596046448,DAD,0.022945642471313477,960,3.3482444286346436,,,,,,,,,,
16,0.18562500178813934,0.18562500178813934,DAD,0.018882274627685547,1024,3.348924398422241,,,,,,,,,,
17,0.1795312464237213,0.1795312464237213,DAD,0.018393278121948242,1088,3.3490309715270996,,,,,,,,,,
18,0.17906250059604645,0.17906250059604645,DAD,0.018603801727294922,1152,3.348980665206909,,,,,,,,,,
19,0.1743749976158142,0.1743749976158142,DAD,0.018442630767822266,1216,3.3491873741149902,,,,,,,,,,
20,0.17625001072883606,0.17625001072883606,DAD,0.018390655517578125,1280,3.348919630050659,,,,,,,,,,
