update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,entropy_t3,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far
1,ieee9_full,48,144,48,-0.8718649098375502,0.09108491119417322,0.02276947721838951,-0.08845282346010208,3.961613893508911,0.01189794484525919,0.1805555522441864,0.2080911099910736,0.7772455811500549,0.98,3.978724241256714,3.9623146057128906,3.941157579421997,1.0066666666666666,0.09213516640723503,0.96,0.96,1.2,1.0,"[40, 6, 28]",1.0,1,-0.0,3.9787485599517822,3.960313489039739,3.940042952696482,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,1.0066666666666666
2,ieee9_full,48,144,96,0.05207508690986372,0.07037465536090587,0.0034682825207710266,-0.058260805904865265,3.958550453186035,-0.0023564829025417566,0.02083333395421505,0.3479554355144501,0.17060266435146332,0.9833333333333334,3.975301504135132,3.9596335887908936,3.938508987426758,0.98,0.057735026918962595,0.96,0.96,1.016,1.0,"[40, 27, 6]",0.7083333333333334,2,0.6036372515003262,3.9753353595733643,3.95907132824262,3.939640998840332,2,2,2,0.4056642224934024,0.6036372515003261,1.0093014739937285,observation-dependent adaptive,5,True,0.98
3,ieee9_full,48,144,144,0.014445086572070942,0.03820024683302246,0.00151269871275872,-0.040179260075092316,3.954981803894043,0.0058320313692092896,0.0069444444961845875,0.3253048062324524,0.10662425309419632,0.9700000000000001,3.9711334705352783,3.95647931098938,3.934588670730591,,,,,,,,,,,,,,,,,,,,,,,
4,ieee9_full,48,144,192,-0.01379988453636564,0.062460558891351534,0.0017625484615564346,-0.04393297806382179,3.9488916397094727,-0.004418298602104187,0.0,0.4168826639652252,0.0719761922955513,0.98,3.9638795852661133,3.9506261348724365,3.928168296813965,0.9933333333333333,0.07972173828734266,0.96,0.96,1.152,1.0,"[40, 6, 1]",0.875,2,0.37677016125643675,3.9639737606048584,3.952943444252014,3.928240438302358,2,1,2,0.13230889239238586,0.31900789620977466,0.4513167886021605,observation-dependent adaptive,5,True,0.98
5,ieee9_full,48,144,240,0.004350540610320061,0.04710918515112411,0.001357630011625588,-0.03909808397293091,3.944565773010254,0.006747449282556772,0.013888888992369175,0.33612769842147827,0.07245534658432007,0.9766666666666667,3.957122564315796,3.9475128650665283,3.9259719848632812,,,,,,,,,,,,,,,,,,,,,,,
6,ieee9_full,48,144,288,0.0040711306348443265,0.05617747164888861,0.0017001454252749681,-0.034470487385988235,3.940737009048462,0.007612948771566153,0.0069444444961845875,0.36670300364494324,0.05954069644212723,0.98,3.954737901687622,3.9433164596557617,3.9232137203216553,0.9700000000000001,0.04795831523312719,0.96,0.96,0.96,1.0,"[38, 20, 48]",1.0,1,-0.0,3.9548513889312744,3.9452219108740487,3.925693859656652,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.9700000000000001
7,ieee9_full,48,144,336,-0.0013861134861906123,0.03485567043792071,0.00059411401161924,-0.025771260261535645,3.9392552375793457,-0.005223799031227827,0.0,0.3856290876865387,0.03595152124762535,0.9699999999999999,3.951206922531128,3.9421005249023438,3.9233882427215576,,,,,,,,,,,,,,,,,,,,,,,
8,ieee9_full,48,144,384,-0.016440436610248334,0.06577834732015622,0.002184505108743906,-0.028762273490428925,3.938136100769043,0.0043419767171144485,0.0,0.36048397421836853,0.019556336104869843,0.9933333333333333,3.9474565982818604,3.9422366619110107,3.924110174179077,0.9866666666666667,0.06798692684790379,0.96,0.96,1.04,1.0,"[38, 20, 31]",0.9166666666666666,3,0.3445982481028228,3.947544813156128,3.9468063513437905,3.9311382472515106,3,1,1,0.0,0.14662521909589882,0.14662521909589882,observation-dependent adaptive,5,True,0.9700000000000001
9,ieee9_full,48,144,432,0.031483323456512585,0.03087512037636558,0.0005793005111627281,-0.02996944636106491,3.934748411178589,-0.0005610982771031559,0.0069444444961845875,0.36040112376213074,0.05179117992520332,0.9666666666666667,3.942547559738159,3.9379632472991943,3.919938325881958,,,,,,,,,,,,,,,,,,,,,,,
10,ieee9_full,48,144,480,-0.023970409092803777,0.04440730261053021,0.00104109279345721,-0.03240770101547241,3.927151918411255,0.011491717770695686,0.0069444444961845875,0.3369559347629547,0.03759278357028961,0.975,3.9312851428985596,3.932803153991699,3.9115488529205322,0.9766666666666666,0.051532082779134354,0.96,0.96,1.016,1.0,"[38, 20, 36]",1.0,1,-0.0,3.9313771724700928,3.9413313965002694,3.9233011106650033,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.9700000000000001
