epoch,train_mean_u_ctrl,validation_mean_u_ctrl,validation_safety,best_so_far_validation_u_ctrl,policy_entropy,dominant_sequence_fraction,unique_sequence_count,grad_norm,advantage_mean,advantage_std,terminal_cost_unique_count,terminal_cost_modal_fraction,fixed_validation_mean_u_ctrl
0,0.8846153846153845,0.8416666666666668,1.0,0.8416666666666668,1.7440857382921071,1.0,1,0.06032026612332889,0.08269230769230769,0.10137734886997848,5,0.4230769230769231,0.8416666666666668
1,0.8846153846153845,0.8416666666666668,1.0,0.8416666666666668,1.7814970566676214,1.0,1,0.06793550082615443,0.08653846153846151,0.08885780809344555,5,0.34615384615384615,0.8416666666666668
2,0.9153846153846152,0.8416666666666668,1.0,0.8416666666666668,1.7426635760527391,1.0,1,0.09050163227532591,0.07211538461538461,0.10670477854020229,5,0.5384615384615384,0.8416666666666668
3,0.898076923076923,0.8416666666666668,1.0,0.8416666666666668,1.7190205317277174,1.0,1,0.043225087491529326,0.07692307692307691,0.08850333460772193,5,0.46153846153846156,0.8416666666666668
4,0.8826923076923076,0.8416666666666668,1.0,0.8416666666666668,1.7182156145572662,1.0,1,0.04332435397165162,0.0846153846153846,0.08634593969478326,5,0.38461538461538464,0.8416666666666668
5,0.9019230769230767,0.8416666666666668,1.0,0.8416666666666668,1.713249330337231,1.0,1,0.04252852566008057,0.07211538461538461,0.09777007050417082,5,0.5192307692307693,0.8416666666666668
6,0.8961538461538462,0.8416666666666668,1.0,0.8416666666666668,1.7012758117455702,1.0,1,0.046442203489797454,0.08173076923076922,0.10285765282934532,5,0.38461538461538464,0.8416666666666668
7,0.9173076923076924,0.8416666666666668,1.0,0.8416666666666668,1.7017806493318999,1.0,1,0.04005166010132858,0.07115384615384614,0.08567949773055948,4,0.5,0.8416666666666668
8,0.9057692307692307,0.8416666666666668,1.0,0.8416666666666668,1.7075325479874244,1.0,1,0.03851354468081679,0.07211538461538461,0.08847721433013872,5,0.4423076923076923,0.8416666666666668
9,0.9173076923076924,0.8416666666666668,1.0,0.8416666666666668,1.720772956426327,1.0,1,0.03670609343264784,0.062499999999999986,0.0842814652495754,5,0.4423076923076923,0.8416666666666668
10,0.9076923076923076,0.8416666666666668,1.0,0.8416666666666668,1.6999761485136473,1.0,1,0.03589684768979039,0.05961538461538461,0.08935584734991495,5,0.4807692307692308,0.8416666666666668
11,0.8961538461538462,0.8416666666666668,1.0,0.8416666666666668,1.7161608177881975,1.0,1,0.04467037692666054,0.07403846153846153,0.08174208066521974,5,0.5,0.8416666666666668
12,0.9019230769230769,0.8416666666666668,1.0,0.8416666666666668,1.7187798894368684,1.0,1,0.036105774875198095,0.07403846153846153,0.09119420560591926,5,0.4230769230769231,0.8416666666666668
13,0.8903846153846154,0.8416666666666668,1.0,0.8416666666666668,1.705545588181569,1.0,1,0.04004182533494064,0.07788461538461539,0.09062468118695197,5,0.36538461538461536,0.8416666666666668
14,0.9057692307692307,0.8416666666666668,1.0,0.8416666666666668,1.7090750199097853,1.0,1,0.04112286803345861,0.0721153846153846,0.09678160462651382,5,0.4807692307692308,0.8416666666666668
15,0.8788461538461537,0.8416666666666668,1.0,0.8416666666666668,1.6987508512460268,1.0,1,0.05241545342973301,0.10288461538461537,0.11536458159413804,4,0.36538461538461536,0.8416666666666668
16,0.8576923076923075,0.8416666666666668,1.0,0.8416666666666668,1.705948763168775,1.0,1,0.052742909640073776,0.10865384615384616,0.10639239501005857,5,0.3076923076923077,0.8416666666666668
17,0.8903846153846153,0.8416666666666668,1.0,0.8416666666666668,1.6978339415330153,1.0,1,0.0387915883745466,0.07980769230769232,0.08674654470208874,5,0.38461538461538464,0.8416666666666668
18,0.8769230769230768,0.8416666666666668,1.0,0.8416666666666668,1.6972605700676258,1.0,1,0.04526391598795142,0.0923076923076923,0.10018474059716236,5,0.3269230769230769,0.8416666666666668
19,0.9019230769230767,0.8416666666666668,1.0,0.8416666666666668,1.6958001554012299,1.0,1,0.04121582742248263,0.07692307692307693,0.08795843558484055,5,0.38461538461538464,0.8416666666666668
